Zerg_Hive 1074; Zerg_Opening unknown; Zerg_Spawning_Pool 125; Zerg_Extractor 263; Zerg_Creep_Colony 180; Zerg_Evolution_Chamber 526; Zerg_Queens_Nest 872; Zerg_Sunken_Colony 221; Zerg_Spore_Colony -1; Zerg_Expansion 99; Zerg_Hydralisk_Den 308; Zerg_Greater_Spire -1; Zerg_Expansion2 251; Zerg_Lair 597; Zerg_Ultralisk_Cavern -1; Zerg_Spire 662; Zerg_Building_Overlord 50; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 129; Zerg_Extractor 67; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 299; Zerg_Greater_Spire -1; Zerg_Expansion2 180; Zerg_Lair 293; Zerg_Ultralisk_Cavern -1; Zerg_Spire 747; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 127; Zerg_Extractor 72; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 168; Zerg_Hydralisk_Den 232; Zerg_Greater_Spire -1; Zerg_Expansion2 473; Zerg_Lair 183; Zerg_Ultralisk_Cavern -1; Zerg_Spire 249; Zerg_Building_Overlord 61; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 130; Zerg_Creep_Colony 274; Zerg_Evolution_Chamber 297; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 487; Zerg_Spore_Colony 325; Zerg_Expansion 107; Zerg_Hydralisk_Den 461; Zerg_Greater_Spire -1; Zerg_Expansion2 350; Zerg_Lair 418; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 904; Zerg_Opening speedlings; Zerg_Spawning_Pool 100; Zerg_Extractor 155; Zerg_Creep_Colony 406; Zerg_Evolution_Chamber 665; Zerg_Queens_Nest 817; Zerg_Sunken_Colony 608; Zerg_Spore_Colony -1; Zerg_Expansion 133; Zerg_Hydralisk_Den 354; Zerg_Greater_Spire 993; Zerg_Expansion2 196; Zerg_Lair 364; Zerg_Ultralisk_Cavern 0; Zerg_Spire 478; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 771; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 137; Zerg_Creep_Colony 562; Zerg_Evolution_Chamber 600; Zerg_Queens_Nest 725; Zerg_Sunken_Colony 589; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 234; Zerg_Greater_Spire 0; Zerg_Expansion2 394; Zerg_Lair 188; Zerg_Ultralisk_Cavern 934; Zerg_Spire 695; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 114; Zerg_Extractor 58; Zerg_Creep_Colony 187; Zerg_Evolution_Chamber 279; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 368; Zerg_Spore_Colony 315; Zerg_Expansion 94; Zerg_Hydralisk_Den 483; Zerg_Greater_Spire -1; Zerg_Expansion2 221; Zerg_Lair 410; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 128; Zerg_Defiler_Mound -1; 
Zerg_Hive 739; Zerg_Opening unknown; Zerg_Spawning_Pool 122; Zerg_Extractor 287; Zerg_Creep_Colony 199; Zerg_Evolution_Chamber 455; Zerg_Queens_Nest 689; Zerg_Sunken_Colony 216; Zerg_Spore_Colony -1; Zerg_Expansion 95; Zerg_Hydralisk_Den 398; Zerg_Greater_Spire 858; Zerg_Expansion2 241; Zerg_Lair 345; Zerg_Ultralisk_Cavern 0; Zerg_Spire 726; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 1063; Zerg_Opening speedlings; Zerg_Spawning_Pool 71; Zerg_Extractor 83; Zerg_Creep_Colony 551; Zerg_Evolution_Chamber 636; Zerg_Queens_Nest 992; Zerg_Sunken_Colony 570; Zerg_Spore_Colony -1; Zerg_Expansion 156; Zerg_Hydralisk_Den 366; Zerg_Greater_Spire 0; Zerg_Expansion2 197; Zerg_Lair 542; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 99; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 123; Zerg_Extractor 138; Zerg_Creep_Colony 381; Zerg_Evolution_Chamber 715; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 401; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 528; Zerg_Greater_Spire 0; Zerg_Expansion2 230; Zerg_Lair 288; Zerg_Ultralisk_Cavern -1; Zerg_Spire 366; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening lurkers; Zerg_Spawning_Pool 111; Zerg_Extractor 138; Zerg_Creep_Colony 174; Zerg_Evolution_Chamber 1067; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 192; Zerg_Spore_Colony 0; Zerg_Expansion 83; Zerg_Hydralisk_Den 381; Zerg_Greater_Spire -1; Zerg_Expansion2 289; Zerg_Lair 381; Zerg_Ultralisk_Cavern 0; Zerg_Spire 647; Zerg_Building_Overlord 131; Zerg_Defiler_Mound 0; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 142; Zerg_Creep_Colony 209; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 227; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 522; Zerg_Greater_Spire -1; Zerg_Expansion2 318; Zerg_Lair 357; Zerg_Ultralisk_Cavern -1; Zerg_Spire 424; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 171; Zerg_Creep_Colony 313; Zerg_Evolution_Chamber 651; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 358; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 332; Zerg_Greater_Spire -1; Zerg_Expansion2 174; Zerg_Lair 271; Zerg_Ultralisk_Cavern 0; Zerg_Spire 350; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 772; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 140; Zerg_Creep_Colony 460; Zerg_Evolution_Chamber 579; Zerg_Queens_Nest 692; Zerg_Sunken_Colony 477; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 235; Zerg_Greater_Spire -1; Zerg_Expansion2 217; Zerg_Lair 419; Zerg_Ultralisk_Cavern 850; Zerg_Spire 0; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive 746; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 141; Zerg_Creep_Colony 404; Zerg_Evolution_Chamber 594; Zerg_Queens_Nest 670; Zerg_Sunken_Colony 420; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 356; Zerg_Greater_Spire -1; Zerg_Expansion2 263; Zerg_Lair 312; Zerg_Ultralisk_Cavern 849; Zerg_Spire 622; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 158; Zerg_Creep_Colony 197; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 215; Zerg_Spore_Colony -1; Zerg_Expansion 94; Zerg_Hydralisk_Den 580; Zerg_Greater_Spire -1; Zerg_Expansion2 509; Zerg_Lair 406; Zerg_Ultralisk_Cavern -1; Zerg_Spire 470; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 140; Zerg_Creep_Colony 356; Zerg_Evolution_Chamber 675; Zerg_Queens_Nest 1045; Zerg_Sunken_Colony 389; Zerg_Spore_Colony 0; Zerg_Expansion 106; Zerg_Hydralisk_Den 366; Zerg_Greater_Spire 0; Zerg_Expansion2 211; Zerg_Lair 486; Zerg_Ultralisk_Cavern 0; Zerg_Spire 714; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 145; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 368; Zerg_Greater_Spire -1; Zerg_Expansion2 267; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 120; Zerg_Extractor 260; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 674; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 92; Zerg_Hydralisk_Den 404; Zerg_Greater_Spire -1; Zerg_Expansion2 238; Zerg_Lair 457; Zerg_Ultralisk_Cavern -1; Zerg_Spire 527; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 131; Zerg_Extractor 312; Zerg_Creep_Colony 205; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 230; Zerg_Spore_Colony -1; Zerg_Expansion 112; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 201; Zerg_Lair 513; Zerg_Ultralisk_Cavern -1; Zerg_Spire 577; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 66; Zerg_Extractor 78; Zerg_Creep_Colony 384; Zerg_Evolution_Chamber 379; Zerg_Queens_Nest 976; Zerg_Sunken_Colony 485; Zerg_Spore_Colony 409; Zerg_Expansion 186; Zerg_Hydralisk_Den 430; Zerg_Greater_Spire -1; Zerg_Expansion2 232; Zerg_Lair 527; Zerg_Ultralisk_Cavern -1; Zerg_Spire 623; Zerg_Building_Overlord 90; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 68; Zerg_Extractor 81; Zerg_Creep_Colony 414; Zerg_Evolution_Chamber 857; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 430; Zerg_Spore_Colony -1; Zerg_Expansion 196; Zerg_Hydralisk_Den 437; Zerg_Greater_Spire -1; Zerg_Expansion2 254; Zerg_Lair 627; Zerg_Ultralisk_Cavern -1; Zerg_Spire 741; Zerg_Building_Overlord 93; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 65; Zerg_Creep_Colony 481; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 517; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 213; Zerg_Lair 467; Zerg_Ultralisk_Cavern -1; Zerg_Spire 551; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 736; Zerg_Opening speedlings; Zerg_Spawning_Pool 129; Zerg_Extractor 199; Zerg_Creep_Colony 295; Zerg_Evolution_Chamber 527; Zerg_Queens_Nest 685; Zerg_Sunken_Colony 317; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 306; Zerg_Greater_Spire 1061; Zerg_Expansion2 192; Zerg_Lair 268; Zerg_Ultralisk_Cavern -1; Zerg_Spire 945; Zerg_Building_Overlord 52; Zerg_Defiler_Mound -1; 
Zerg_Hive 837; Zerg_Opening speedlings; Zerg_Spawning_Pool 133; Zerg_Extractor 156; Zerg_Creep_Colony 502; Zerg_Evolution_Chamber 563; Zerg_Queens_Nest 765; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 112; Zerg_Hydralisk_Den 238; Zerg_Greater_Spire -1; Zerg_Expansion2 364; Zerg_Lair 421; Zerg_Ultralisk_Cavern 999; Zerg_Spire 486; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive 880; Zerg_Opening speedlings; Zerg_Spawning_Pool 97; Zerg_Extractor 65; Zerg_Creep_Colony 186; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 793; Zerg_Sunken_Colony 202; Zerg_Spore_Colony -1; Zerg_Expansion 131; Zerg_Hydralisk_Den 296; Zerg_Greater_Spire 959; Zerg_Expansion2 441; Zerg_Lair 250; Zerg_Ultralisk_Cavern 1040; Zerg_Spire 465; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 854; Zerg_Opening mutas; Zerg_Spawning_Pool 125; Zerg_Extractor 265; Zerg_Creep_Colony 362; Zerg_Evolution_Chamber 580; Zerg_Queens_Nest 762; Zerg_Sunken_Colony 392; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 442; Zerg_Greater_Spire -1; Zerg_Expansion2 223; Zerg_Lair 328; Zerg_Ultralisk_Cavern 988; Zerg_Spire 397; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 655; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 301; Zerg_Creep_Colony 318; Zerg_Evolution_Chamber 312; Zerg_Queens_Nest 576; Zerg_Sunken_Colony 375; Zerg_Spore_Colony 343; Zerg_Expansion 105; Zerg_Hydralisk_Den 389; Zerg_Greater_Spire -1; Zerg_Expansion2 167; Zerg_Lair 368; Zerg_Ultralisk_Cavern 872; Zerg_Spire 588; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 807; Zerg_Opening unknown; Zerg_Spawning_Pool 124; Zerg_Extractor 65; Zerg_Creep_Colony 497; Zerg_Evolution_Chamber 763; Zerg_Queens_Nest 761; Zerg_Sunken_Colony 893; Zerg_Spore_Colony 902; Zerg_Expansion 107; Zerg_Hydralisk_Den 402; Zerg_Greater_Spire -1; Zerg_Expansion2 360; Zerg_Lair 195; Zerg_Ultralisk_Cavern 948; Zerg_Spire 265; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 826; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 68; Zerg_Creep_Colony 671; Zerg_Evolution_Chamber 606; Zerg_Queens_Nest 786; Zerg_Sunken_Colony 687; Zerg_Spore_Colony -1; Zerg_Expansion 111; Zerg_Hydralisk_Den 256; Zerg_Greater_Spire -1; Zerg_Expansion2 228; Zerg_Lair 552; Zerg_Ultralisk_Cavern -1; Zerg_Spire 685; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive 581; Zerg_Opening speedlings; Zerg_Spawning_Pool 121; Zerg_Extractor 66; Zerg_Creep_Colony 353; Zerg_Evolution_Chamber 541; Zerg_Queens_Nest 539; Zerg_Sunken_Colony 397; Zerg_Spore_Colony -1; Zerg_Expansion 102; Zerg_Hydralisk_Den 349; Zerg_Greater_Spire 657; Zerg_Expansion2 198; Zerg_Lair 317; Zerg_Ultralisk_Cavern 777; Zerg_Spire 424; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 64; Zerg_Creep_Colony 928; Zerg_Evolution_Chamber 620; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 953; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 284; Zerg_Greater_Spire -1; Zerg_Expansion2 462; Zerg_Lair 248; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 736; Zerg_Opening speedlings; Zerg_Spawning_Pool 123; Zerg_Extractor 304; Zerg_Creep_Colony 187; Zerg_Evolution_Chamber 620; Zerg_Queens_Nest 619; Zerg_Sunken_Colony 203; Zerg_Spore_Colony -1; Zerg_Expansion 104; Zerg_Hydralisk_Den 435; Zerg_Greater_Spire -1; Zerg_Expansion2 241; Zerg_Lair 458; Zerg_Ultralisk_Cavern 826; Zerg_Spire 695; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 727; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 130; Zerg_Extractor 307; Zerg_Creep_Colony 484; Zerg_Evolution_Chamber 732; Zerg_Queens_Nest 678; Zerg_Sunken_Colony 506; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 353; Zerg_Greater_Spire 818; Zerg_Expansion2 235; Zerg_Lair 416; Zerg_Ultralisk_Cavern 804; Zerg_Spire 482; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 634; Zerg_Opening speedlings; Zerg_Spawning_Pool 123; Zerg_Extractor 67; Zerg_Creep_Colony 185; Zerg_Evolution_Chamber 525; Zerg_Queens_Nest 587; Zerg_Sunken_Colony 210; Zerg_Spore_Colony 829; Zerg_Expansion 103; Zerg_Hydralisk_Den 370; Zerg_Greater_Spire 931; Zerg_Expansion2 205; Zerg_Lair 330; Zerg_Ultralisk_Cavern 714; Zerg_Spire 657; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 92; Zerg_Extractor 62; Zerg_Creep_Colony 658; Zerg_Evolution_Chamber 871; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 675; Zerg_Spore_Colony 914; Zerg_Expansion 132; Zerg_Hydralisk_Den 295; Zerg_Greater_Spire -1; Zerg_Expansion2 248; Zerg_Lair 421; Zerg_Ultralisk_Cavern -1; Zerg_Spire 806; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive 835; Zerg_Opening speedlings; Zerg_Spawning_Pool 120; Zerg_Extractor 65; Zerg_Creep_Colony 222; Zerg_Evolution_Chamber 657; Zerg_Queens_Nest 774; Zerg_Sunken_Colony 246; Zerg_Spore_Colony 0; Zerg_Expansion 102; Zerg_Hydralisk_Den 408; Zerg_Greater_Spire -1; Zerg_Expansion2 336; Zerg_Lair 505; Zerg_Ultralisk_Cavern 0; Zerg_Spire 632; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 118; Zerg_Extractor 139; Zerg_Creep_Colony 181; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 196; Zerg_Spore_Colony -1; Zerg_Expansion 101; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 243; Zerg_Ultralisk_Cavern -1; Zerg_Spire 309; Zerg_Building_Overlord 53; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 182; Zerg_Creep_Colony 575; Zerg_Evolution_Chamber 1071; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 596; Zerg_Spore_Colony -1; Zerg_Expansion 113; Zerg_Hydralisk_Den 560; Zerg_Greater_Spire -1; Zerg_Expansion2 174; Zerg_Lair 240; Zerg_Ultralisk_Cavern -1; Zerg_Spire 310; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening unknown; Zerg_Spawning_Pool 133; Zerg_Extractor 143; Zerg_Creep_Colony 180; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 200; Zerg_Spore_Colony -1; Zerg_Expansion 111; Zerg_Hydralisk_Den 229; Zerg_Greater_Spire -1; Zerg_Expansion2 401; Zerg_Lair 197; Zerg_Ultralisk_Cavern -1; Zerg_Spire 261; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 128; Zerg_Extractor 138; Zerg_Creep_Colony 444; Zerg_Evolution_Chamber 655; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 463; Zerg_Spore_Colony 765; Zerg_Expansion 111; Zerg_Hydralisk_Den 438; Zerg_Greater_Spire -1; Zerg_Expansion2 316; Zerg_Lair 616; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 130; Zerg_Extractor 68; Zerg_Creep_Colony 343; Zerg_Evolution_Chamber 344; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony 406; Zerg_Expansion 110; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 321; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening mutas; Zerg_Spawning_Pool 130; Zerg_Extractor 183; Zerg_Creep_Colony 379; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 396; Zerg_Spore_Colony -1; Zerg_Expansion 113; Zerg_Hydralisk_Den 230; Zerg_Greater_Spire -1; Zerg_Expansion2 175; Zerg_Lair 284; Zerg_Ultralisk_Cavern -1; Zerg_Spire 348; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 140; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 104; Zerg_Hydralisk_Den 233; Zerg_Greater_Spire -1; Zerg_Expansion2 510; Zerg_Lair 222; Zerg_Ultralisk_Cavern -1; Zerg_Spire 425; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 126; Zerg_Extractor 143; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 237; Zerg_Greater_Spire -1; Zerg_Expansion2 494; Zerg_Lair 205; Zerg_Ultralisk_Cavern -1; Zerg_Spire 410; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 766; Zerg_Opening hydras; Zerg_Spawning_Pool 129; Zerg_Extractor 198; Zerg_Creep_Colony 539; Zerg_Evolution_Chamber 489; Zerg_Queens_Nest 684; Zerg_Sunken_Colony 563; Zerg_Spore_Colony -1; Zerg_Expansion 115; Zerg_Hydralisk_Den 261; Zerg_Greater_Spire -1; Zerg_Expansion2 186; Zerg_Lair 486; Zerg_Ultralisk_Cavern 0; Zerg_Spire 640; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive 727; Zerg_Opening lurkers; Zerg_Spawning_Pool 130; Zerg_Extractor 139; Zerg_Creep_Colony 396; Zerg_Evolution_Chamber 505; Zerg_Queens_Nest 683; Zerg_Sunken_Colony 448; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 219; Zerg_Greater_Spire -1; Zerg_Expansion2 292; Zerg_Lair 191; Zerg_Ultralisk_Cavern 905; Zerg_Spire 496; Zerg_Building_Overlord 62; Zerg_Defiler_Mound 831; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 128; Zerg_Extractor 138; Zerg_Creep_Colony 444; Zerg_Evolution_Chamber 655; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 463; Zerg_Spore_Colony 765; Zerg_Expansion 111; Zerg_Hydralisk_Den 438; Zerg_Greater_Spire -1; Zerg_Expansion2 316; Zerg_Lair 616; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 130; Zerg_Extractor 68; Zerg_Creep_Colony 343; Zerg_Evolution_Chamber 344; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony 406; Zerg_Expansion 110; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 321; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive 771; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 137; Zerg_Creep_Colony 562; Zerg_Evolution_Chamber 600; Zerg_Queens_Nest 725; Zerg_Sunken_Colony 589; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 234; Zerg_Greater_Spire 0; Zerg_Expansion2 394; Zerg_Lair 188; Zerg_Ultralisk_Cavern 934; Zerg_Spire 695; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 727; Zerg_Opening lurkers; Zerg_Spawning_Pool 130; Zerg_Extractor 139; Zerg_Creep_Colony 396; Zerg_Evolution_Chamber 505; Zerg_Queens_Nest 683; Zerg_Sunken_Colony 448; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 219; Zerg_Greater_Spire -1; Zerg_Expansion2 292; Zerg_Lair 191; Zerg_Ultralisk_Cavern 905; Zerg_Spire 496; Zerg_Building_Overlord 62; Zerg_Defiler_Mound 831; 
Zerg_Hive 766; Zerg_Opening hydras; Zerg_Spawning_Pool 129; Zerg_Extractor 198; Zerg_Creep_Colony 539; Zerg_Evolution_Chamber 489; Zerg_Queens_Nest 684; Zerg_Sunken_Colony 563; Zerg_Spore_Colony -1; Zerg_Expansion 115; Zerg_Hydralisk_Den 261; Zerg_Greater_Spire -1; Zerg_Expansion2 186; Zerg_Lair 486; Zerg_Ultralisk_Cavern 0; Zerg_Spire 640; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening mutas; Zerg_Spawning_Pool 130; Zerg_Extractor 183; Zerg_Creep_Colony 379; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 396; Zerg_Spore_Colony -1; Zerg_Expansion 113; Zerg_Hydralisk_Den 230; Zerg_Greater_Spire -1; Zerg_Expansion2 175; Zerg_Lair 284; Zerg_Ultralisk_Cavern -1; Zerg_Spire 348; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
