Protoss_Pylon 1192; Protoss_Opening FastObs; Protoss_Assimilator 2404; Protoss_Gateway 1884; Protoss_Robotics_Support_Bay 19100; Protoss_Arbiter_Tribunal 18508; Protoss_Robotics_Facility 6594; Protoss_Fleet_Beacon 0; Protoss_Stargate 16668; Protoss_Citadel_of_Adun 10340; Protoss_Forge 17324; Protoss_Templar_Archives 13714; Protoss_Photon_Cannon 18612; Protoss_Cybernetics_Core 2938; 
Protoss_Pylon 1265; Protoss_Opening Carrier; Protoss_Assimilator 7005; Protoss_Gateway 2025; Protoss_Robotics_Support_Bay 38915; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 17345; Protoss_Fleet_Beacon 13100; Protoss_Stargate 11795; Protoss_Citadel_of_Adun 16590; Protoss_Forge 4765; Protoss_Templar_Archives 27275; Protoss_Photon_Cannon 5575; Protoss_Cybernetics_Core 9235; 
Protoss_Pylon 1265; Protoss_Opening Carrier; Protoss_Assimilator 7005; Protoss_Gateway 2025; Protoss_Robotics_Support_Bay 38915; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 17345; Protoss_Fleet_Beacon 13100; Protoss_Stargate 11795; Protoss_Citadel_of_Adun 16590; Protoss_Forge 4765; Protoss_Templar_Archives 27275; Protoss_Photon_Cannon 5575; Protoss_Cybernetics_Core 9235; 
Protoss_Pylon 1220; Protoss_Opening FastObs; Protoss_Assimilator 2475; Protoss_Gateway 1935; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6080; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 19785; Protoss_Forge 10760; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 12235; Protoss_Cybernetics_Core 2955; 
Protoss_Pylon 1268; Protoss_Opening FastObs; Protoss_Assimilator 1632; Protoss_Gateway 2254; Protoss_Robotics_Support_Bay 7588; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4262; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 9050; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3270; 
Protoss_Pylon 1234; Protoss_Opening FastObs; Protoss_Assimilator 2492; Protoss_Gateway 2168; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5202; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 14140; Protoss_Forge 13836; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 15468; Protoss_Cybernetics_Core 3250; 
Protoss_Pylon 1220; Protoss_Opening FastObs; Protoss_Assimilator 2475; Protoss_Gateway 1935; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6080; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 19785; Protoss_Forge 10760; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 12235; Protoss_Cybernetics_Core 2955; 
Protoss_Pylon 1265; Protoss_Opening FastObs; Protoss_Assimilator 2740; Protoss_Gateway 2120; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5415; Protoss_Fleet_Beacon 25625; Protoss_Stargate 22725; Protoss_Citadel_of_Adun 11905; Protoss_Forge 9840; Protoss_Templar_Archives 13270; Protoss_Photon_Cannon 11085; Protoss_Cybernetics_Core 3325; 
Protoss_Pylon 1265; Protoss_Opening FastObs; Protoss_Assimilator 2600; Protoss_Gateway 2040; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5930; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 13145; Protoss_Forge 13030; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3150; 
Protoss_Pylon 1240; Protoss_Opening FastObs; Protoss_Assimilator 2366; Protoss_Gateway 1918; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4528; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5116; Protoss_Forge 0; Protoss_Templar_Archives 6224; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2956; 
Protoss_Pylon 1165; Protoss_Opening FastObs; Protoss_Assimilator 2230; Protoss_Gateway 1855; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4730; Protoss_Fleet_Beacon 21845; Protoss_Stargate 20110; Protoss_Citadel_of_Adun 6100; Protoss_Forge 12365; Protoss_Templar_Archives 8235; Protoss_Photon_Cannon 18810; Protoss_Cybernetics_Core 3040; 
Protoss_Pylon 1165; Protoss_Opening FastExpand; Protoss_Assimilator 2280; Protoss_Gateway 1820; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 23025; Protoss_Robotics_Facility 7530; Protoss_Fleet_Beacon 0; Protoss_Stargate 20895; Protoss_Citadel_of_Adun 15425; Protoss_Forge 9430; Protoss_Templar_Archives 20360; Protoss_Photon_Cannon 12455; Protoss_Cybernetics_Core 2925; 
Protoss_Pylon 1265; Protoss_Opening FastDT; Protoss_Assimilator 2760; Protoss_Gateway 2110; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 9505; Protoss_Fleet_Beacon 20150; Protoss_Stargate 18360; Protoss_Citadel_of_Adun 5290; Protoss_Forge 12900; Protoss_Templar_Archives 7340; Protoss_Photon_Cannon 13720; Protoss_Cybernetics_Core 3235; 
Protoss_Pylon 1155; Protoss_Opening Unknown; Protoss_Assimilator 2870; Protoss_Gateway 1945; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5875; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4395; 
Protoss_Pylon 1240; Protoss_Opening FastDT; Protoss_Assimilator 2430; Protoss_Gateway 2035; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 26825; Protoss_Fleet_Beacon 21355; Protoss_Stargate 19795; Protoss_Citadel_of_Adun 4530; Protoss_Forge 8280; Protoss_Templar_Archives 5955; Protoss_Photon_Cannon 9295; Protoss_Cybernetics_Core 3255; 
Protoss_Pylon 1270; Protoss_Opening FastObs; Protoss_Assimilator 2665; Protoss_Gateway 2090; Protoss_Robotics_Support_Bay 8770; Protoss_Arbiter_Tribunal 29805; Protoss_Robotics_Facility 5410; Protoss_Fleet_Beacon 0; Protoss_Stargate 28000; Protoss_Citadel_of_Adun 5785; Protoss_Forge 12035; Protoss_Templar_Archives 10105; Protoss_Photon_Cannon 12945; Protoss_Cybernetics_Core 3315; 
Protoss_Pylon 1265; Protoss_Opening FastObs; Protoss_Assimilator 2635; Protoss_Gateway 2070; Protoss_Robotics_Support_Bay 8570; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5890; Protoss_Fleet_Beacon 27340; Protoss_Stargate 23975; Protoss_Citadel_of_Adun 14390; Protoss_Forge 15810; Protoss_Templar_Archives 21370; Protoss_Photon_Cannon 16665; Protoss_Cybernetics_Core 3170; 
Protoss_Pylon 1175; Protoss_Opening FastObs; Protoss_Assimilator 2555; Protoss_Gateway 1910; Protoss_Robotics_Support_Bay 7820; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4845; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3510; 
Protoss_Pylon 1240; Protoss_Opening FastObs; Protoss_Assimilator 2615; Protoss_Gateway 2070; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 30210; Protoss_Robotics_Facility 5185; Protoss_Fleet_Beacon 0; Protoss_Stargate 27200; Protoss_Citadel_of_Adun 6450; Protoss_Forge 11955; Protoss_Templar_Archives 7625; Protoss_Photon_Cannon 13060; Protoss_Cybernetics_Core 3290; 
Protoss_Pylon 1225; Protoss_Opening FastDT; Protoss_Assimilator 2490; Protoss_Gateway 1985; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 9115; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5020; Protoss_Forge 11620; Protoss_Templar_Archives 6085; Protoss_Photon_Cannon 15470; Protoss_Cybernetics_Core 3160; 
Protoss_Pylon 1170; Protoss_Opening FastObs; Protoss_Assimilator 4930; Protoss_Gateway 1905; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7120; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 14230; Protoss_Forge 15800; Protoss_Templar_Archives 20345; Protoss_Photon_Cannon 17210; Protoss_Cybernetics_Core 5260; 
Protoss_Pylon 1210; Protoss_Opening FastObs; Protoss_Assimilator 2305; Protoss_Gateway 1875; Protoss_Robotics_Support_Bay 8515; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4345; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 24525; Protoss_Forge 19175; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 22230; Protoss_Cybernetics_Core 2925; 
Protoss_Pylon 1220; Protoss_Opening FastExpand; Protoss_Assimilator 2505; Protoss_Gateway 2020; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7120; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 13265; Protoss_Forge 13820; Protoss_Templar_Archives 17830; Protoss_Photon_Cannon 15185; Protoss_Cybernetics_Core 3195; 
Protoss_Pylon 1235; Protoss_Opening ReaverDrop; Protoss_Assimilator 2385; Protoss_Gateway 2015; Protoss_Robotics_Support_Bay 7690; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6285; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10825; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3185; 
Protoss_Pylon 1280; Protoss_Opening FastDT; Protoss_Assimilator 2635; Protoss_Gateway 2025; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 9925; Protoss_Fleet_Beacon 24700; Protoss_Stargate 22975; Protoss_Citadel_of_Adun 7420; Protoss_Forge 16815; Protoss_Templar_Archives 8570; Protoss_Photon_Cannon 17740; Protoss_Cybernetics_Core 3500; 
Protoss_Pylon 1235; Protoss_Opening FastExpand; Protoss_Assimilator 2715; Protoss_Gateway 2090; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 38575; Protoss_Robotics_Facility 7630; Protoss_Fleet_Beacon 26745; Protoss_Stargate 24365; Protoss_Citadel_of_Adun 19200; Protoss_Forge 21015; Protoss_Templar_Archives 34985; Protoss_Photon_Cannon 22605; Protoss_Cybernetics_Core 3385; 
Protoss_Pylon 1195; Protoss_Opening FastExpand; Protoss_Assimilator 2510; Protoss_Gateway 1930; Protoss_Robotics_Support_Bay 14525; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7275; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 9300; Protoss_Forge 10835; Protoss_Templar_Archives 12290; Protoss_Photon_Cannon 15430; Protoss_Cybernetics_Core 3060; 
Protoss_Pylon 1320; Protoss_Opening ReaverDrop; Protoss_Assimilator 2410; Protoss_Gateway 1995; Protoss_Robotics_Support_Bay 6390; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4685; Protoss_Fleet_Beacon 0; Protoss_Stargate 34830; Protoss_Citadel_of_Adun 21405; Protoss_Forge 13860; Protoss_Templar_Archives 23895; Protoss_Photon_Cannon 14910; Protoss_Cybernetics_Core 3160; 
Protoss_Pylon 1270; Protoss_Opening FastObs; Protoss_Assimilator 2550; Protoss_Gateway 2005; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6905; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11835; Protoss_Forge 14470; Protoss_Templar_Archives 14275; Protoss_Photon_Cannon 15175; Protoss_Cybernetics_Core 3125; 
Protoss_Pylon 1240; Protoss_Opening FastObs; Protoss_Assimilator 2625; Protoss_Gateway 2025; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5755; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10030; Protoss_Forge 7570; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3135; 
Protoss_Pylon 1215; Protoss_Opening FastObs; Protoss_Assimilator 2380; Protoss_Gateway 1985; Protoss_Robotics_Support_Bay 8230; Protoss_Arbiter_Tribunal 25920; Protoss_Robotics_Facility 5455; Protoss_Fleet_Beacon 0; Protoss_Stargate 22845; Protoss_Citadel_of_Adun 14075; Protoss_Forge 16980; Protoss_Templar_Archives 22885; Protoss_Photon_Cannon 19375; Protoss_Cybernetics_Core 3100; 
Protoss_Pylon 1270; Protoss_Opening FastExpand; Protoss_Assimilator 2640; Protoss_Gateway 2070; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 14565; Protoss_Robotics_Facility 8625; Protoss_Fleet_Beacon 0; Protoss_Stargate 13265; Protoss_Citadel_of_Adun 10535; Protoss_Forge 17600; Protoss_Templar_Archives 13295; Protoss_Photon_Cannon 19015; Protoss_Cybernetics_Core 3175; 
Protoss_Pylon 1245; Protoss_Opening ReaverDrop; Protoss_Assimilator 2560; Protoss_Gateway 2100; Protoss_Robotics_Support_Bay 7285; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5835; Protoss_Fleet_Beacon 13780; Protoss_Stargate 11430; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3285; 
Protoss_Pylon 1165; Protoss_Opening ReaverDrop; Protoss_Assimilator 2355; Protoss_Gateway 2045; Protoss_Robotics_Support_Bay 5970; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4620; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 15275; Protoss_Forge 19065; Protoss_Templar_Archives 21240; Protoss_Photon_Cannon 20375; Protoss_Cybernetics_Core 3210; 
Protoss_Pylon 1242; Protoss_Opening FastDT; Protoss_Assimilator 2514; Protoss_Gateway 2056; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 15260; Protoss_Fleet_Beacon 17368; Protoss_Stargate 16158; Protoss_Citadel_of_Adun 5172; Protoss_Forge 7550; Protoss_Templar_Archives 6250; Protoss_Photon_Cannon 8322; Protoss_Cybernetics_Core 3238; 
Protoss_Pylon 1270; Protoss_Opening FastObs; Protoss_Assimilator 1898; Protoss_Gateway 2588; Protoss_Robotics_Support_Bay 7076; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4648; Protoss_Fleet_Beacon 19604; Protoss_Stargate 18132; Protoss_Citadel_of_Adun 12482; Protoss_Forge 16476; Protoss_Templar_Archives 13494; Protoss_Photon_Cannon 17218; Protoss_Cybernetics_Core 3596; 
Protoss_Pylon 1235; Protoss_Opening FastObs; Protoss_Assimilator 2325; Protoss_Gateway 1980; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7945; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 16110; Protoss_Forge 10740; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 13770; Protoss_Cybernetics_Core 3285; 
Protoss_Pylon 1180; Protoss_Opening FastObs; Protoss_Assimilator 2480; Protoss_Gateway 1950; Protoss_Robotics_Support_Bay 7875; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5270; Protoss_Fleet_Beacon 22995; Protoss_Stargate 21535; Protoss_Citadel_of_Adun 12755; Protoss_Forge 14485; Protoss_Templar_Archives 14160; Protoss_Photon_Cannon 15985; Protoss_Cybernetics_Core 3020; 
Protoss_Pylon 1240; Protoss_Opening FastDT; Protoss_Assimilator 2430; Protoss_Gateway 2035; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 26825; Protoss_Fleet_Beacon 21355; Protoss_Stargate 19795; Protoss_Citadel_of_Adun 4530; Protoss_Forge 8280; Protoss_Templar_Archives 5955; Protoss_Photon_Cannon 9295; Protoss_Cybernetics_Core 3255; 
Protoss_Pylon 1250; Protoss_Opening ReaverDrop; Protoss_Assimilator 2505; Protoss_Gateway 2015; Protoss_Robotics_Support_Bay 6720; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5275; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 15420; Protoss_Forge 13745; Protoss_Templar_Archives 17550; Protoss_Photon_Cannon 16030; Protoss_Cybernetics_Core 3045; 
Protoss_Pylon 1220; Protoss_Opening FastExpand; Protoss_Assimilator 2320; Protoss_Gateway 1920; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7960; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 13120; Protoss_Forge 12100; Protoss_Templar_Archives 17330; Protoss_Photon_Cannon 14330; Protoss_Cybernetics_Core 3225; 
Protoss_Pylon 1240; Protoss_Opening FastObs; Protoss_Assimilator 2545; Protoss_Gateway 2015; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4640; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11305; Protoss_Forge 0; Protoss_Templar_Archives 17460; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3325; 
Protoss_Pylon 1315; Protoss_Opening ReaverDrop; Protoss_Assimilator 2650; Protoss_Gateway 2145; Protoss_Robotics_Support_Bay 6470; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5085; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3285; 
Protoss_Pylon 1335; Protoss_Opening FastDT; Protoss_Assimilator 2655; Protoss_Gateway 2075; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 9985; Protoss_Fleet_Beacon 0; Protoss_Stargate 24420; Protoss_Citadel_of_Adun 5080; Protoss_Forge 13330; Protoss_Templar_Archives 6385; Protoss_Photon_Cannon 14470; Protoss_Cybernetics_Core 3230; 
Protoss_Pylon 1200; Protoss_Opening FastObs; Protoss_Assimilator 2410; Protoss_Gateway 2065; Protoss_Robotics_Support_Bay 26535; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5130; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10420; Protoss_Forge 15620; Protoss_Templar_Archives 19900; Protoss_Photon_Cannon 16320; Protoss_Cybernetics_Core 3125; 
Protoss_Pylon 1220; Protoss_Opening FastObs; Protoss_Assimilator 2465; Protoss_Gateway 2150; Protoss_Robotics_Support_Bay 6865; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4550; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 12285; Protoss_Forge 0; Protoss_Templar_Archives 13915; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3160; 
Protoss_Pylon 1235; Protoss_Opening FastObs; Protoss_Assimilator 2615; Protoss_Gateway 2055; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4705; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 8340; Protoss_Forge 16410; Protoss_Templar_Archives 13985; Protoss_Photon_Cannon 18550; Protoss_Cybernetics_Core 3150; 
Protoss_Pylon 1170; Protoss_Opening FastObs; Protoss_Assimilator 4930; Protoss_Gateway 1905; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7120; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 14230; Protoss_Forge 15800; Protoss_Templar_Archives 20345; Protoss_Photon_Cannon 17210; Protoss_Cybernetics_Core 5260; 
Protoss_Pylon 1205; Protoss_Opening FastObs; Protoss_Assimilator 2495; Protoss_Gateway 1940; Protoss_Robotics_Support_Bay 6090; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4605; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 13570; Protoss_Forge 17680; Protoss_Templar_Archives 23360; Protoss_Photon_Cannon 18950; Protoss_Cybernetics_Core 3155; 
Protoss_Pylon 1230; Protoss_Opening FastObs; Protoss_Assimilator 1740; Protoss_Gateway 2466; Protoss_Robotics_Support_Bay 6736; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4648; Protoss_Fleet_Beacon 25296; Protoss_Stargate 15428; Protoss_Citadel_of_Adun 15886; Protoss_Forge 13776; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 15274; Protoss_Cybernetics_Core 3558; 
Protoss_Pylon 1430; Protoss_Opening FastObs; Protoss_Assimilator 2545; Protoss_Gateway 2030; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7405; Protoss_Fleet_Beacon 22985; Protoss_Stargate 20990; Protoss_Citadel_of_Adun 13770; Protoss_Forge 17980; Protoss_Templar_Archives 15335; Protoss_Photon_Cannon 21150; Protoss_Cybernetics_Core 3910; 
Protoss_Pylon 1205; Protoss_Opening FastObs; Protoss_Assimilator 2275; Protoss_Gateway 2015; Protoss_Robotics_Support_Bay 27335; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4145; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10075; Protoss_Forge 21450; Protoss_Templar_Archives 11165; Protoss_Photon_Cannon 22145; Protoss_Cybernetics_Core 3130; 
Protoss_Pylon 1205; Protoss_Opening FastExpand; Protoss_Assimilator 2535; Protoss_Gateway 2130; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3310; 
Protoss_Pylon 1178; Protoss_Opening FastObs; Protoss_Assimilator 2386; Protoss_Gateway 1874; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4946; Protoss_Fleet_Beacon 32718; Protoss_Stargate 30358; Protoss_Citadel_of_Adun 11234; Protoss_Forge 12474; Protoss_Templar_Archives 16216; Protoss_Photon_Cannon 14232; Protoss_Cybernetics_Core 3050; 
Protoss_Pylon 1238; Protoss_Opening FastObs; Protoss_Assimilator 1862; Protoss_Gateway 2356; Protoss_Robotics_Support_Bay 6074; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4426; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 15558; Protoss_Forge 12212; Protoss_Templar_Archives 16728; Protoss_Photon_Cannon 14344; Protoss_Cybernetics_Core 3414; 
Protoss_Pylon 1192; Protoss_Opening FastObs; Protoss_Assimilator 2266; Protoss_Gateway 2072; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5510; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 9006; Protoss_Forge 0; Protoss_Templar_Archives 10304; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3120; 
Protoss_Pylon 1235; Protoss_Opening FastObs; Protoss_Assimilator 2450; Protoss_Gateway 1945; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5950; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11455; Protoss_Forge 14530; Protoss_Templar_Archives 17020; Protoss_Photon_Cannon 15400; Protoss_Cybernetics_Core 3150; 
Protoss_Pylon 1180; Protoss_Opening FastDT; Protoss_Assimilator 2350; Protoss_Gateway 1915; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5935; Protoss_Forge 15585; Protoss_Templar_Archives 7050; Protoss_Photon_Cannon 17010; Protoss_Cybernetics_Core 3240; 
Protoss_Pylon 1195; Protoss_Opening ReaverDrop; Protoss_Assimilator 2455; Protoss_Gateway 1950; Protoss_Robotics_Support_Bay 6540; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4670; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11025; Protoss_Forge 0; Protoss_Templar_Archives 13720; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3095; 
Protoss_Pylon 1210; Protoss_Opening FastObs; Protoss_Assimilator 2300; Protoss_Gateway 1955; Protoss_Robotics_Support_Bay 12010; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6290; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10510; Protoss_Forge 11780; Protoss_Templar_Archives 15095; Protoss_Photon_Cannon 20375; Protoss_Cybernetics_Core 3055; 
