Terran_Control_Tower 622; Terran_Comsat_Station 666; Terran_Barracks 83; Terran_Expansion 376; Terran_Refinery 116; Terran_Barracks2 510; Terran_Missile_Turret 436; Terran_Supply_Depot 58; Terran_Engineering_Bay 300; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport 548; Terran_Opening rax_fe; Terran_Academy 590; Terran_Bunker 258; Terran_Factory 168; 
Terran_Control_Tower 255; Terran_Comsat_Station 650; Terran_Barracks 89; Terran_Expansion 402; Terran_Refinery 102; Terran_Barracks2 330; Terran_Missile_Turret 435; Terran_Supply_Depot 60; Terran_Engineering_Bay 341; Terran_Science_Facility -1; Terran_Machine_Shop 207; Terran_Armory 605; Terran_Starport 208; Terran_Opening drop; Terran_Academy 590; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 276; Terran_Comsat_Station 544; Terran_Barracks 90; Terran_Expansion 383; Terran_Refinery 120; Terran_Barracks2 147; Terran_Missile_Turret 321; Terran_Supply_Depot 69; Terran_Engineering_Bay 277; Terran_Science_Facility 861; Terran_Machine_Shop 230; Terran_Armory 676; Terran_Starport 228; Terran_Opening drop; Terran_Academy 474; Terran_Bunker -1; Terran_Factory 174; 
Terran_Control_Tower 294; Terran_Comsat_Station -1; Terran_Barracks 91; Terran_Expansion 352; Terran_Refinery 102; Terran_Barracks2 147; Terran_Missile_Turret 645; Terran_Supply_Depot 51; Terran_Engineering_Bay 601; Terran_Science_Facility -1; Terran_Machine_Shop 230; Terran_Armory 534; Terran_Starport 245; Terran_Opening unknown; Terran_Academy -1; Terran_Bunker 472; Terran_Factory 170; 
Terran_Control_Tower 251; Terran_Comsat_Station -1; Terran_Barracks 88; Terran_Expansion 594; Terran_Refinery 100; Terran_Barracks2 303; Terran_Missile_Turret 367; Terran_Supply_Depot 59; Terran_Engineering_Bay 303; Terran_Science_Facility -1; Terran_Machine_Shop 204; Terran_Armory -1; Terran_Starport 202; Terran_Opening drop; Terran_Academy 474; Terran_Bunker -1; Terran_Factory 149; 
Terran_Control_Tower 383; Terran_Comsat_Station 495; Terran_Barracks 86; Terran_Expansion 275; Terran_Refinery 102; Terran_Barracks2 0; Terran_Missile_Turret 375; Terran_Supply_Depot 60; Terran_Engineering_Bay 323; Terran_Science_Facility 747; Terran_Machine_Shop 205; Terran_Armory 707; Terran_Starport 327; Terran_Opening rax_fe; Terran_Academy 442; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower 974; Terran_Comsat_Station 814; Terran_Barracks 93; Terran_Expansion 465; Terran_Refinery 107; Terran_Barracks2 201; Terran_Missile_Turret 398; Terran_Supply_Depot 58; Terran_Engineering_Bay 353; Terran_Science_Facility 0; Terran_Machine_Shop 210; Terran_Armory 846; Terran_Starport 850; Terran_Opening two_facto; Terran_Academy 722; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower 1045; Terran_Comsat_Station 676; Terran_Barracks 94; Terran_Expansion 299; Terran_Refinery 111; Terran_Barracks2 -1; Terran_Missile_Turret 374; Terran_Supply_Depot 53; Terran_Engineering_Bay 328; Terran_Science_Facility 1048; Terran_Machine_Shop 225; Terran_Armory 968; Terran_Starport 964; Terran_Opening rax_fe; Terran_Academy 613; Terran_Bunker 342; Terran_Factory 171; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 88; Terran_Expansion -1; Terran_Refinery 110; Terran_Barracks2 148; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening bio; Terran_Academy -1; Terran_Bunker 180; Terran_Factory -1; 
Terran_Control_Tower 774; Terran_Comsat_Station 596; Terran_Barracks 91; Terran_Expansion 330; Terran_Refinery 103; Terran_Barracks2 695; Terran_Missile_Turret 277; Terran_Supply_Depot 60; Terran_Engineering_Bay 221; Terran_Science_Facility 776; Terran_Machine_Shop 216; Terran_Armory 598; Terran_Starport 686; Terran_Opening rax_fe; Terran_Academy 528; Terran_Bunker 195; Terran_Factory 156; 
Terran_Control_Tower 261; Terran_Comsat_Station 615; Terran_Barracks 92; Terran_Expansion 357; Terran_Refinery 108; Terran_Barracks2 147; Terran_Missile_Turret 381; Terran_Supply_Depot 64; Terran_Engineering_Bay 320; Terran_Science_Facility 0; Terran_Machine_Shop 212; Terran_Armory 867; Terran_Starport 213; Terran_Opening drop; Terran_Academy 559; Terran_Bunker 342; Terran_Factory 160; 
Terran_Control_Tower 1026; Terran_Comsat_Station 705; Terran_Barracks 95; Terran_Expansion 392; Terran_Refinery 80; Terran_Barracks2 358; Terran_Missile_Turret 397; Terran_Supply_Depot 62; Terran_Engineering_Bay 352; Terran_Science_Facility -1; Terran_Machine_Shop 225; Terran_Armory 773; Terran_Starport 971; Terran_Opening two_facto; Terran_Academy 648; Terran_Bunker -1; Terran_Factory 172; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 94; Terran_Expansion 264; Terran_Refinery 101; Terran_Barracks2 112; Terran_Missile_Turret 344; Terran_Supply_Depot 63; Terran_Engineering_Bay 305; Terran_Science_Facility -1; Terran_Machine_Shop 226; Terran_Armory -1; Terran_Starport 589; Terran_Opening unknown; Terran_Academy -1; Terran_Bunker 355; Terran_Factory 173; 
Terran_Control_Tower 259; Terran_Comsat_Station 675; Terran_Barracks 89; Terran_Expansion 353; Terran_Refinery 105; Terran_Barracks2 151; Terran_Missile_Turret 300; Terran_Supply_Depot 59; Terran_Engineering_Bay 258; Terran_Science_Facility -1; Terran_Machine_Shop 213; Terran_Armory -1; Terran_Starport 212; Terran_Opening rax_fe; Terran_Academy 586; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station 440; Terran_Barracks 90; Terran_Expansion 443; Terran_Refinery 107; Terran_Barracks2 -1; Terran_Missile_Turret 299; Terran_Supply_Depot 60; Terran_Engineering_Bay 252; Terran_Science_Facility -1; Terran_Machine_Shop 235; Terran_Armory 553; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 378; Terran_Bunker -1; Terran_Factory 171; 
Terran_Control_Tower 758; Terran_Comsat_Station -1; Terran_Barracks 91; Terran_Expansion 680; Terran_Refinery 111; Terran_Barracks2 -1; Terran_Missile_Turret 721; Terran_Supply_Depot 60; Terran_Engineering_Bay 470; Terran_Science_Facility -1; Terran_Machine_Shop 306; Terran_Armory -1; Terran_Starport 681; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker 265; Terran_Factory 170; 
Terran_Control_Tower 262; Terran_Comsat_Station 325; Terran_Barracks 101; Terran_Expansion 459; Terran_Refinery 97; Terran_Barracks2 158; Terran_Missile_Turret 612; Terran_Supply_Depot 59; Terran_Engineering_Bay 340; Terran_Science_Facility -1; Terran_Machine_Shop 264; Terran_Armory -1; Terran_Starport 209; Terran_Opening vultures; Terran_Academy 250; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 893; Terran_Comsat_Station 0; Terran_Barracks 96; Terran_Expansion 454; Terran_Refinery 106; Terran_Barracks2 241; Terran_Missile_Turret 390; Terran_Supply_Depot 66; Terran_Engineering_Bay 344; Terran_Science_Facility -1; Terran_Machine_Shop 216; Terran_Armory -1; Terran_Starport 789; Terran_Opening two_facto; Terran_Academy 860; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower -1; Terran_Comsat_Station 762; Terran_Barracks 96; Terran_Expansion 721; Terran_Refinery 101; Terran_Barracks2 167; Terran_Missile_Turret 420; Terran_Supply_Depot 60; Terran_Engineering_Bay 310; Terran_Science_Facility -1; Terran_Machine_Shop 221; Terran_Armory -1; Terran_Starport 719; Terran_Opening bio; Terran_Academy 674; Terran_Bunker 412; Terran_Factory 166; 
Terran_Control_Tower 380; Terran_Comsat_Station 851; Terran_Barracks 90; Terran_Expansion 516; Terran_Refinery 105; Terran_Barracks2 -1; Terran_Missile_Turret 490; Terran_Supply_Depot 58; Terran_Engineering_Bay 444; Terran_Science_Facility 784; Terran_Machine_Shop 232; Terran_Armory 788; Terran_Starport 235; Terran_Opening two_facto; Terran_Academy 142; Terran_Bunker -1; Terran_Factory 179; 
Terran_Control_Tower 259; Terran_Comsat_Station 776; Terran_Barracks 95; Terran_Expansion 409; Terran_Refinery 101; Terran_Barracks2 164; Terran_Missile_Turret 377; Terran_Supply_Depot 67; Terran_Engineering_Bay 324; Terran_Science_Facility 0; Terran_Machine_Shop 215; Terran_Armory 509; Terran_Starport 213; Terran_Opening drop; Terran_Academy 642; Terran_Bunker 354; Terran_Factory 159; 
Terran_Control_Tower 428; Terran_Comsat_Station 546; Terran_Barracks 92; Terran_Expansion 269; Terran_Refinery 112; Terran_Barracks2 0; Terran_Missile_Turret 357; Terran_Supply_Depot 60; Terran_Engineering_Bay 316; Terran_Science_Facility 737; Terran_Machine_Shop 233; Terran_Armory 474; Terran_Starport 380; Terran_Opening rax_fe; Terran_Academy 492; Terran_Bunker -1; Terran_Factory 171; 
Terran_Control_Tower 265; Terran_Comsat_Station 0; Terran_Barracks 88; Terran_Expansion 668; Terran_Refinery 105; Terran_Barracks2 292; Terran_Missile_Turret 312; Terran_Supply_Depot 53; Terran_Engineering_Bay 260; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 943; Terran_Starport 212; Terran_Opening drop; Terran_Academy 914; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station 703; Terran_Barracks 107; Terran_Expansion 265; Terran_Refinery 121; Terran_Barracks2 141; Terran_Missile_Turret 481; Terran_Supply_Depot 53; Terran_Engineering_Bay 425; Terran_Science_Facility -1; Terran_Machine_Shop 246; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 640; Terran_Bunker 200; Terran_Factory 185; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 89; Terran_Expansion 420; Terran_Refinery 112; Terran_Barracks2 368; Terran_Missile_Turret 522; Terran_Supply_Depot 61; Terran_Engineering_Bay 430; Terran_Science_Facility -1; Terran_Machine_Shop 219; Terran_Armory 233; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 165; 
Terran_Control_Tower -1; Terran_Comsat_Station 634; Terran_Barracks 90; Terran_Expansion 447; Terran_Refinery 100; Terran_Barracks2 181; Terran_Missile_Turret 397; Terran_Supply_Depot 62; Terran_Engineering_Bay 326; Terran_Science_Facility -1; Terran_Machine_Shop 221; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 568; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower -1; Terran_Comsat_Station 424; Terran_Barracks 94; Terran_Expansion 616; Terran_Refinery 112; Terran_Barracks2 194; Terran_Missile_Turret 428; Terran_Supply_Depot 63; Terran_Engineering_Bay 383; Terran_Science_Facility -1; Terran_Machine_Shop 239; Terran_Armory -1; Terran_Starport -1; Terran_Opening bio; Terran_Academy 369; Terran_Bunker 622; Terran_Factory 177; 
Terran_Control_Tower 392; Terran_Comsat_Station 575; Terran_Barracks 92; Terran_Expansion 320; Terran_Refinery 109; Terran_Barracks2 147; Terran_Missile_Turret 398; Terran_Supply_Depot 62; Terran_Engineering_Bay 358; Terran_Science_Facility 594; Terran_Machine_Shop 225; Terran_Armory 751; Terran_Starport 345; Terran_Opening two_facto; Terran_Academy 492; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower 576; Terran_Comsat_Station 840; Terran_Barracks 92; Terran_Expansion 676; Terran_Refinery 102; Terran_Barracks2 187; Terran_Missile_Turret 437; Terran_Supply_Depot 61; Terran_Engineering_Bay 372; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 992; Terran_Starport 528; Terran_Opening two_facto; Terran_Academy 749; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station 661; Terran_Barracks 94; Terran_Expansion 538; Terran_Refinery 111; Terran_Barracks2 -1; Terran_Missile_Turret 371; Terran_Supply_Depot 64; Terran_Engineering_Bay 326; Terran_Science_Facility -1; Terran_Machine_Shop 216; Terran_Armory 859; Terran_Starport 990; Terran_Opening two_facto; Terran_Academy 604; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 263; Terran_Comsat_Station 468; Terran_Barracks 112; Terran_Expansion 373; Terran_Refinery 86; Terran_Barracks2 525; Terran_Missile_Turret 380; Terran_Supply_Depot 60; Terran_Engineering_Bay 316; Terran_Science_Facility 0; Terran_Machine_Shop 228; Terran_Armory 220; Terran_Starport 215; Terran_Opening two_facto; Terran_Academy 378; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 940; Terran_Comsat_Station -1; Terran_Barracks 97; Terran_Expansion 747; Terran_Refinery 113; Terran_Barracks2 1069; Terran_Missile_Turret 742; Terran_Supply_Depot 67; Terran_Engineering_Bay 674; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport 863; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 171; 
Terran_Control_Tower 275; Terran_Comsat_Station 770; Terran_Barracks 86; Terran_Expansion 375; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 371; Terran_Supply_Depot 61; Terran_Engineering_Bay 328; Terran_Science_Facility -1; Terran_Machine_Shop 221; Terran_Armory -1; Terran_Starport 227; Terran_Opening drop; Terran_Academy 603; Terran_Bunker 347; Terran_Factory 163; 
Terran_Control_Tower 774; Terran_Comsat_Station 596; Terran_Barracks 91; Terran_Expansion 330; Terran_Refinery 103; Terran_Barracks2 695; Terran_Missile_Turret 277; Terran_Supply_Depot 60; Terran_Engineering_Bay 221; Terran_Science_Facility 776; Terran_Machine_Shop 216; Terran_Armory 598; Terran_Starport 686; Terran_Opening rax_fe; Terran_Academy 528; Terran_Bunker 195; Terran_Factory 156; 
Terran_Control_Tower 266; Terran_Comsat_Station 721; Terran_Barracks 96; Terran_Expansion 340; Terran_Refinery 104; Terran_Barracks2 152; Terran_Missile_Turret 395; Terran_Supply_Depot 65; Terran_Engineering_Bay 348; Terran_Science_Facility -1; Terran_Machine_Shop 216; Terran_Armory -1; Terran_Starport 213; Terran_Opening bio; Terran_Academy 587; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 0; Terran_Comsat_Station 477; Terran_Barracks 90; Terran_Expansion 357; Terran_Refinery 110; Terran_Barracks2 147; Terran_Missile_Turret 416; Terran_Supply_Depot 58; Terran_Engineering_Bay 354; Terran_Science_Facility 0; Terran_Machine_Shop 215; Terran_Armory 792; Terran_Starport 1072; Terran_Opening rax_fe; Terran_Academy 420; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 0; Terran_Comsat_Station 721; Terran_Barracks 94; Terran_Expansion 550; Terran_Refinery 113; Terran_Barracks2 0; Terran_Missile_Turret 496; Terran_Supply_Depot 60; Terran_Engineering_Bay 449; Terran_Science_Facility -1; Terran_Machine_Shop 231; Terran_Armory -1; Terran_Starport 0; Terran_Opening two_facto; Terran_Academy 626; Terran_Bunker 397; Terran_Factory 175; 
Terran_Control_Tower 686; Terran_Comsat_Station -1; Terran_Barracks 92; Terran_Expansion 633; Terran_Refinery 113; Terran_Barracks2 663; Terran_Missile_Turret 378; Terran_Supply_Depot 58; Terran_Engineering_Bay 329; Terran_Science_Facility -1; Terran_Machine_Shop 230; Terran_Armory 920; Terran_Starport 630; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker 412; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station 473; Terran_Barracks 88; Terran_Expansion 551; Terran_Refinery 114; Terran_Barracks2 635; Terran_Missile_Turret 355; Terran_Supply_Depot 57; Terran_Engineering_Bay 303; Terran_Science_Facility -1; Terran_Machine_Shop 220; Terran_Armory 0; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 416; Terran_Bunker -1; Terran_Factory 166; 
Terran_Control_Tower 0; Terran_Comsat_Station 800; Terran_Barracks 98; Terran_Expansion 553; Terran_Refinery 119; Terran_Barracks2 433; Terran_Missile_Turret 472; Terran_Supply_Depot 57; Terran_Engineering_Bay 426; Terran_Science_Facility 0; Terran_Machine_Shop 232; Terran_Armory 551; Terran_Starport 779; Terran_Opening two_facto; Terran_Academy 740; Terran_Bunker 348; Terran_Factory 175; 
Terran_Control_Tower -1; Terran_Comsat_Station 351; Terran_Barracks 92; Terran_Expansion 226; Terran_Refinery 115; Terran_Barracks2 207; Terran_Missile_Turret 747; Terran_Supply_Depot 62; Terran_Engineering_Bay 701; Terran_Science_Facility -1; Terran_Machine_Shop 235; Terran_Armory -1; Terran_Starport -1; Terran_Opening bio; Terran_Academy 277; Terran_Bunker 872; Terran_Factory 170; 
Terran_Control_Tower 712; Terran_Comsat_Station -1; Terran_Barracks 93; Terran_Expansion 631; Terran_Refinery 112; Terran_Barracks2 432; Terran_Missile_Turret 446; Terran_Supply_Depot 59; Terran_Engineering_Bay 405; Terran_Science_Facility -1; Terran_Machine_Shop 224; Terran_Armory -1; Terran_Starport 649; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker 431; Terran_Factory 168; 
Terran_Control_Tower 758; Terran_Comsat_Station -1; Terran_Barracks 91; Terran_Expansion 680; Terran_Refinery 111; Terran_Barracks2 -1; Terran_Missile_Turret 721; Terran_Supply_Depot 60; Terran_Engineering_Bay 470; Terran_Science_Facility -1; Terran_Machine_Shop 306; Terran_Armory -1; Terran_Starport 681; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker 265; Terran_Factory 170; 
Terran_Control_Tower 953; Terran_Comsat_Station 869; Terran_Barracks 90; Terran_Expansion 392; Terran_Refinery 117; Terran_Barracks2 467; Terran_Missile_Turret 403; Terran_Supply_Depot 59; Terran_Engineering_Bay 361; Terran_Science_Facility 0; Terran_Machine_Shop 225; Terran_Armory 1053; Terran_Starport 895; Terran_Opening two_facto; Terran_Academy 809; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower 254; Terran_Comsat_Station 698; Terran_Barracks 98; Terran_Expansion 489; Terran_Refinery 105; Terran_Barracks2 324; Terran_Missile_Turret 359; Terran_Supply_Depot 59; Terran_Engineering_Bay 304; Terran_Science_Facility -1; Terran_Machine_Shop 212; Terran_Armory 356; Terran_Starport 206; Terran_Opening two_facto; Terran_Academy 546; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station 965; Terran_Barracks 91; Terran_Expansion 439; Terran_Refinery 117; Terran_Barracks2 548; Terran_Missile_Turret 558; Terran_Supply_Depot 60; Terran_Engineering_Bay 419; Terran_Science_Facility -1; Terran_Machine_Shop 227; Terran_Armory 0; Terran_Starport 0; Terran_Opening vultures; Terran_Academy 699; Terran_Bunker -1; Terran_Factory 168; 
Terran_Control_Tower 256; Terran_Comsat_Station 662; Terran_Barracks 89; Terran_Expansion 545; Terran_Refinery 105; Terran_Barracks2 269; Terran_Missile_Turret 697; Terran_Supply_Depot 59; Terran_Engineering_Bay 582; Terran_Science_Facility -1; Terran_Machine_Shop 218; Terran_Armory -1; Terran_Starport 208; Terran_Opening unknown; Terran_Academy 606; Terran_Bunker 380; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 92; Terran_Expansion -1; Terran_Refinery 114; Terran_Barracks2 147; Terran_Missile_Turret 471; Terran_Supply_Depot 61; Terran_Engineering_Bay 395; Terran_Science_Facility -1; Terran_Machine_Shop 233; Terran_Armory -1; Terran_Starport -1; Terran_Opening bio; Terran_Academy -1; Terran_Bunker 353; Terran_Factory 165; 
Terran_Control_Tower -1; Terran_Comsat_Station 831; Terran_Barracks 87; Terran_Expansion 424; Terran_Refinery 109; Terran_Barracks2 -1; Terran_Missile_Turret 427; Terran_Supply_Depot 58; Terran_Engineering_Bay 331; Terran_Science_Facility -1; Terran_Machine_Shop 223; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 773; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower 277; Terran_Comsat_Station 538; Terran_Barracks 96; Terran_Expansion 458; Terran_Refinery 117; Terran_Barracks2 335; Terran_Missile_Turret 386; Terran_Supply_Depot 60; Terran_Engineering_Bay 331; Terran_Science_Facility -1; Terran_Machine_Shop 225; Terran_Armory 290; Terran_Starport 230; Terran_Opening two_facto; Terran_Academy 470; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower 832; Terran_Comsat_Station 797; Terran_Barracks 90; Terran_Expansion 513; Terran_Refinery 114; Terran_Barracks2 -1; Terran_Missile_Turret 381; Terran_Supply_Depot 59; Terran_Engineering_Bay 304; Terran_Science_Facility -1; Terran_Machine_Shop 222; Terran_Armory 873; Terran_Starport 745; Terran_Opening two_facto; Terran_Academy 723; Terran_Bunker -1; Terran_Factory 167; 
