Terran_Control_Tower 410; Terran_Comsat_Station 223; Terran_Barracks 114; Terran_Expansion 566; Terran_Refinery 86; Terran_Barracks2 230; Terran_Missile_Turret 333; Terran_Supply_Depot 61; Terran_Engineering_Bay 136; Terran_Science_Facility 386; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 329; Terran_Opening unknown; Terran_Academy 167; Terran_Bunker 0; Terran_Factory 267; 
Terran_Control_Tower 679; Terran_Comsat_Station 349; Terran_Barracks 92; Terran_Expansion 261; Terran_Refinery 266; Terran_Barracks2 119; Terran_Missile_Turret 436; Terran_Supply_Depot 58; Terran_Engineering_Bay 386; Terran_Science_Facility 715; Terran_Machine_Shop 579; Terran_Armory -1; Terran_Starport 609; Terran_Opening two_facto; Terran_Academy 293; Terran_Bunker 392; Terran_Factory 514; 
Terran_Control_Tower 394; Terran_Comsat_Station 356; Terran_Barracks 82; Terran_Expansion 415; Terran_Refinery 170; Terran_Barracks2 108; Terran_Missile_Turret 419; Terran_Supply_Depot 58; Terran_Engineering_Bay 319; Terran_Science_Facility 343; Terran_Machine_Shop 472; Terran_Armory 0; Terran_Starport 286; Terran_Opening two_facto; Terran_Academy 268; Terran_Bunker 610; Terran_Factory 224; 
Terran_Control_Tower 401; Terran_Comsat_Station 322; Terran_Barracks 83; Terran_Expansion 769; Terran_Refinery 227; Terran_Barracks2 112; Terran_Missile_Turret 538; Terran_Supply_Depot 61; Terran_Engineering_Bay 492; Terran_Science_Facility 549; Terran_Machine_Shop 466; Terran_Armory -1; Terran_Starport 353; Terran_Opening drop; Terran_Academy 269; Terran_Bunker 178; Terran_Factory 295; 
Terran_Control_Tower -1; Terran_Comsat_Station 306; Terran_Barracks 90; Terran_Expansion 671; Terran_Refinery 82; Terran_Barracks2 151; Terran_Missile_Turret 415; Terran_Supply_Depot 57; Terran_Engineering_Bay 372; Terran_Science_Facility -1; Terran_Machine_Shop 245; Terran_Armory 257; Terran_Starport -1; Terran_Opening bio; Terran_Academy 249; Terran_Bunker 696; Terran_Factory 167; 
Terran_Control_Tower 340; Terran_Comsat_Station 349; Terran_Barracks 85; Terran_Expansion 488; Terran_Refinery 178; Terran_Barracks2 111; Terran_Missile_Turret 528; Terran_Supply_Depot 58; Terran_Engineering_Bay 342; Terran_Science_Facility 395; Terran_Machine_Shop 460; Terran_Armory 0; Terran_Starport 294; Terran_Opening drop; Terran_Academy 295; Terran_Bunker 607; Terran_Factory 238; 
Terran_Control_Tower 401; Terran_Comsat_Station 322; Terran_Barracks 83; Terran_Expansion 769; Terran_Refinery 227; Terran_Barracks2 112; Terran_Missile_Turret 538; Terran_Supply_Depot 61; Terran_Engineering_Bay 492; Terran_Science_Facility 549; Terran_Machine_Shop 466; Terran_Armory -1; Terran_Starport 353; Terran_Opening drop; Terran_Academy 269; Terran_Bunker 178; Terran_Factory 295; 
Terran_Control_Tower 401; Terran_Comsat_Station 275; Terran_Barracks 90; Terran_Expansion 504; Terran_Refinery 188; Terran_Barracks2 118; Terran_Missile_Turret 567; Terran_Supply_Depot 58; Terran_Engineering_Bay 335; Terran_Science_Facility 411; Terran_Machine_Shop 506; Terran_Armory 0; Terran_Starport 353; Terran_Opening drop; Terran_Academy 215; Terran_Bunker 404; Terran_Factory 291; 
Terran_Control_Tower 334; Terran_Comsat_Station 301; Terran_Barracks 84; Terran_Expansion 478; Terran_Refinery 170; Terran_Barracks2 112; Terran_Missile_Turret 441; Terran_Supply_Depot 59; Terran_Engineering_Bay 396; Terran_Science_Facility 335; Terran_Machine_Shop 472; Terran_Armory -1; Terran_Starport 285; Terran_Opening drop; Terran_Academy 245; Terran_Bunker 376; Terran_Factory 232; 
Terran_Control_Tower 334; Terran_Comsat_Station 348; Terran_Barracks 85; Terran_Expansion 490; Terran_Refinery 176; Terran_Barracks2 112; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay 510; Terran_Science_Facility 407; Terran_Machine_Shop 491; Terran_Armory -1; Terran_Starport 287; Terran_Opening unknown; Terran_Academy 292; Terran_Bunker 674; Terran_Factory 231; 
Terran_Control_Tower 395; Terran_Comsat_Station 248; Terran_Barracks 83; Terran_Expansion 468; Terran_Refinery 175; Terran_Barracks2 111; Terran_Missile_Turret 464; Terran_Supply_Depot 59; Terran_Engineering_Bay 415; Terran_Science_Facility 352; Terran_Machine_Shop 377; Terran_Armory -1; Terran_Starport 289; Terran_Opening two_facto; Terran_Academy 197; Terran_Bunker 324; Terran_Factory 227; 
Terran_Control_Tower 313; Terran_Comsat_Station 301; Terran_Barracks 89; Terran_Expansion -1; Terran_Refinery 157; Terran_Barracks2 116; Terran_Missile_Turret 372; Terran_Supply_Depot 58; Terran_Engineering_Bay 311; Terran_Science_Facility 357; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 264; Terran_Opening drop; Terran_Academy 239; Terran_Bunker 624; Terran_Factory 208; 
Terran_Control_Tower -1; Terran_Comsat_Station 346; Terran_Barracks 86; Terran_Expansion 466; Terran_Refinery 158; Terran_Barracks2 109; Terran_Missile_Turret 785; Terran_Supply_Depot 56; Terran_Engineering_Bay 218; Terran_Science_Facility -1; Terran_Machine_Shop 582; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 269; Terran_Bunker 698; Terran_Factory 519; 
Terran_Control_Tower 358; Terran_Comsat_Station 407; Terran_Barracks 86; Terran_Expansion 883; Terran_Refinery 108; Terran_Barracks2 213; Terran_Missile_Turret 624; Terran_Supply_Depot 59; Terran_Engineering_Bay 496; Terran_Science_Facility 548; Terran_Machine_Shop 614; Terran_Armory -1; Terran_Starport 227; Terran_Opening bio; Terran_Academy 201; Terran_Bunker 603; Terran_Factory 173; 
Terran_Control_Tower 558; Terran_Comsat_Station 370; Terran_Barracks 85; Terran_Expansion 204; Terran_Refinery 181; Terran_Barracks2 116; Terran_Missile_Turret 450; Terran_Supply_Depot 60; Terran_Engineering_Bay 403; Terran_Science_Facility 557; Terran_Machine_Shop 559; Terran_Armory 0; Terran_Starport 496; Terran_Opening rax_fe; Terran_Academy 226; Terran_Bunker 156; Terran_Factory 421; 
Terran_Control_Tower 1002; Terran_Comsat_Station 337; Terran_Barracks 90; Terran_Expansion 679; Terran_Refinery 250; Terran_Barracks2 115; Terran_Missile_Turret 485; Terran_Supply_Depot 61; Terran_Engineering_Bay 361; Terran_Science_Facility 996; Terran_Machine_Shop 763; Terran_Armory -1; Terran_Starport 881; Terran_Opening two_facto; Terran_Academy 276; Terran_Bunker 146; Terran_Factory 468; 
Terran_Control_Tower 501; Terran_Comsat_Station 307; Terran_Barracks 86; Terran_Expansion 692; Terran_Refinery 264; Terran_Barracks2 112; Terran_Missile_Turret 591; Terran_Supply_Depot 67; Terran_Engineering_Bay 549; Terran_Science_Facility 566; Terran_Machine_Shop 442; Terran_Armory -1; Terran_Starport 446; Terran_Opening ; Terran_Academy 199; Terran_Bunker 526; Terran_Factory 380; 
Terran_Control_Tower 395; Terran_Comsat_Station 248; Terran_Barracks 83; Terran_Expansion 468; Terran_Refinery 175; Terran_Barracks2 111; Terran_Missile_Turret 464; Terran_Supply_Depot 59; Terran_Engineering_Bay 415; Terran_Science_Facility 352; Terran_Machine_Shop 377; Terran_Armory -1; Terran_Starport 289; Terran_Opening two_facto; Terran_Academy 197; Terran_Bunker 324; Terran_Factory 227; 
Terran_Control_Tower 416; Terran_Comsat_Station 222; Terran_Barracks 92; Terran_Expansion -1; Terran_Refinery 122; Terran_Barracks2 191; Terran_Missile_Turret -1; Terran_Supply_Depot 62; Terran_Engineering_Bay 340; Terran_Science_Facility 415; Terran_Machine_Shop 400; Terran_Armory -1; Terran_Starport 362; Terran_Opening ; Terran_Academy 147; Terran_Bunker 452; Terran_Factory 303; 
Terran_Control_Tower 305; Terran_Comsat_Station 384; Terran_Barracks 92; Terran_Expansion 562; Terran_Refinery 109; Terran_Barracks2 157; Terran_Missile_Turret 539; Terran_Supply_Depot 59; Terran_Engineering_Bay 487; Terran_Science_Facility 495; Terran_Machine_Shop 346; Terran_Armory -1; Terran_Starport 221; Terran_Opening bio; Terran_Academy 325; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 375; Terran_Comsat_Station 308; Terran_Barracks 92; Terran_Expansion -1; Terran_Refinery 108; Terran_Barracks2 198; Terran_Missile_Turret 324; Terran_Supply_Depot 60; Terran_Engineering_Bay 166; Terran_Science_Facility 349; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 291; Terran_Opening bio; Terran_Academy 254; Terran_Bunker 360; Terran_Factory 228; 
Terran_Control_Tower 394; Terran_Comsat_Station 356; Terran_Barracks 82; Terran_Expansion 415; Terran_Refinery 170; Terran_Barracks2 108; Terran_Missile_Turret 419; Terran_Supply_Depot 58; Terran_Engineering_Bay 319; Terran_Science_Facility 343; Terran_Machine_Shop 472; Terran_Armory 0; Terran_Starport 286; Terran_Opening two_facto; Terran_Academy 268; Terran_Bunker 610; Terran_Factory 224; 
Terran_Control_Tower 557; Terran_Comsat_Station 266; Terran_Barracks 83; Terran_Expansion -1; Terran_Refinery 174; Terran_Barracks2 110; Terran_Missile_Turret 329; Terran_Supply_Depot 59; Terran_Engineering_Bay 287; Terran_Science_Facility 583; Terran_Machine_Shop 282; Terran_Armory -1; Terran_Starport 511; Terran_Opening ; Terran_Academy 198; Terran_Bunker 361; Terran_Factory 228; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 82; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 117; Terran_Missile_Turret -1; Terran_Supply_Depot 54; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 299; Terran_Barracks 85; Terran_Expansion -1; Terran_Refinery 167; Terran_Barracks2 113; Terran_Missile_Turret 491; Terran_Supply_Depot 58; Terran_Engineering_Bay 221; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 643; Terran_Opening two_facto; Terran_Academy 245; Terran_Bunker -1; Terran_Factory 437; 
Terran_Control_Tower 544; Terran_Comsat_Station 300; Terran_Barracks 84; Terran_Expansion 975; Terran_Refinery 190; Terran_Barracks2 107; Terran_Missile_Turret 403; Terran_Supply_Depot 58; Terran_Engineering_Bay 335; Terran_Science_Facility 534; Terran_Machine_Shop 488; Terran_Armory -1; Terran_Starport 485; Terran_Opening ; Terran_Academy 241; Terran_Bunker 353; Terran_Factory 431; 
Terran_Control_Tower 401; Terran_Comsat_Station 275; Terran_Barracks 90; Terran_Expansion 504; Terran_Refinery 188; Terran_Barracks2 118; Terran_Missile_Turret 567; Terran_Supply_Depot 58; Terran_Engineering_Bay 335; Terran_Science_Facility 411; Terran_Machine_Shop 506; Terran_Armory 0; Terran_Starport 353; Terran_Opening drop; Terran_Academy 215; Terran_Bunker 404; Terran_Factory 291; 
Terran_Control_Tower 401; Terran_Comsat_Station 275; Terran_Barracks 90; Terran_Expansion 504; Terran_Refinery 188; Terran_Barracks2 118; Terran_Missile_Turret 567; Terran_Supply_Depot 58; Terran_Engineering_Bay 335; Terran_Science_Facility 411; Terran_Machine_Shop 506; Terran_Armory 0; Terran_Starport 353; Terran_Opening drop; Terran_Academy 215; Terran_Bunker 404; Terran_Factory 291; 
Terran_Control_Tower 401; Terran_Comsat_Station 275; Terran_Barracks 90; Terran_Expansion 504; Terran_Refinery 188; Terran_Barracks2 118; Terran_Missile_Turret 567; Terran_Supply_Depot 58; Terran_Engineering_Bay 335; Terran_Science_Facility 411; Terran_Machine_Shop 506; Terran_Armory 0; Terran_Starport 353; Terran_Opening drop; Terran_Academy 215; Terran_Bunker 404; Terran_Factory 291; 
Terran_Control_Tower -1; Terran_Comsat_Station 299; Terran_Barracks 85; Terran_Expansion -1; Terran_Refinery 167; Terran_Barracks2 113; Terran_Missile_Turret 491; Terran_Supply_Depot 58; Terran_Engineering_Bay 221; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 643; Terran_Opening two_facto; Terran_Academy 245; Terran_Bunker -1; Terran_Factory 437; 
Terran_Control_Tower 387; Terran_Comsat_Station 248; Terran_Barracks 90; Terran_Expansion 524; Terran_Refinery 107; Terran_Barracks2 135; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 369; Terran_Science_Facility 378; Terran_Machine_Shop 472; Terran_Armory -1; Terran_Starport 325; Terran_Opening bio; Terran_Academy 196; Terran_Bunker -1; Terran_Factory 270; 
Terran_Control_Tower 401; Terran_Comsat_Station 275; Terran_Barracks 90; Terran_Expansion 504; Terran_Refinery 188; Terran_Barracks2 118; Terran_Missile_Turret 567; Terran_Supply_Depot 58; Terran_Engineering_Bay 335; Terran_Science_Facility 411; Terran_Machine_Shop 506; Terran_Armory 0; Terran_Starport 353; Terran_Opening drop; Terran_Academy 215; Terran_Bunker 404; Terran_Factory 291; 
Terran_Control_Tower 547; Terran_Comsat_Station 271; Terran_Barracks 83; Terran_Expansion 543; Terran_Refinery 193; Terran_Barracks2 110; Terran_Missile_Turret 468; Terran_Supply_Depot 56; Terran_Engineering_Bay 426; Terran_Science_Facility 558; Terran_Machine_Shop 681; Terran_Armory 795; Terran_Starport 500; Terran_Opening drop; Terran_Academy 216; Terran_Bunker 682; Terran_Factory 394; 
Terran_Control_Tower 337; Terran_Comsat_Station 383; Terran_Barracks 92; Terran_Expansion 589; Terran_Refinery 109; Terran_Barracks2 154; Terran_Missile_Turret 530; Terran_Supply_Depot 62; Terran_Engineering_Bay 487; Terran_Science_Facility 486; Terran_Machine_Shop 326; Terran_Armory -1; Terran_Starport 217; Terran_Opening bio; Terran_Academy 315; Terran_Bunker 447; Terran_Factory 161; 
Terran_Control_Tower 600; Terran_Comsat_Station 283; Terran_Barracks 86; Terran_Expansion 591; Terran_Refinery 164; Terran_Barracks2 113; Terran_Missile_Turret 395; Terran_Supply_Depot 59; Terran_Engineering_Bay 356; Terran_Science_Facility 599; Terran_Machine_Shop 271; Terran_Armory -1; Terran_Starport 530; Terran_Opening two_facto; Terran_Academy 231; Terran_Bunker 185; Terran_Factory 218; 
Terran_Control_Tower 576; Terran_Comsat_Station 365; Terran_Barracks 86; Terran_Expansion 250; Terran_Refinery 252; Terran_Barracks2 111; Terran_Missile_Turret 410; Terran_Supply_Depot 57; Terran_Engineering_Bay 312; Terran_Science_Facility 579; Terran_Machine_Shop 511; Terran_Armory 0; Terran_Starport 513; Terran_Opening two_facto; Terran_Academy 271; Terran_Bunker 405; Terran_Factory 441; 
Terran_Control_Tower 344; Terran_Comsat_Station -1; Terran_Barracks 93; Terran_Expansion -1; Terran_Refinery 108; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 61; Terran_Engineering_Bay -1; Terran_Science_Facility 310; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 257; Terran_Opening ; Terran_Academy 348; Terran_Bunker 407; Terran_Factory 203; 
Terran_Control_Tower -1; Terran_Comsat_Station 249; Terran_Barracks 88; Terran_Expansion -1; Terran_Refinery 122; Terran_Barracks2 129; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay 313; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 188; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 394; Terran_Comsat_Station 356; Terran_Barracks 82; Terran_Expansion 415; Terran_Refinery 170; Terran_Barracks2 108; Terran_Missile_Turret 419; Terran_Supply_Depot 58; Terran_Engineering_Bay 319; Terran_Science_Facility 343; Terran_Machine_Shop 472; Terran_Armory 0; Terran_Starport 286; Terran_Opening two_facto; Terran_Academy 268; Terran_Bunker 610; Terran_Factory 224; 
Terran_Control_Tower 415; Terran_Comsat_Station 461; Terran_Barracks 85; Terran_Expansion 639; Terran_Refinery 197; Terran_Barracks2 113; Terran_Missile_Turret 546; Terran_Supply_Depot 58; Terran_Engineering_Bay 292; Terran_Science_Facility 379; Terran_Machine_Shop 636; Terran_Armory -1; Terran_Starport 302; Terran_Opening two_facto; Terran_Academy 402; Terran_Bunker 168; Terran_Factory 249; 
Terran_Control_Tower 516; Terran_Comsat_Station 659; Terran_Barracks 92; Terran_Expansion 448; Terran_Refinery 114; Terran_Barracks2 145; Terran_Missile_Turret 306; Terran_Supply_Depot 60; Terran_Engineering_Bay 220; Terran_Science_Facility 515; Terran_Machine_Shop 218; Terran_Armory 350; Terran_Starport 344; Terran_Opening bio; Terran_Academy 600; Terran_Bunker 237; Terran_Factory 166; 
Terran_Control_Tower 466; Terran_Comsat_Station 299; Terran_Barracks 86; Terran_Expansion 635; Terran_Refinery 136; Terran_Barracks2 115; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 506; Terran_Science_Facility 464; Terran_Machine_Shop 522; Terran_Armory -1; Terran_Starport 413; Terran_Opening ; Terran_Academy 226; Terran_Bunker 867; Terran_Factory 328; 
Terran_Control_Tower 516; Terran_Comsat_Station 659; Terran_Barracks 92; Terran_Expansion 448; Terran_Refinery 114; Terran_Barracks2 145; Terran_Missile_Turret 306; Terran_Supply_Depot 60; Terran_Engineering_Bay 220; Terran_Science_Facility 515; Terran_Machine_Shop 218; Terran_Armory 350; Terran_Starport 344; Terran_Opening bio; Terran_Academy 600; Terran_Bunker 237; Terran_Factory 166; 
Terran_Control_Tower 366; Terran_Comsat_Station 350; Terran_Barracks 88; Terran_Expansion 728; Terran_Refinery 195; Terran_Barracks2 104; Terran_Missile_Turret 582; Terran_Supply_Depot 58; Terran_Engineering_Bay 498; Terran_Science_Facility 386; Terran_Machine_Shop 533; Terran_Armory -1; Terran_Starport 319; Terran_Opening unknown; Terran_Academy 292; Terran_Bunker 460; Terran_Factory 253; 
Terran_Control_Tower 357; Terran_Comsat_Station 369; Terran_Barracks 90; Terran_Expansion 797; Terran_Refinery 180; Terran_Barracks2 114; Terran_Missile_Turret 491; Terran_Supply_Depot 60; Terran_Engineering_Bay 376; Terran_Science_Facility 511; Terran_Machine_Shop 875; Terran_Armory -1; Terran_Starport 294; Terran_Opening drop; Terran_Academy 272; Terran_Bunker 591; Terran_Factory 240; 
Terran_Control_Tower 395; Terran_Comsat_Station 248; Terran_Barracks 83; Terran_Expansion 468; Terran_Refinery 175; Terran_Barracks2 111; Terran_Missile_Turret 464; Terran_Supply_Depot 59; Terran_Engineering_Bay 415; Terran_Science_Facility 352; Terran_Machine_Shop 377; Terran_Armory -1; Terran_Starport 289; Terran_Opening two_facto; Terran_Academy 197; Terran_Bunker 324; Terran_Factory 227; 
Terran_Control_Tower 313; Terran_Comsat_Station 301; Terran_Barracks 89; Terran_Expansion -1; Terran_Refinery 157; Terran_Barracks2 116; Terran_Missile_Turret 372; Terran_Supply_Depot 58; Terran_Engineering_Bay 311; Terran_Science_Facility 357; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 264; Terran_Opening drop; Terran_Academy 239; Terran_Bunker 624; Terran_Factory 208; 
Terran_Control_Tower 653; Terran_Comsat_Station 333; Terran_Barracks 91; Terran_Expansion 531; Terran_Refinery 183; Terran_Barracks2 113; Terran_Missile_Turret 797; Terran_Supply_Depot 60; Terran_Engineering_Bay 214; Terran_Science_Facility 657; Terran_Machine_Shop 576; Terran_Armory -1; Terran_Starport 577; Terran_Opening ; Terran_Academy 268; Terran_Bunker 662; Terran_Factory 513; 
Terran_Control_Tower 337; Terran_Comsat_Station 322; Terran_Barracks 84; Terran_Expansion -1; Terran_Refinery 118; Terran_Barracks2 186; Terran_Missile_Turret 475; Terran_Supply_Depot 59; Terran_Engineering_Bay 371; Terran_Science_Facility 479; Terran_Machine_Shop 494; Terran_Armory -1; Terran_Starport 284; Terran_Opening bio; Terran_Academy 255; Terran_Bunker -1; Terran_Factory 206; 
Terran_Control_Tower -1; Terran_Comsat_Station 315; Terran_Barracks 86; Terran_Expansion 192; Terran_Refinery 215; Terran_Barracks2 113; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay 898; Terran_Science_Facility -1; Terran_Machine_Shop 348; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 248; Terran_Bunker 404; Terran_Factory 289; 
