Zerg_Hive 816; Zerg_Opening ; Zerg_Spawning_Pool 118; Zerg_Extractor 66; Zerg_Creep_Colony 483; Zerg_Evolution_Chamber 977; Zerg_Queens_Nest 733; Zerg_Sunken_Colony 501; Zerg_Spore_Colony -1; Zerg_Expansion 203; Zerg_Hydralisk_Den 1070; Zerg_Greater_Spire 893; Zerg_Expansion2 377; Zerg_Lair 170; Zerg_Ultralisk_Cavern 900; Zerg_Spire 244; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 1068; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 134; Zerg_Extractor 286; Zerg_Creep_Colony 193; Zerg_Evolution_Chamber 645; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 242; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 631; Zerg_Greater_Spire 0; Zerg_Expansion2 270; Zerg_Lair 407; Zerg_Ultralisk_Cavern 0; Zerg_Spire 474; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 134; Zerg_Extractor 286; Zerg_Creep_Colony 193; Zerg_Evolution_Chamber 645; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 242; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 631; Zerg_Greater_Spire 0; Zerg_Expansion2 270; Zerg_Lair 407; Zerg_Ultralisk_Cavern 0; Zerg_Spire 474; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 1068; Zerg_Opening speedlings; Zerg_Spawning_Pool 69; Zerg_Extractor 99; Zerg_Creep_Colony 263; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 991; Zerg_Sunken_Colony 282; Zerg_Spore_Colony -1; Zerg_Expansion 236; Zerg_Hydralisk_Den 515; Zerg_Greater_Spire -1; Zerg_Expansion2 502; Zerg_Lair 207; Zerg_Ultralisk_Cavern -1; Zerg_Spire 292; Zerg_Building_Overlord 88; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 136; Zerg_Extractor 228; Zerg_Creep_Colony 198; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 216; Zerg_Spore_Colony -1; Zerg_Expansion 114; Zerg_Hydralisk_Den 333; Zerg_Greater_Spire -1; Zerg_Expansion2 182; Zerg_Lair 515; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 62; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening unknown; Zerg_Spawning_Pool 133; Zerg_Extractor 220; Zerg_Creep_Colony 197; Zerg_Evolution_Chamber 550; Zerg_Queens_Nest 1028; Zerg_Sunken_Colony 213; Zerg_Spore_Colony -1; Zerg_Expansion 114; Zerg_Hydralisk_Den 402; Zerg_Greater_Spire -1; Zerg_Expansion2 208; Zerg_Lair 293; Zerg_Ultralisk_Cavern -1; Zerg_Spire 425; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 679; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 130; Zerg_Extractor 151; Zerg_Creep_Colony 193; Zerg_Evolution_Chamber 1061; Zerg_Queens_Nest 636; Zerg_Sunken_Colony 215; Zerg_Spore_Colony -1; Zerg_Expansion 114; Zerg_Hydralisk_Den 389; Zerg_Greater_Spire 755; Zerg_Expansion2 634; Zerg_Lair 229; Zerg_Ultralisk_Cavern 933; Zerg_Spire 295; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 1018; Zerg_Opening hydras; Zerg_Spawning_Pool 123; Zerg_Extractor 185; Zerg_Creep_Colony 219; Zerg_Evolution_Chamber 428; Zerg_Queens_Nest 956; Zerg_Sunken_Colony 234; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 343; Zerg_Greater_Spire 0; Zerg_Expansion2 171; Zerg_Lair 268; Zerg_Ultralisk_Cavern -1; Zerg_Spire 333; Zerg_Building_Overlord 50; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 134; Zerg_Extractor 286; Zerg_Creep_Colony 193; Zerg_Evolution_Chamber 645; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 242; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 631; Zerg_Greater_Spire 0; Zerg_Expansion2 270; Zerg_Lair 407; Zerg_Ultralisk_Cavern 0; Zerg_Spire 474; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 135; Zerg_Extractor 143; Zerg_Creep_Colony 327; Zerg_Evolution_Chamber 631; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 343; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 504; Zerg_Greater_Spire -1; Zerg_Expansion2 228; Zerg_Lair 196; Zerg_Ultralisk_Cavern -1; Zerg_Spire 266; Zerg_Building_Overlord 52; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 134; Zerg_Extractor 286; Zerg_Creep_Colony 193; Zerg_Evolution_Chamber 645; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 242; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 631; Zerg_Greater_Spire 0; Zerg_Expansion2 270; Zerg_Lair 407; Zerg_Ultralisk_Cavern 0; Zerg_Spire 474; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening lurkers; Zerg_Spawning_Pool 123; Zerg_Extractor 60; Zerg_Creep_Colony 178; Zerg_Evolution_Chamber 478; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 192; Zerg_Spore_Colony 0; Zerg_Expansion 93; Zerg_Hydralisk_Den 307; Zerg_Greater_Spire 0; Zerg_Expansion2 600; Zerg_Lair 215; Zerg_Ultralisk_Cavern 0; Zerg_Spire 836; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 906; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 128; Zerg_Extractor 169; Zerg_Creep_Colony 198; Zerg_Evolution_Chamber 460; Zerg_Queens_Nest 856; Zerg_Sunken_Colony 214; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 391; Zerg_Greater_Spire -1; Zerg_Expansion2 378; Zerg_Lair 226; Zerg_Ultralisk_Cavern -1; Zerg_Spire 291; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 983; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 134; Zerg_Extractor 66; Zerg_Creep_Colony 208; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 227; Zerg_Spore_Colony -1; Zerg_Expansion 99; Zerg_Hydralisk_Den 330; Zerg_Greater_Spire -1; Zerg_Expansion2 691; Zerg_Lair 267; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 644; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 147; Zerg_Creep_Colony 183; Zerg_Evolution_Chamber 791; Zerg_Queens_Nest 591; Zerg_Sunken_Colony 239; Zerg_Spore_Colony -1; Zerg_Expansion 95; Zerg_Hydralisk_Den 790; Zerg_Greater_Spire 723; Zerg_Expansion2 469; Zerg_Lair 208; Zerg_Ultralisk_Cavern -1; Zerg_Spire 272; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 948; Zerg_Opening hydras; Zerg_Spawning_Pool 130; Zerg_Extractor 146; Zerg_Creep_Colony 265; Zerg_Evolution_Chamber 418; Zerg_Queens_Nest 875; Zerg_Sunken_Colony 282; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 312; Zerg_Greater_Spire -1; Zerg_Expansion2 175; Zerg_Lair 413; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 49; Zerg_Defiler_Mound 1042; 
Zerg_Hive 923; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 68; Zerg_Creep_Colony 182; Zerg_Evolution_Chamber 316; Zerg_Queens_Nest 832; Zerg_Sunken_Colony 415; Zerg_Spore_Colony 361; Zerg_Expansion 104; Zerg_Hydralisk_Den 712; Zerg_Greater_Spire 1024; Zerg_Expansion2 241; Zerg_Lair 312; Zerg_Ultralisk_Cavern 0; Zerg_Spire 377; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 808; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 68; Zerg_Creep_Colony 192; Zerg_Evolution_Chamber 730; Zerg_Queens_Nest 727; Zerg_Sunken_Colony 217; Zerg_Spore_Colony 792; Zerg_Expansion 101; Zerg_Hydralisk_Den 583; Zerg_Greater_Spire 903; Zerg_Expansion2 495; Zerg_Lair 296; Zerg_Ultralisk_Cavern 1054; Zerg_Spire 363; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 97; Zerg_Extractor 67; Zerg_Creep_Colony 249; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 272; Zerg_Spore_Colony -1; Zerg_Expansion 137; Zerg_Hydralisk_Den 564; Zerg_Greater_Spire -1; Zerg_Expansion2 182; Zerg_Lair 265; Zerg_Ultralisk_Cavern -1; Zerg_Spire 331; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 103; Zerg_Extractor 66; Zerg_Creep_Colony 888; Zerg_Evolution_Chamber 474; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 909; Zerg_Spore_Colony -1; Zerg_Expansion 274; Zerg_Hydralisk_Den 193; Zerg_Greater_Spire -1; Zerg_Expansion2 361; Zerg_Lair 156; Zerg_Ultralisk_Cavern -1; Zerg_Spire 404; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 133; Zerg_Extractor 146; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 266; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 209; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 61; Zerg_Defiler_Mound -1; 
Zerg_Hive 585; Zerg_Opening hydras; Zerg_Spawning_Pool 139; Zerg_Extractor 150; Zerg_Creep_Colony 291; Zerg_Evolution_Chamber 625; Zerg_Queens_Nest 524; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 120; Zerg_Hydralisk_Den 241; Zerg_Greater_Spire 662; Zerg_Expansion2 370; Zerg_Lair 205; Zerg_Ultralisk_Cavern -1; Zerg_Spire 312; Zerg_Building_Overlord 43; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 110; Zerg_Extractor 66; Zerg_Creep_Colony 371; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 437; Zerg_Spore_Colony -1; Zerg_Expansion 201; Zerg_Hydralisk_Den 402; Zerg_Greater_Spire -1; Zerg_Expansion2 524; Zerg_Lair 161; Zerg_Ultralisk_Cavern -1; Zerg_Spire 227; Zerg_Building_Overlord 51; Zerg_Defiler_Mound -1; 
Zerg_Hive 1018; Zerg_Opening hydras; Zerg_Spawning_Pool 123; Zerg_Extractor 185; Zerg_Creep_Colony 219; Zerg_Evolution_Chamber 428; Zerg_Queens_Nest 956; Zerg_Sunken_Colony 234; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 343; Zerg_Greater_Spire 0; Zerg_Expansion2 171; Zerg_Lair 268; Zerg_Ultralisk_Cavern -1; Zerg_Spire 333; Zerg_Building_Overlord 50; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 71; Zerg_Extractor 77; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 353; Zerg_Hydralisk_Den 195; Zerg_Greater_Spire -1; Zerg_Expansion2 497; Zerg_Lair 153; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 96; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 129; Zerg_Extractor -1; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening mutas; Zerg_Spawning_Pool 125; Zerg_Extractor 207; Zerg_Creep_Colony 247; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 269; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 455; Zerg_Greater_Spire -1; Zerg_Expansion2 177; Zerg_Lair 284; Zerg_Ultralisk_Cavern -1; Zerg_Spire 351; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 97; Zerg_Extractor 101; Zerg_Creep_Colony 250; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 266; Zerg_Spore_Colony -1; Zerg_Expansion 381; Zerg_Hydralisk_Den 201; Zerg_Greater_Spire -1; Zerg_Expansion2 692; Zerg_Lair 163; Zerg_Ultralisk_Cavern -1; Zerg_Spire 730; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening lurkers; Zerg_Spawning_Pool 123; Zerg_Extractor 60; Zerg_Creep_Colony 178; Zerg_Evolution_Chamber 478; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 192; Zerg_Spore_Colony 0; Zerg_Expansion 93; Zerg_Hydralisk_Den 307; Zerg_Greater_Spire 0; Zerg_Expansion2 600; Zerg_Lair 215; Zerg_Ultralisk_Cavern 0; Zerg_Spire 836; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening lurkers; Zerg_Spawning_Pool 123; Zerg_Extractor 60; Zerg_Creep_Colony 178; Zerg_Evolution_Chamber 478; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 192; Zerg_Spore_Colony 0; Zerg_Expansion 93; Zerg_Hydralisk_Den 307; Zerg_Greater_Spire 0; Zerg_Expansion2 600; Zerg_Lair 215; Zerg_Ultralisk_Cavern 0; Zerg_Spire 836; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening lurkers; Zerg_Spawning_Pool 123; Zerg_Extractor 60; Zerg_Creep_Colony 178; Zerg_Evolution_Chamber 478; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 192; Zerg_Spore_Colony 0; Zerg_Expansion 93; Zerg_Hydralisk_Den 307; Zerg_Greater_Spire 0; Zerg_Expansion2 600; Zerg_Lair 215; Zerg_Ultralisk_Cavern 0; Zerg_Spire 836; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 65; Zerg_Extractor 79; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 454; Zerg_Hydralisk_Den 193; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 295; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 92; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening lurkers; Zerg_Spawning_Pool 123; Zerg_Extractor 60; Zerg_Creep_Colony 178; Zerg_Evolution_Chamber 478; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 192; Zerg_Spore_Colony 0; Zerg_Expansion 93; Zerg_Hydralisk_Den 307; Zerg_Greater_Spire 0; Zerg_Expansion2 600; Zerg_Lair 215; Zerg_Ultralisk_Cavern 0; Zerg_Spire 836; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening mutas; Zerg_Spawning_Pool 136; Zerg_Extractor 67; Zerg_Creep_Colony 271; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 329; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 466; Zerg_Greater_Spire -1; Zerg_Expansion2 189; Zerg_Lair 262; Zerg_Ultralisk_Cavern -1; Zerg_Spire 326; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 929; Zerg_Opening speedlings; Zerg_Spawning_Pool 133; Zerg_Extractor 54; Zerg_Creep_Colony 386; Zerg_Evolution_Chamber 741; Zerg_Queens_Nest 868; Zerg_Sunken_Colony 406; Zerg_Spore_Colony -1; Zerg_Expansion 113; Zerg_Hydralisk_Den 263; Zerg_Greater_Spire 1014; Zerg_Expansion2 225; Zerg_Lair 296; Zerg_Ultralisk_Cavern 0; Zerg_Spire 361; Zerg_Building_Overlord 67; Zerg_Defiler_Mound 0; 
Zerg_Hive 879; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 130; Zerg_Extractor 164; Zerg_Creep_Colony 194; Zerg_Evolution_Chamber 686; Zerg_Queens_Nest 832; Zerg_Sunken_Colony 210; Zerg_Spore_Colony -1; Zerg_Expansion 112; Zerg_Hydralisk_Den 536; Zerg_Greater_Spire 970; Zerg_Expansion2 435; Zerg_Lair 242; Zerg_Ultralisk_Cavern 1007; Zerg_Spire 306; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 696; Zerg_Opening hydras; Zerg_Spawning_Pool 98; Zerg_Extractor 176; Zerg_Creep_Colony 214; Zerg_Evolution_Chamber 638; Zerg_Queens_Nest 639; Zerg_Sunken_Colony 234; Zerg_Spore_Colony 0; Zerg_Expansion 131; Zerg_Hydralisk_Den 304; Zerg_Greater_Spire 862; Zerg_Expansion2 502; Zerg_Lair 250; Zerg_Ultralisk_Cavern -1; Zerg_Spire 781; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 176; Zerg_Extractor 181; Zerg_Creep_Colony 380; Zerg_Evolution_Chamber 373; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony 402; Zerg_Expansion 111; Zerg_Hydralisk_Den 431; Zerg_Greater_Spire -1; Zerg_Expansion2 147; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 52; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 135; Zerg_Extractor 67; Zerg_Creep_Colony 218; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 235; Zerg_Spore_Colony -1; Zerg_Expansion 100; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 211; Zerg_Ultralisk_Cavern -1; Zerg_Spire 277; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive 1018; Zerg_Opening hydras; Zerg_Spawning_Pool 123; Zerg_Extractor 185; Zerg_Creep_Colony 219; Zerg_Evolution_Chamber 428; Zerg_Queens_Nest 956; Zerg_Sunken_Colony 234; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 343; Zerg_Greater_Spire 0; Zerg_Expansion2 171; Zerg_Lair 268; Zerg_Ultralisk_Cavern -1; Zerg_Spire 333; Zerg_Building_Overlord 50; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening unknown; Zerg_Spawning_Pool 133; Zerg_Extractor 220; Zerg_Creep_Colony 197; Zerg_Evolution_Chamber 550; Zerg_Queens_Nest 1028; Zerg_Sunken_Colony 213; Zerg_Spore_Colony -1; Zerg_Expansion 114; Zerg_Hydralisk_Den 402; Zerg_Greater_Spire -1; Zerg_Expansion2 208; Zerg_Lair 293; Zerg_Ultralisk_Cavern -1; Zerg_Spire 425; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 117; Zerg_Extractor 70; Zerg_Creep_Colony 523; Zerg_Evolution_Chamber 248; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 669; Zerg_Spore_Colony 577; Zerg_Expansion 205; Zerg_Hydralisk_Den 240; Zerg_Greater_Spire -1; Zerg_Expansion2 464; Zerg_Lair 171; Zerg_Ultralisk_Cavern -1; Zerg_Spire 956; Zerg_Building_Overlord 53; Zerg_Defiler_Mound -1; 
Zerg_Hive 1073; Zerg_Opening hydras; Zerg_Spawning_Pool 127; Zerg_Extractor 151; Zerg_Creep_Colony 210; Zerg_Evolution_Chamber 932; Zerg_Queens_Nest 916; Zerg_Sunken_Colony 237; Zerg_Spore_Colony -1; Zerg_Expansion 101; Zerg_Hydralisk_Den 315; Zerg_Greater_Spire -1; Zerg_Expansion2 229; Zerg_Lair 273; Zerg_Ultralisk_Cavern -1; Zerg_Spire 915; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 117; Zerg_Extractor 70; Zerg_Creep_Colony 523; Zerg_Evolution_Chamber 248; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 669; Zerg_Spore_Colony 577; Zerg_Expansion 205; Zerg_Hydralisk_Den 240; Zerg_Greater_Spire -1; Zerg_Expansion2 464; Zerg_Lair 171; Zerg_Ultralisk_Cavern -1; Zerg_Spire 956; Zerg_Building_Overlord 53; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening mutas; Zerg_Spawning_Pool 67; Zerg_Extractor 84; Zerg_Creep_Colony 220; Zerg_Evolution_Chamber 779; Zerg_Queens_Nest 993; Zerg_Sunken_Colony 244; Zerg_Spore_Colony -1; Zerg_Expansion 139; Zerg_Hydralisk_Den 575; Zerg_Greater_Spire 0; Zerg_Expansion2 203; Zerg_Lair 275; Zerg_Ultralisk_Cavern 0; Zerg_Spire 351; Zerg_Building_Overlord 94; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 99; Zerg_Extractor 66; Zerg_Creep_Colony 229; Zerg_Evolution_Chamber 868; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 248; Zerg_Spore_Colony -1; Zerg_Expansion 136; Zerg_Hydralisk_Den 683; Zerg_Greater_Spire -1; Zerg_Expansion2 189; Zerg_Lair 321; Zerg_Ultralisk_Cavern -1; Zerg_Spire 385; Zerg_Building_Overlord 61; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 103; Zerg_Extractor 66; Zerg_Creep_Colony 888; Zerg_Evolution_Chamber 474; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 909; Zerg_Spore_Colony -1; Zerg_Expansion 274; Zerg_Hydralisk_Den 193; Zerg_Greater_Spire -1; Zerg_Expansion2 361; Zerg_Lair 156; Zerg_Ultralisk_Cavern -1; Zerg_Spire 404; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 644; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 147; Zerg_Creep_Colony 183; Zerg_Evolution_Chamber 791; Zerg_Queens_Nest 591; Zerg_Sunken_Colony 239; Zerg_Spore_Colony -1; Zerg_Expansion 95; Zerg_Hydralisk_Den 790; Zerg_Greater_Spire 723; Zerg_Expansion2 469; Zerg_Lair 208; Zerg_Ultralisk_Cavern -1; Zerg_Spire 272; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 834; Zerg_Opening speedlings; Zerg_Spawning_Pool 134; Zerg_Extractor 203; Zerg_Creep_Colony 352; Zerg_Evolution_Chamber 447; Zerg_Queens_Nest 756; Zerg_Sunken_Colony 488; Zerg_Spore_Colony -1; Zerg_Expansion 117; Zerg_Hydralisk_Den 338; Zerg_Greater_Spire -1; Zerg_Expansion2 220; Zerg_Lair 260; Zerg_Ultralisk_Cavern 936; Zerg_Spire 323; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 109; Zerg_Extractor 57; Zerg_Creep_Colony 227; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 276; Zerg_Spore_Colony -1; Zerg_Expansion 90; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 232; Zerg_Ultralisk_Cavern -1; Zerg_Spire 297; Zerg_Building_Overlord 119; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 65; Zerg_Creep_Colony 249; Zerg_Evolution_Chamber 275; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 268; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 287; Zerg_Greater_Spire -1; Zerg_Expansion2 192; Zerg_Lair 438; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 66; Zerg_Creep_Colony 310; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 334; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den 291; Zerg_Greater_Spire -1; Zerg_Expansion2 201; Zerg_Lair 493; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 120; Zerg_Extractor 63; Zerg_Creep_Colony 199; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 216; Zerg_Spore_Colony -1; Zerg_Expansion 98; Zerg_Hydralisk_Den 396; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 255; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
