Terran_Control_Tower 254; Terran_Comsat_Station 287; Terran_Barracks 87; Terran_Expansion 339; Terran_Refinery 102; Terran_Barracks2 639; Terran_Missile_Turret 461; Terran_Supply_Depot 57; Terran_Engineering_Bay 413; Terran_Science_Facility -1; Terran_Machine_Shop 320; Terran_Armory 214; Terran_Starport 207; Terran_Opening unknown; Terran_Academy 233; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 352; Terran_Comsat_Station 570; Terran_Barracks 88; Terran_Expansion 355; Terran_Refinery 108; Terran_Barracks2 142; Terran_Missile_Turret 515; Terran_Supply_Depot 58; Terran_Engineering_Bay 471; Terran_Science_Facility 995; Terran_Machine_Shop 214; Terran_Armory 248; Terran_Starport 305; Terran_Opening two_facto; Terran_Academy 301; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 326; Terran_Comsat_Station 628; Terran_Barracks 92; Terran_Expansion 305; Terran_Refinery 108; Terran_Barracks2 0; Terran_Missile_Turret 1013; Terran_Supply_Depot 59; Terran_Engineering_Bay 767; Terran_Science_Facility -1; Terran_Machine_Shop 460; Terran_Armory 211; Terran_Starport 273; Terran_Opening two_facto; Terran_Academy 555; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 296; Terran_Comsat_Station 596; Terran_Barracks 89; Terran_Expansion 347; Terran_Refinery 107; Terran_Barracks2 459; Terran_Missile_Turret 446; Terran_Supply_Depot 58; Terran_Engineering_Bay 396; Terran_Science_Facility -1; Terran_Machine_Shop 339; Terran_Armory 223; Terran_Starport 242; Terran_Opening two_facto; Terran_Academy 531; Terran_Bunker -1; Terran_Factory 166; 
Terran_Control_Tower 358; Terran_Comsat_Station 695; Terran_Barracks 93; Terran_Expansion 546; Terran_Refinery 103; Terran_Barracks2 157; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 727; Terran_Armory 215; Terran_Starport 210; Terran_Opening air; Terran_Academy 213; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 358; Terran_Comsat_Station 470; Terran_Barracks 83; Terran_Expansion 372; Terran_Refinery 100; Terran_Barracks2 561; Terran_Missile_Turret 570; Terran_Supply_Depot 59; Terran_Engineering_Bay 475; Terran_Science_Facility 718; Terran_Machine_Shop 259; Terran_Armory 243; Terran_Starport 277; Terran_Opening two_facto; Terran_Academy 415; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 564; Terran_Comsat_Station 614; Terran_Barracks 106; Terran_Expansion 289; Terran_Refinery 104; Terran_Barracks2 164; Terran_Missile_Turret 402; Terran_Supply_Depot 72; Terran_Engineering_Bay 320; Terran_Science_Facility 567; Terran_Machine_Shop 235; Terran_Armory 215; Terran_Starport 516; Terran_Opening ; Terran_Academy 522; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 391; Terran_Comsat_Station 407; Terran_Barracks 92; Terran_Expansion 288; Terran_Refinery 109; Terran_Barracks2 292; Terran_Missile_Turret 424; Terran_Supply_Depot 60; Terran_Engineering_Bay 376; Terran_Science_Facility 570; Terran_Machine_Shop 224; Terran_Armory 296; Terran_Starport 340; Terran_Opening ; Terran_Academy 348; Terran_Bunker 201; Terran_Factory 171; 
Terran_Control_Tower 964; Terran_Comsat_Station 1061; Terran_Barracks 100; Terran_Expansion 544; Terran_Refinery 405; Terran_Barracks2 562; Terran_Missile_Turret 802; Terran_Supply_Depot 53; Terran_Engineering_Bay 752; Terran_Science_Facility -1; Terran_Machine_Shop 844; Terran_Armory 946; Terran_Starport 869; Terran_Opening ; Terran_Academy 891; Terran_Bunker 299; Terran_Factory 780; 
Terran_Control_Tower 507; Terran_Comsat_Station 315; Terran_Barracks 96; Terran_Expansion 553; Terran_Refinery 135; Terran_Barracks2 394; Terran_Missile_Turret 1035; Terran_Supply_Depot 70; Terran_Engineering_Bay 987; Terran_Science_Facility -1; Terran_Machine_Shop 384; Terran_Armory 398; Terran_Starport 344; Terran_Opening ; Terran_Academy 207; Terran_Bunker 912; Terran_Factory 269; 
Terran_Control_Tower 273; Terran_Comsat_Station 625; Terran_Barracks 91; Terran_Expansion 448; Terran_Refinery 109; Terran_Barracks2 186; Terran_Missile_Turret 950; Terran_Supply_Depot 61; Terran_Engineering_Bay 890; Terran_Science_Facility 915; Terran_Machine_Shop 364; Terran_Armory 228; Terran_Starport 224; Terran_Opening unknown; Terran_Academy 537; Terran_Bunker -1; Terran_Factory 169; 
Terran_Control_Tower 732; Terran_Comsat_Station 882; Terran_Barracks 95; Terran_Expansion 472; Terran_Refinery 114; Terran_Barracks2 -1; Terran_Missile_Turret 410; Terran_Supply_Depot 54; Terran_Engineering_Bay 343; Terran_Science_Facility 877; Terran_Machine_Shop 239; Terran_Armory 614; Terran_Starport 671; Terran_Opening two_facto; Terran_Academy 805; Terran_Bunker -1; Terran_Factory 187; 
Terran_Control_Tower 335; Terran_Comsat_Station 627; Terran_Barracks 87; Terran_Expansion 340; Terran_Refinery 99; Terran_Barracks2 273; Terran_Missile_Turret 474; Terran_Supply_Depot 57; Terran_Engineering_Bay 428; Terran_Science_Facility 0; Terran_Machine_Shop 337; Terran_Armory 595; Terran_Starport 208; Terran_Opening air; Terran_Academy 546; Terran_Bunker 192; Terran_Factory 150; 
Terran_Control_Tower 265; Terran_Comsat_Station 448; Terran_Barracks 86; Terran_Expansion 454; Terran_Refinery 101; Terran_Barracks2 140; Terran_Missile_Turret 379; Terran_Supply_Depot 50; Terran_Engineering_Bay 337; Terran_Science_Facility -1; Terran_Machine_Shop 215; Terran_Armory 220; Terran_Starport 213; Terran_Opening air; Terran_Academy 393; Terran_Bunker -1; Terran_Factory 161; 
Terran_Control_Tower 328; Terran_Comsat_Station -1; Terran_Barracks 91; Terran_Expansion 396; Terran_Refinery 108; Terran_Barracks2 275; Terran_Missile_Turret 520; Terran_Supply_Depot 58; Terran_Engineering_Bay 334; Terran_Science_Facility -1; Terran_Machine_Shop 209; Terran_Armory -1; Terran_Starport 280; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 85; Terran_Expansion -1; Terran_Refinery 104; Terran_Barracks2 397; Terran_Missile_Turret 582; Terran_Supply_Depot 60; Terran_Engineering_Bay 540; Terran_Science_Facility -1; Terran_Machine_Shop 213; Terran_Armory -1; Terran_Starport 417; Terran_Opening ; Terran_Academy 453; Terran_Bunker -1; Terran_Factory 161; 
Terran_Control_Tower 964; Terran_Comsat_Station 1061; Terran_Barracks 100; Terran_Expansion 544; Terran_Refinery 405; Terran_Barracks2 562; Terran_Missile_Turret 802; Terran_Supply_Depot 53; Terran_Engineering_Bay 752; Terran_Science_Facility -1; Terran_Machine_Shop 844; Terran_Armory 946; Terran_Starport 869; Terran_Opening ; Terran_Academy 891; Terran_Bunker 299; Terran_Factory 780; 
Terran_Control_Tower 507; Terran_Comsat_Station 315; Terran_Barracks 96; Terran_Expansion 553; Terran_Refinery 135; Terran_Barracks2 394; Terran_Missile_Turret 1035; Terran_Supply_Depot 70; Terran_Engineering_Bay 987; Terran_Science_Facility -1; Terran_Machine_Shop 384; Terran_Armory 398; Terran_Starport 344; Terran_Opening ; Terran_Academy 207; Terran_Bunker 912; Terran_Factory 269; 
Terran_Control_Tower 288; Terran_Comsat_Station 485; Terran_Barracks 89; Terran_Expansion 534; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret 337; Terran_Supply_Depot 58; Terran_Engineering_Bay 296; Terran_Science_Facility -1; Terran_Machine_Shop 266; Terran_Armory 236; Terran_Starport 212; Terran_Opening air; Terran_Academy 432; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower 370; Terran_Comsat_Station 523; Terran_Barracks 90; Terran_Expansion 390; Terran_Refinery 103; Terran_Barracks2 183; Terran_Missile_Turret 528; Terran_Supply_Depot 59; Terran_Engineering_Bay 480; Terran_Science_Facility -1; Terran_Machine_Shop 366; Terran_Armory 794; Terran_Starport 220; Terran_Opening air; Terran_Academy 466; Terran_Bunker 153; Terran_Factory 165; 
Terran_Control_Tower 387; Terran_Comsat_Station -1; Terran_Barracks 107; Terran_Expansion 610; Terran_Refinery 76; Terran_Barracks2 277; Terran_Missile_Turret 910; Terran_Supply_Depot 56; Terran_Engineering_Bay 792; Terran_Science_Facility -1; Terran_Machine_Shop 253; Terran_Armory 224; Terran_Starport 323; Terran_Opening two_facto; Terran_Academy 366; Terran_Bunker 201; Terran_Factory 167; 
Terran_Control_Tower 261; Terran_Comsat_Station 629; Terran_Barracks 86; Terran_Expansion 535; Terran_Refinery 98; Terran_Barracks2 157; Terran_Missile_Turret 446; Terran_Supply_Depot 66; Terran_Engineering_Bay 363; Terran_Science_Facility -1; Terran_Machine_Shop 246; Terran_Armory 426; Terran_Starport 204; Terran_Opening air; Terran_Academy 552; Terran_Bunker -1; Terran_Factory 150; 
Terran_Control_Tower 564; Terran_Comsat_Station 614; Terran_Barracks 106; Terran_Expansion 289; Terran_Refinery 104; Terran_Barracks2 164; Terran_Missile_Turret 402; Terran_Supply_Depot 72; Terran_Engineering_Bay 320; Terran_Science_Facility 567; Terran_Machine_Shop 235; Terran_Armory 215; Terran_Starport 516; Terran_Opening ; Terran_Academy 522; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 391; Terran_Comsat_Station 407; Terran_Barracks 92; Terran_Expansion 288; Terran_Refinery 109; Terran_Barracks2 292; Terran_Missile_Turret 424; Terran_Supply_Depot 60; Terran_Engineering_Bay 376; Terran_Science_Facility 570; Terran_Machine_Shop 224; Terran_Armory 296; Terran_Starport 340; Terran_Opening ; Terran_Academy 348; Terran_Bunker 201; Terran_Factory 171; 
Terran_Control_Tower 269; Terran_Comsat_Station -1; Terran_Barracks 92; Terran_Expansion 426; Terran_Refinery 104; Terran_Barracks2 154; Terran_Missile_Turret -1; Terran_Supply_Depot 65; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory 214; Terran_Starport 220; Terran_Opening unknown; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower 257; Terran_Comsat_Station -1; Terran_Barracks 85; Terran_Expansion 302; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay 417; Terran_Science_Facility -1; Terran_Machine_Shop 214; Terran_Armory -1; Terran_Starport 207; Terran_Opening air; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 564; Terran_Comsat_Station 614; Terran_Barracks 106; Terran_Expansion 289; Terran_Refinery 104; Terran_Barracks2 164; Terran_Missile_Turret 402; Terran_Supply_Depot 72; Terran_Engineering_Bay 320; Terran_Science_Facility 567; Terran_Machine_Shop 235; Terran_Armory 215; Terran_Starport 516; Terran_Opening ; Terran_Academy 522; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 391; Terran_Comsat_Station 407; Terran_Barracks 92; Terran_Expansion 288; Terran_Refinery 109; Terran_Barracks2 292; Terran_Missile_Turret 424; Terran_Supply_Depot 60; Terran_Engineering_Bay 376; Terran_Science_Facility 570; Terran_Machine_Shop 224; Terran_Armory 296; Terran_Starport 340; Terran_Opening ; Terran_Academy 348; Terran_Bunker 201; Terran_Factory 171; 
Terran_Control_Tower 564; Terran_Comsat_Station 614; Terran_Barracks 106; Terran_Expansion 289; Terran_Refinery 104; Terran_Barracks2 164; Terran_Missile_Turret 402; Terran_Supply_Depot 72; Terran_Engineering_Bay 320; Terran_Science_Facility 567; Terran_Machine_Shop 235; Terran_Armory 215; Terran_Starport 516; Terran_Opening ; Terran_Academy 522; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 391; Terran_Comsat_Station 407; Terran_Barracks 92; Terran_Expansion 288; Terran_Refinery 109; Terran_Barracks2 292; Terran_Missile_Turret 424; Terran_Supply_Depot 60; Terran_Engineering_Bay 376; Terran_Science_Facility 570; Terran_Machine_Shop 224; Terran_Armory 296; Terran_Starport 340; Terran_Opening ; Terran_Academy 348; Terran_Bunker 201; Terran_Factory 171; 
Terran_Control_Tower 415; Terran_Comsat_Station 643; Terran_Barracks 103; Terran_Expansion 269; Terran_Refinery 110; Terran_Barracks2 253; Terran_Missile_Turret 426; Terran_Supply_Depot 56; Terran_Engineering_Bay 370; Terran_Science_Facility 560; Terran_Machine_Shop 229; Terran_Armory 580; Terran_Starport 353; Terran_Opening ; Terran_Academy 573; Terran_Bunker -1; Terran_Factory 171; 
Terran_Control_Tower 693; Terran_Comsat_Station 523; Terran_Barracks 90; Terran_Expansion 271; Terran_Refinery 103; Terran_Barracks2 144; Terran_Missile_Turret 356; Terran_Supply_Depot 60; Terran_Engineering_Bay 290; Terran_Science_Facility 744; Terran_Machine_Shop 246; Terran_Armory 224; Terran_Starport 579; Terran_Opening ; Terran_Academy 451; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 947; Terran_Comsat_Station 726; Terran_Barracks 90; Terran_Expansion 488; Terran_Refinery 99; Terran_Barracks2 491; Terran_Missile_Turret 623; Terran_Supply_Depot 61; Terran_Engineering_Bay 567; Terran_Science_Facility 946; Terran_Machine_Shop 250; Terran_Armory 296; Terran_Starport 883; Terran_Opening two_facto; Terran_Academy 660; Terran_Bunker -1; Terran_Factory 149; 
Terran_Control_Tower 385; Terran_Comsat_Station 0; Terran_Barracks 87; Terran_Expansion 646; Terran_Refinery 103; Terran_Barracks2 248; Terran_Missile_Turret 801; Terran_Supply_Depot 59; Terran_Engineering_Bay 306; Terran_Science_Facility 0; Terran_Machine_Shop 236; Terran_Armory 347; Terran_Starport 325; Terran_Opening two_facto; Terran_Academy 1078; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower 250; Terran_Comsat_Station 701; Terran_Barracks 88; Terran_Expansion 457; Terran_Refinery 98; Terran_Barracks2 195; Terran_Missile_Turret 437; Terran_Supply_Depot 60; Terran_Engineering_Bay 365; Terran_Science_Facility -1; Terran_Machine_Shop 346; Terran_Armory 683; Terran_Starport 203; Terran_Opening air; Terran_Academy 603; Terran_Bunker -1; Terran_Factory 148; 
Terran_Control_Tower 314; Terran_Comsat_Station 346; Terran_Barracks 89; Terran_Expansion 605; Terran_Refinery 102; Terran_Barracks2 236; Terran_Missile_Turret 598; Terran_Supply_Depot 57; Terran_Engineering_Bay 410; Terran_Science_Facility 950; Terran_Machine_Shop 451; Terran_Armory 211; Terran_Starport 253; Terran_Opening two_facto; Terran_Academy 285; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower 559; Terran_Comsat_Station 495; Terran_Barracks 89; Terran_Expansion 280; Terran_Refinery 101; Terran_Barracks2 173; Terran_Missile_Turret 456; Terran_Supply_Depot 60; Terran_Engineering_Bay 412; Terran_Science_Facility 853; Terran_Machine_Shop 252; Terran_Armory 228; Terran_Starport 511; Terran_Opening two_facto; Terran_Academy 410; Terran_Bunker -1; Terran_Factory 166; 
Terran_Control_Tower 261; Terran_Comsat_Station 552; Terran_Barracks 90; Terran_Expansion 405; Terran_Refinery 108; Terran_Barracks2 144; Terran_Missile_Turret 526; Terran_Supply_Depot 60; Terran_Engineering_Bay 328; Terran_Science_Facility 0; Terran_Machine_Shop 326; Terran_Armory 424; Terran_Starport 211; Terran_Opening air; Terran_Academy 438; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 564; Terran_Comsat_Station 614; Terran_Barracks 106; Terran_Expansion 289; Terran_Refinery 104; Terran_Barracks2 164; Terran_Missile_Turret 402; Terran_Supply_Depot 72; Terran_Engineering_Bay 320; Terran_Science_Facility 567; Terran_Machine_Shop 235; Terran_Armory 215; Terran_Starport 516; Terran_Opening ; Terran_Academy 522; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 391; Terran_Comsat_Station 407; Terran_Barracks 92; Terran_Expansion 288; Terran_Refinery 109; Terran_Barracks2 292; Terran_Missile_Turret 424; Terran_Supply_Depot 60; Terran_Engineering_Bay 376; Terran_Science_Facility 570; Terran_Machine_Shop 224; Terran_Armory 296; Terran_Starport 340; Terran_Opening ; Terran_Academy 348; Terran_Bunker 201; Terran_Factory 171; 
Terran_Control_Tower 268; Terran_Comsat_Station 335; Terran_Barracks 112; Terran_Expansion 599; Terran_Refinery 100; Terran_Barracks2 -1; Terran_Missile_Turret 436; Terran_Supply_Depot 63; Terran_Engineering_Bay 390; Terran_Science_Facility -1; Terran_Machine_Shop 369; Terran_Armory 221; Terran_Starport 216; Terran_Opening air; Terran_Academy 283; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 259; Terran_Comsat_Station 445; Terran_Barracks 108; Terran_Expansion 341; Terran_Refinery 87; Terran_Barracks2 162; Terran_Missile_Turret 628; Terran_Supply_Depot 60; Terran_Engineering_Bay 574; Terran_Science_Facility 0; Terran_Machine_Shop 357; Terran_Armory 219; Terran_Starport 212; Terran_Opening unknown; Terran_Academy 364; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 291; Terran_Comsat_Station 653; Terran_Barracks 91; Terran_Expansion 338; Terran_Refinery 104; Terran_Barracks2 1060; Terran_Missile_Turret 575; Terran_Supply_Depot 56; Terran_Engineering_Bay 494; Terran_Science_Facility 898; Terran_Machine_Shop 348; Terran_Armory 225; Terran_Starport 241; Terran_Opening two_facto; Terran_Academy 574; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower 316; Terran_Comsat_Station 886; Terran_Barracks 94; Terran_Expansion 406; Terran_Refinery 109; Terran_Barracks2 1076; Terran_Missile_Turret 690; Terran_Supply_Depot 60; Terran_Engineering_Bay 646; Terran_Science_Facility 922; Terran_Machine_Shop 439; Terran_Armory 218; Terran_Starport 261; Terran_Opening two_facto; Terran_Academy 826; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower 477; Terran_Comsat_Station 645; Terran_Barracks 95; Terran_Expansion 619; Terran_Refinery 119; Terran_Barracks2 189; Terran_Missile_Turret 442; Terran_Supply_Depot 65; Terran_Engineering_Bay 398; Terran_Science_Facility 1003; Terran_Machine_Shop 248; Terran_Armory 258; Terran_Starport 419; Terran_Opening two_facto; Terran_Academy 572; Terran_Bunker -1; Terran_Factory 191; 
Terran_Control_Tower 429; Terran_Comsat_Station 529; Terran_Barracks 92; Terran_Expansion 373; Terran_Refinery 109; Terran_Barracks2 173; Terran_Missile_Turret 581; Terran_Supply_Depot 58; Terran_Engineering_Bay 535; Terran_Science_Facility 848; Terran_Machine_Shop 268; Terran_Armory 385; Terran_Starport 232; Terran_Opening air; Terran_Academy 468; Terran_Bunker -1; Terran_Factory 177; 
Terran_Control_Tower 315; Terran_Comsat_Station 748; Terran_Barracks 107; Terran_Expansion 452; Terran_Refinery 85; Terran_Barracks2 -1; Terran_Missile_Turret 543; Terran_Supply_Depot 61; Terran_Engineering_Bay 501; Terran_Science_Facility 959; Terran_Machine_Shop 242; Terran_Armory 629; Terran_Starport 253; Terran_Opening two_facto; Terran_Academy 614; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 317; Terran_Comsat_Station 511; Terran_Barracks 91; Terran_Expansion 372; Terran_Refinery 113; Terran_Barracks2 456; Terran_Missile_Turret 348; Terran_Supply_Depot 52; Terran_Engineering_Bay 306; Terran_Science_Facility -1; Terran_Machine_Shop 224; Terran_Armory 238; Terran_Starport 268; Terran_Opening two_facto; Terran_Academy 445; Terran_Bunker -1; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 92; Terran_Expansion 540; Terran_Refinery 103; Terran_Barracks2 688; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay 680; Terran_Science_Facility -1; Terran_Machine_Shop 583; Terran_Armory 213; Terran_Starport 575; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 391; Terran_Comsat_Station 623; Terran_Barracks 92; Terran_Expansion 310; Terran_Refinery 115; Terran_Barracks2 301; Terran_Missile_Turret 594; Terran_Supply_Depot 61; Terran_Engineering_Bay 392; Terran_Science_Facility -1; Terran_Machine_Shop 390; Terran_Armory 230; Terran_Starport 333; Terran_Opening two_facto; Terran_Academy 554; Terran_Bunker -1; Terran_Factory 168; 
