Protoss_Pylon2 142; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 100; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 795; Protoss_Expansion 402; Protoss_Arbiter_Tribunal 771; Protoss_Robotics_Facility 274; Protoss_Fleet_Beacon 0; Protoss_Stargate 694; Protoss_Citadel_of_Adun 430; Protoss_Gateway2 235; Protoss_Forge 721; Protoss_Templar_Archives 571; Protoss_Photon_Cannon 775; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 149; Protoss_Pylon 52; Protoss_Opening speedzeal; Protoss_Assimilator 105; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 993; Protoss_Expansion 311; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 213; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 489; Protoss_Gateway2 261; Protoss_Forge 735; Protoss_Templar_Archives 730; Protoss_Photon_Cannon 814; Protoss_Cybernetics_Core 134; 
Protoss_Pylon2 147; Protoss_Pylon 49; Protoss_Opening speedzeal; Protoss_Assimilator 101; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 963; Protoss_Expansion 296; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 191; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 454; Protoss_Gateway2 317; Protoss_Forge 594; Protoss_Templar_Archives 615; Protoss_Photon_Cannon 655; Protoss_Cybernetics_Core 126; 
Protoss_Pylon2 131; Protoss_Pylon 52; Protoss_Opening two_gates; Protoss_Assimilator 291; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 890; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 722; Protoss_Fleet_Beacon 545; Protoss_Stargate 491; Protoss_Citadel_of_Adun 691; Protoss_Gateway2 103; Protoss_Forge 198; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 232; Protoss_Cybernetics_Core 384; 
Protoss_Pylon2 146; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 101; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 390; Protoss_Expansion 535; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 234; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 704; Protoss_Gateway2 293; Protoss_Forge 655; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 815; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 148; Protoss_Pylon 50; Protoss_Opening reaver_drop; Protoss_Assimilator 102; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 284; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 200; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 372; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 128; 
Protoss_Pylon2 142; Protoss_Pylon 47; Protoss_Opening fast_dt; Protoss_Assimilator 101; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 366; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 399; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 183; Protoss_Gateway2 236; Protoss_Forge 409; Protoss_Templar_Archives 226; Protoss_Photon_Cannon 440; Protoss_Cybernetics_Core 128; 
Protoss_Pylon2 131; Protoss_Pylon 52; Protoss_Opening two_gates; Protoss_Assimilator 291; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 890; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 722; Protoss_Fleet_Beacon 545; Protoss_Stargate 491; Protoss_Citadel_of_Adun 691; Protoss_Gateway2 103; Protoss_Forge 198; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 232; Protoss_Cybernetics_Core 384; 
Protoss_Pylon2 131; Protoss_Pylon 52; Protoss_Opening two_gates; Protoss_Assimilator 291; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 890; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 722; Protoss_Fleet_Beacon 545; Protoss_Stargate 491; Protoss_Citadel_of_Adun 691; Protoss_Gateway2 103; Protoss_Forge 198; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 232; Protoss_Cybernetics_Core 384; 
Protoss_Pylon2 137; Protoss_Pylon 50; Protoss_Opening nony; Protoss_Assimilator 103; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 332; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 253; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 824; Protoss_Gateway2 221; Protoss_Forge 448; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 509; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 143; Protoss_Pylon 52; Protoss_Opening ; Protoss_Assimilator 68; Protoss_Gateway 93; Protoss_Robotics_Support_Bay 316; Protoss_Expansion 418; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 177; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 377; Protoss_Gateway2 359; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 136; 
Protoss_Pylon2 146; Protoss_Pylon 51; Protoss_Opening speedzeal; Protoss_Assimilator 103; Protoss_Gateway 90; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 315; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 216; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 589; Protoss_Gateway2 232; Protoss_Forge 576; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 644; Protoss_Cybernetics_Core 135; 
Protoss_Pylon2 137; Protoss_Pylon 50; Protoss_Opening nony; Protoss_Assimilator 103; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 332; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 253; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 824; Protoss_Gateway2 221; Protoss_Forge 448; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 509; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 155; Protoss_Pylon 52; Protoss_Opening speedzeal; Protoss_Assimilator 114; Protoss_Gateway 88; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 451; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 225; Protoss_Fleet_Beacon 1067; Protoss_Stargate 946; Protoss_Citadel_of_Adun 496; Protoss_Gateway2 258; Protoss_Forge 410; Protoss_Templar_Archives 552; Protoss_Photon_Cannon 461; Protoss_Cybernetics_Core 138; 
Protoss_Pylon2 148; Protoss_Pylon 52; Protoss_Opening nony; Protoss_Assimilator 108; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 417; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 247; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 547; Protoss_Gateway2 288; Protoss_Forge 542; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 142; Protoss_Pylon 51; Protoss_Opening fast_dt; Protoss_Assimilator 98; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 416; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 188; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 213; Protoss_Gateway2 285; Protoss_Forge 0; Protoss_Templar_Archives 259; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 149; Protoss_Pylon 48; Protoss_Opening fast_dt; Protoss_Assimilator 92; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 307; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 197; Protoss_Fleet_Beacon 910; Protoss_Stargate 837; Protoss_Citadel_of_Adun 254; Protoss_Gateway2 317; Protoss_Forge 515; Protoss_Templar_Archives 343; Protoss_Photon_Cannon 783; Protoss_Cybernetics_Core 126; 
Protoss_Pylon2 141; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 95; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 251; Protoss_Arbiter_Tribunal 959; Protoss_Robotics_Facility 313; Protoss_Fleet_Beacon 0; Protoss_Stargate 870; Protoss_Citadel_of_Adun 642; Protoss_Gateway2 282; Protoss_Forge 392; Protoss_Templar_Archives 848; Protoss_Photon_Cannon 518; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 155; Protoss_Pylon 52; Protoss_Opening fast_dt; Protoss_Assimilator 115; Protoss_Gateway 87; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 353; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 396; Protoss_Fleet_Beacon 839; Protoss_Stargate 765; Protoss_Citadel_of_Adun 220; Protoss_Gateway2 240; Protoss_Forge 537; Protoss_Templar_Archives 305; Protoss_Photon_Cannon 571; Protoss_Cybernetics_Core 134; 
Protoss_Pylon2 131; Protoss_Pylon 48; Protoss_Opening ; Protoss_Assimilator 119; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 244; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 183; 
Protoss_Pylon2 157; Protoss_Pylon 51; Protoss_Opening fast_dt; Protoss_Assimilator 101; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 291; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 889; Protoss_Stargate 824; Protoss_Citadel_of_Adun 188; Protoss_Gateway2 320; Protoss_Forge 345; Protoss_Templar_Archives 248; Protoss_Photon_Cannon 387; Protoss_Cybernetics_Core 135; 
Protoss_Pylon2 159; Protoss_Pylon 52; Protoss_Opening reaver_drop; Protoss_Assimilator 111; Protoss_Gateway 87; Protoss_Robotics_Support_Bay 365; Protoss_Expansion 334; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 225; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 241; Protoss_Gateway2 327; Protoss_Forge 501; Protoss_Templar_Archives 421; Protoss_Photon_Cannon 539; Protoss_Cybernetics_Core 138; 
Protoss_Pylon2 153; Protoss_Pylon 52; Protoss_Opening reaver_drop; Protoss_Assimilator 109; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 357; Protoss_Expansion 409; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 245; Protoss_Fleet_Beacon 0; Protoss_Stargate 998; Protoss_Citadel_of_Adun 599; Protoss_Gateway2 389; Protoss_Forge 658; Protoss_Templar_Archives 890; Protoss_Photon_Cannon 694; Protoss_Cybernetics_Core 132; 
Protoss_Pylon2 158; Protoss_Pylon 48; Protoss_Opening reaver_drop; Protoss_Assimilator 106; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 325; Protoss_Expansion 390; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 201; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 433; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 146; 
Protoss_Pylon2 151; Protoss_Pylon 51; Protoss_Opening fast_dt; Protoss_Assimilator 108; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 359; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 216; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 268; Protoss_Gateway2 306; Protoss_Forge 498; Protoss_Templar_Archives 317; Protoss_Photon_Cannon 544; Protoss_Cybernetics_Core 137; 
Protoss_Pylon2 145; Protoss_Pylon 51; Protoss_Opening fast_dt; Protoss_Assimilator 103; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 360; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 379; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 209; Protoss_Gateway2 257; Protoss_Forge 484; Protoss_Templar_Archives 253; Protoss_Photon_Cannon 644; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 132; Protoss_Pylon 48; Protoss_Opening two_gates; Protoss_Assimilator 205; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 524; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 296; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 592; Protoss_Gateway2 107; Protoss_Forge 658; Protoss_Templar_Archives 847; Protoss_Photon_Cannon 717; Protoss_Cybernetics_Core 219; 
Protoss_Pylon2 147; Protoss_Pylon 50; Protoss_Opening ; Protoss_Assimilator 96; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 354; Protoss_Expansion 438; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 181; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 1021; Protoss_Gateway2 343; Protoss_Forge 798; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 926; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 147; Protoss_Pylon 50; Protoss_Opening nony; Protoss_Assimilator 104; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 270; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 296; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 552; Protoss_Gateway2 330; Protoss_Forge 575; Protoss_Templar_Archives 742; Protoss_Photon_Cannon 632; Protoss_Cybernetics_Core 133; 
Protoss_Pylon2 167; Protoss_Pylon 51; Protoss_Opening nony; Protoss_Assimilator 99; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 320; Protoss_Expansion 382; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 261; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 451; Protoss_Gateway2 365; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 132; 
Protoss_Pylon2 161; Protoss_Pylon 53; Protoss_Opening two_gates; Protoss_Assimilator 109; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 471; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 413; Protoss_Fleet_Beacon 1029; Protoss_Stargate 957; Protoss_Citadel_of_Adun 309; Protoss_Gateway2 201; Protoss_Forge 700; Protoss_Templar_Archives 357; Protoss_Photon_Cannon 739; Protoss_Cybernetics_Core 145; 
Protoss_Pylon2 157; Protoss_Pylon 51; Protoss_Opening nony; Protoss_Assimilator 113; Protoss_Gateway 87; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 277; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 317; Protoss_Fleet_Beacon 0; Protoss_Stargate 1015; Protoss_Citadel_of_Adun 800; Protoss_Gateway2 302; Protoss_Forge 875; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 941; Protoss_Cybernetics_Core 141; 
Protoss_Pylon2 145; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 104; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 605; Protoss_Expansion 270; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 303; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 387; Protoss_Gateway2 325; Protoss_Forge 451; Protoss_Templar_Archives 512; Protoss_Photon_Cannon 642; Protoss_Cybernetics_Core 127; 
Protoss_Pylon2 149; Protoss_Pylon 55; Protoss_Opening reaver_drop; Protoss_Assimilator 100; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 266; Protoss_Expansion 458; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 195; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 891; Protoss_Gateway2 310; Protoss_Forge 577; Protoss_Templar_Archives 995; Protoss_Photon_Cannon 621; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 152; Protoss_Pylon 52; Protoss_Opening nony; Protoss_Assimilator 106; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 403; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 287; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 493; Protoss_Gateway2 350; Protoss_Forge 602; Protoss_Templar_Archives 594; Protoss_Photon_Cannon 632; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 150; Protoss_Pylon 51; Protoss_Opening speedzeal; Protoss_Assimilator 109; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 239; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 417; Protoss_Gateway2 275; Protoss_Forge 315; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 156; Protoss_Pylon 50; Protoss_Opening reaver_drop; Protoss_Assimilator 99; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 342; Protoss_Expansion 399; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 227; Protoss_Fleet_Beacon 0; Protoss_Stargate 951; Protoss_Citadel_of_Adun 586; Protoss_Gateway2 415; Protoss_Forge 707; Protoss_Templar_Archives 953; Protoss_Photon_Cannon 807; Protoss_Cybernetics_Core 129; 
Protoss_Pylon2 152; Protoss_Pylon 52; Protoss_Opening two_gates; Protoss_Assimilator 110; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 321; Protoss_Arbiter_Tribunal 606; Protoss_Robotics_Facility 359; Protoss_Fleet_Beacon 0; Protoss_Stargate 552; Protoss_Citadel_of_Adun 438; Protoss_Gateway2 342; Protoss_Forge 733; Protoss_Templar_Archives 553; Protoss_Photon_Cannon 792; Protoss_Cybernetics_Core 132; 
Protoss_Pylon2 155; Protoss_Pylon 51; Protoss_Opening nony; Protoss_Assimilator 106; Protoss_Gateway 87; Protoss_Robotics_Support_Bay 303; Protoss_Expansion 450; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 243; Protoss_Fleet_Beacon 574; Protoss_Stargate 476; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 324; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 136; 
Protoss_Pylon2 143; Protoss_Pylon 48; Protoss_Opening ; Protoss_Assimilator 98; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 248; Protoss_Expansion 453; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 192; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 636; Protoss_Gateway2 373; Protoss_Forge 794; Protoss_Templar_Archives 885; Protoss_Photon_Cannon 848; Protoss_Cybernetics_Core 133; 
Protoss_Pylon2 157; Protoss_Pylon 51; Protoss_Opening nony; Protoss_Assimilator 104; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 405; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 635; Protoss_Fleet_Beacon 723; Protoss_Stargate 673; Protoss_Citadel_of_Adun 215; Protoss_Gateway2 307; Protoss_Forge 314; Protoss_Templar_Archives 260; Protoss_Photon_Cannon 346; Protoss_Cybernetics_Core 134; 
Protoss_Pylon2 161; Protoss_Pylon 52; Protoss_Opening reaver_drop; Protoss_Assimilator 79; Protoss_Gateway 107; Protoss_Robotics_Support_Bay 294; Protoss_Expansion 515; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 193; Protoss_Fleet_Beacon 816; Protoss_Stargate 755; Protoss_Citadel_of_Adun 520; Protoss_Gateway2 378; Protoss_Forge 686; Protoss_Templar_Archives 562; Protoss_Photon_Cannon 717; Protoss_Cybernetics_Core 149; 
Protoss_Pylon2 153; Protoss_Pylon 51; Protoss_Opening ; Protoss_Assimilator 96; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 566; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 331; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 671; Protoss_Gateway2 196; Protoss_Forge 447; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 573; Protoss_Cybernetics_Core 136; 
Protoss_Pylon2 144; Protoss_Pylon 49; Protoss_Opening reaver_drop; Protoss_Assimilator 103; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 328; Protoss_Expansion 369; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 219; Protoss_Fleet_Beacon 958; Protoss_Stargate 897; Protoss_Citadel_of_Adun 531; Protoss_Gateway2 422; Protoss_Forge 603; Protoss_Templar_Archives 590; Protoss_Photon_Cannon 666; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 157; Protoss_Pylon 51; Protoss_Opening fast_dt; Protoss_Assimilator 101; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 291; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 889; Protoss_Stargate 824; Protoss_Citadel_of_Adun 188; Protoss_Gateway2 320; Protoss_Forge 345; Protoss_Templar_Archives 248; Protoss_Photon_Cannon 387; Protoss_Cybernetics_Core 135; 
Protoss_Pylon2 145; Protoss_Pylon 52; Protoss_Opening nony; Protoss_Assimilator 104; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 280; Protoss_Expansion 523; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 219; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 642; Protoss_Gateway2 241; Protoss_Forge 572; Protoss_Templar_Archives 731; Protoss_Photon_Cannon 667; Protoss_Cybernetics_Core 126; 
Protoss_Pylon2 158; Protoss_Pylon 50; Protoss_Opening nony; Protoss_Assimilator 96; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 265; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 331; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 546; Protoss_Gateway2 322; Protoss_Forge 504; Protoss_Templar_Archives 722; Protoss_Photon_Cannon 597; Protoss_Cybernetics_Core 134; 
Protoss_Pylon2 154; Protoss_Pylon 51; Protoss_Opening ; Protoss_Assimilator 106; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 449; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 193; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 471; Protoss_Gateway2 254; Protoss_Forge 0; Protoss_Templar_Archives 727; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 138; 
Protoss_Pylon2 157; Protoss_Pylon 54; Protoss_Opening reaver_drop; Protoss_Assimilator 110; Protoss_Gateway 89; Protoss_Robotics_Support_Bay 269; Protoss_Expansion 965; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 211; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 335; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 136; 
Protoss_Pylon2 156; Protoss_Pylon 55; Protoss_Opening fast_dt; Protoss_Assimilator 110; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 383; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 416; Protoss_Fleet_Beacon 0; Protoss_Stargate 1017; Protoss_Citadel_of_Adun 211; Protoss_Gateway2 255; Protoss_Forge 555; Protoss_Templar_Archives 266; Protoss_Photon_Cannon 602; Protoss_Cybernetics_Core 134; 
Protoss_Pylon2 143; Protoss_Pylon 50; Protoss_Opening speedzeal; Protoss_Assimilator 100; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 459; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 213; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 434; Protoss_Gateway2 244; Protoss_Forge 650; Protoss_Templar_Archives 829; Protoss_Photon_Cannon 680; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 143; Protoss_Pylon 50; Protoss_Opening reaver_drop; Protoss_Assimilator 102; Protoss_Gateway 89; Protoss_Robotics_Support_Bay 286; Protoss_Expansion 489; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 189; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 511; Protoss_Gateway2 333; Protoss_Forge 0; Protoss_Templar_Archives 579; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 151; Protoss_Pylon 51; Protoss_Opening speedzeal; Protoss_Assimilator 108; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 555; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 196; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 347; Protoss_Gateway2 275; Protoss_Forge 683; Protoss_Templar_Archives 582; Protoss_Photon_Cannon 772; Protoss_Cybernetics_Core 131; 
