Protoss_Pylon2 127; Protoss_Pylon 54; Protoss_Opening ReaverDrop; Protoss_Assimilator 245; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 525; Protoss_Expansion 636; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 460; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 102; Protoss_Forge 662; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 248; 
Protoss_Pylon2 148; Protoss_Pylon 50; Protoss_Opening Carrier; Protoss_Assimilator 105; Protoss_Gateway 90; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 490; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 519; Protoss_Fleet_Beacon 0; Protoss_Stargate 178; Protoss_Citadel_of_Adun 352; Protoss_Gateway2 265; Protoss_Forge 373; Protoss_Templar_Archives 398; Protoss_Photon_Cannon 426; Protoss_Cybernetics_Core 133; 
Protoss_Pylon2 131; Protoss_Pylon 49; Protoss_Opening FastLegs; Protoss_Assimilator 105; Protoss_Gateway 89; Protoss_Robotics_Support_Bay 1295; Protoss_Expansion 471; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 842; Protoss_Fleet_Beacon 0; Protoss_Stargate 1381; Protoss_Citadel_of_Adun 264; Protoss_Gateway2 175; Protoss_Forge 366; Protoss_Templar_Archives 330; Protoss_Photon_Cannon 417; Protoss_Cybernetics_Core 216; 
Protoss_Pylon2 143; Protoss_Pylon 50; Protoss_Opening FastLegs; Protoss_Assimilator 105; Protoss_Gateway 101; Protoss_Robotics_Support_Bay 1726; Protoss_Expansion 429; Protoss_Arbiter_Tribunal 1616; Protoss_Robotics_Facility 460; Protoss_Fleet_Beacon 1202; Protoss_Stargate 889; Protoss_Citadel_of_Adun 227; Protoss_Gateway2 234; Protoss_Forge 297; Protoss_Templar_Archives 290; Protoss_Photon_Cannon 361; Protoss_Cybernetics_Core 165; 
Protoss_Pylon2 154; Protoss_Pylon 53; Protoss_Opening Carrier; Protoss_Assimilator 102; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 452; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 549; Protoss_Fleet_Beacon 0; Protoss_Stargate 179; Protoss_Citadel_of_Adun 329; Protoss_Gateway2 257; Protoss_Forge 426; Protoss_Templar_Archives 373; Protoss_Photon_Cannon 488; Protoss_Cybernetics_Core 133; 
Protoss_Pylon2 123; Protoss_Pylon 50; Protoss_Opening Carrier; Protoss_Assimilator 234; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 513; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 572; Protoss_Fleet_Beacon 0; Protoss_Stargate 351; Protoss_Citadel_of_Adun 364; Protoss_Gateway2 97; Protoss_Forge 411; Protoss_Templar_Archives 407; Protoss_Photon_Cannon 480; Protoss_Cybernetics_Core 305; 
Protoss_Pylon2 172; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 252; Protoss_Gateway 235; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 199; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 561; Protoss_Fleet_Beacon 0; Protoss_Stargate 395; Protoss_Citadel_of_Adun 400; Protoss_Gateway2 426; Protoss_Forge 89; Protoss_Templar_Archives 463; Protoss_Photon_Cannon 128; Protoss_Cybernetics_Core 343; 
Protoss_Pylon2 134; Protoss_Pylon 50; Protoss_Opening FastLegs; Protoss_Assimilator 165; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 513; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 599; Protoss_Fleet_Beacon 0; Protoss_Stargate 1279; Protoss_Citadel_of_Adun 242; Protoss_Gateway2 107; Protoss_Forge 368; Protoss_Templar_Archives 316; Protoss_Photon_Cannon 418; Protoss_Cybernetics_Core 186; 
Protoss_Pylon2 129; Protoss_Pylon 48; Protoss_Opening FastDT; Protoss_Assimilator 200; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 478; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 487; Protoss_Fleet_Beacon 1572; Protoss_Stargate 1327; Protoss_Citadel_of_Adun 304; Protoss_Gateway2 105; Protoss_Forge 444; Protoss_Templar_Archives 354; Protoss_Photon_Cannon 493; Protoss_Cybernetics_Core 233; 
Protoss_Pylon2 147; Protoss_Pylon 57; Protoss_Opening ReaverDrop; Protoss_Assimilator 335; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 509; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 443; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 452; Protoss_Gateway2 331; Protoss_Forge 267; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 312; Protoss_Cybernetics_Core 380; 
Protoss_Pylon2 116; Protoss_Pylon 45; Protoss_Opening Carrier; Protoss_Assimilator 150; Protoss_Gateway 72; Protoss_Robotics_Support_Bay 358; Protoss_Expansion 513; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 293; Protoss_Fleet_Beacon 0; Protoss_Stargate 265; Protoss_Citadel_of_Adun 276; Protoss_Gateway2 563; Protoss_Forge 321; Protoss_Templar_Archives 625; Protoss_Photon_Cannon 353; Protoss_Cybernetics_Core 217; 
Protoss_Pylon2 159; Protoss_Pylon 55; Protoss_Opening FastDT; Protoss_Assimilator 113; Protoss_Gateway 89; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 363; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 571; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 191; Protoss_Gateway2 267; Protoss_Forge 402; Protoss_Templar_Archives 243; Protoss_Photon_Cannon 437; Protoss_Cybernetics_Core 143; 
Protoss_Pylon2 138; Protoss_Pylon 53; Protoss_Opening FastLegs; Protoss_Assimilator 249; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 529; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 637; Protoss_Fleet_Beacon 0; Protoss_Stargate 670; Protoss_Citadel_of_Adun 336; Protoss_Gateway2 114; Protoss_Forge 410; Protoss_Templar_Archives 395; Protoss_Photon_Cannon 450; Protoss_Cybernetics_Core 285; 
Protoss_Pylon2 120; Protoss_Pylon 45; Protoss_Opening FastDT; Protoss_Assimilator 259; Protoss_Gateway 71; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 594; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 695; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 421; Protoss_Gateway2 93; Protoss_Forge 435; Protoss_Templar_Archives 480; Protoss_Photon_Cannon 515; Protoss_Cybernetics_Core 375; 
Protoss_Pylon2 171; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 242; Protoss_Gateway 226; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 120; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 401; Protoss_Fleet_Beacon 1308; Protoss_Stargate 1002; Protoss_Citadel_of_Adun 368; Protoss_Gateway2 236; Protoss_Forge 142; Protoss_Templar_Archives 456; Protoss_Photon_Cannon 191; Protoss_Cybernetics_Core 325; 
Protoss_Pylon2 131; Protoss_Pylon 48; Protoss_Opening Carrier; Protoss_Assimilator 213; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 492; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 281; Protoss_Citadel_of_Adun 315; Protoss_Gateway2 108; Protoss_Forge 408; Protoss_Templar_Archives 422; Protoss_Photon_Cannon 493; Protoss_Cybernetics_Core 228; 
Protoss_Pylon2 133; Protoss_Pylon 47; Protoss_Opening FastDT; Protoss_Assimilator 98; Protoss_Gateway 73; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 413; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 619; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 235; Protoss_Gateway2 237; Protoss_Forge 289; Protoss_Templar_Archives 277; Protoss_Photon_Cannon 321; Protoss_Cybernetics_Core 176; 
Protoss_Pylon2 133; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 254; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 488; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 671; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 501; Protoss_Gateway2 104; Protoss_Forge 518; Protoss_Templar_Archives 567; Protoss_Photon_Cannon 553; Protoss_Cybernetics_Core 281; 
Protoss_Pylon2 137; Protoss_Pylon 53; Protoss_Opening Carrier; Protoss_Assimilator 242; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 483; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 643; Protoss_Fleet_Beacon 0; Protoss_Stargate 345; Protoss_Citadel_of_Adun 440; Protoss_Gateway2 127; Protoss_Forge 368; Protoss_Templar_Archives 486; Protoss_Photon_Cannon 443; Protoss_Cybernetics_Core 301; 
Protoss_Pylon2 131; Protoss_Pylon 48; Protoss_Opening FastDT; Protoss_Assimilator 201; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 472; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 307; Protoss_Gateway2 108; Protoss_Forge 287; Protoss_Templar_Archives 356; Protoss_Photon_Cannon 365; Protoss_Cybernetics_Core 259; 
Protoss_Pylon2 141; Protoss_Pylon 50; Protoss_Opening FastDT; Protoss_Assimilator 200; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 424; Protoss_Expansion 533; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 360; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 357; Protoss_Gateway2 109; Protoss_Forge 447; Protoss_Templar_Archives 697; Protoss_Photon_Cannon 588; Protoss_Cybernetics_Core 253; 
Protoss_Pylon2 130; Protoss_Pylon 50; Protoss_Opening Carrier; Protoss_Assimilator 102; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 376; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 554; Protoss_Fleet_Beacon 0; Protoss_Stargate 258; Protoss_Citadel_of_Adun 272; Protoss_Gateway2 453; Protoss_Forge 348; Protoss_Templar_Archives 316; Protoss_Photon_Cannon 409; Protoss_Cybernetics_Core 181; 
Protoss_Pylon2 124; Protoss_Pylon 48; Protoss_Opening FastDT; Protoss_Assimilator 229; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 528; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 552; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 334; Protoss_Gateway2 97; Protoss_Forge 276; Protoss_Templar_Archives 378; Protoss_Photon_Cannon 311; Protoss_Cybernetics_Core 260; 
Protoss_Pylon2 140; Protoss_Pylon 43; Protoss_Opening FastDT; Protoss_Assimilator 245; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 716; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 512; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 337; Protoss_Gateway2 104; Protoss_Forge 295; Protoss_Templar_Archives 404; Protoss_Photon_Cannon 342; Protoss_Cybernetics_Core 283; 
Protoss_Pylon2 132; Protoss_Pylon 50; Protoss_Opening FastDT; Protoss_Assimilator 101; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 400; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 441; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 240; Protoss_Gateway2 444; Protoss_Forge 269; Protoss_Templar_Archives 287; Protoss_Photon_Cannon 326; Protoss_Cybernetics_Core 182; 
Protoss_Pylon2 142; Protoss_Pylon 53; Protoss_Opening Carrier; Protoss_Assimilator 180; Protoss_Gateway 88; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 542; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 730; Protoss_Fleet_Beacon 0; Protoss_Stargate 261; Protoss_Citadel_of_Adun 412; Protoss_Gateway2 122; Protoss_Forge 525; Protoss_Templar_Archives 463; Protoss_Photon_Cannon 614; Protoss_Cybernetics_Core 216; 
Protoss_Pylon2 136; Protoss_Pylon 51; Protoss_Opening Carrier; Protoss_Assimilator 156; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 431; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 544; Protoss_Fleet_Beacon 0; Protoss_Stargate 232; Protoss_Citadel_of_Adun 276; Protoss_Gateway2 113; Protoss_Forge 302; Protoss_Templar_Archives 322; Protoss_Photon_Cannon 332; Protoss_Cybernetics_Core 184; 
Protoss_Pylon2 151; Protoss_Pylon 49; Protoss_Opening Carrier; Protoss_Assimilator 105; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 458; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 584; Protoss_Fleet_Beacon 0; Protoss_Stargate 177; Protoss_Citadel_of_Adun 272; Protoss_Gateway2 307; Protoss_Forge 372; Protoss_Templar_Archives 323; Protoss_Photon_Cannon 418; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 159; Protoss_Pylon 62; Protoss_Opening FastExpand; Protoss_Assimilator 273; Protoss_Gateway 231; Protoss_Robotics_Support_Bay 615; Protoss_Expansion 131; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 494; Protoss_Fleet_Beacon 0; Protoss_Stargate 384; Protoss_Citadel_of_Adun 456; Protoss_Gateway2 267; Protoss_Forge 150; Protoss_Templar_Archives 878; Protoss_Photon_Cannon 182; Protoss_Cybernetics_Core 320; 
Protoss_Pylon2 149; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 263; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 233; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 481; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 617; Protoss_Gateway2 347; Protoss_Forge 124; Protoss_Templar_Archives 664; Protoss_Photon_Cannon 171; Protoss_Cybernetics_Core 285; 
Protoss_Pylon2 129; Protoss_Pylon 51; Protoss_Opening FastLegs; Protoss_Assimilator 268; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 550; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 680; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 331; Protoss_Gateway2 106; Protoss_Forge 426; Protoss_Templar_Archives 403; Protoss_Photon_Cannon 470; Protoss_Cybernetics_Core 277; 
Protoss_Pylon2 152; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 251; Protoss_Gateway 225; Protoss_Robotics_Support_Bay 438; Protoss_Expansion 124; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 337; Protoss_Fleet_Beacon 615; Protoss_Stargate 361; Protoss_Citadel_of_Adun 745; Protoss_Gateway2 236; Protoss_Forge 137; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 177; Protoss_Cybernetics_Core 282; 
Protoss_Pylon2 136; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 267; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 646; Protoss_Expansion 333; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 557; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 413; Protoss_Gateway2 110; Protoss_Forge 294; Protoss_Templar_Archives 461; Protoss_Photon_Cannon 377; Protoss_Cybernetics_Core 366; 
Protoss_Pylon2 136; Protoss_Pylon 53; Protoss_Opening FastLegs; Protoss_Assimilator 171; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 428; Protoss_Expansion 570; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 372; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 332; Protoss_Gateway2 112; Protoss_Forge 218; Protoss_Templar_Archives 523; Protoss_Photon_Cannon 354; Protoss_Cybernetics_Core 287; 
Protoss_Pylon2 125; Protoss_Pylon 52; Protoss_Opening Carrier; Protoss_Assimilator 241; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 489; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 698; Protoss_Fleet_Beacon 0; Protoss_Stargate 360; Protoss_Citadel_of_Adun 382; Protoss_Gateway2 97; Protoss_Forge 444; Protoss_Templar_Archives 461; Protoss_Photon_Cannon 510; Protoss_Cybernetics_Core 306; 
Protoss_Pylon2 131; Protoss_Pylon 48; Protoss_Opening FastLegs; Protoss_Assimilator 196; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 291; Protoss_Gateway2 97; Protoss_Forge 427; Protoss_Templar_Archives 382; Protoss_Photon_Cannon 461; Protoss_Cybernetics_Core 245; 
Protoss_Pylon2 158; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 244; Protoss_Gateway 145; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 121; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 1013; Protoss_Fleet_Beacon 0; Protoss_Stargate 1011; Protoss_Citadel_of_Adun 650; Protoss_Gateway2 178; Protoss_Forge 268; Protoss_Templar_Archives 692; Protoss_Photon_Cannon 333; Protoss_Cybernetics_Core 286; 
Protoss_Pylon2 145; Protoss_Pylon 51; Protoss_Opening Carrier; Protoss_Assimilator 124; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 373; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 580; Protoss_Fleet_Beacon 0; Protoss_Stargate 214; Protoss_Citadel_of_Adun 239; Protoss_Gateway2 108; Protoss_Forge 317; Protoss_Templar_Archives 286; Protoss_Photon_Cannon 394; Protoss_Cybernetics_Core 167; 
Protoss_Pylon2 159; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 253; Protoss_Gateway 127; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 113; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 593; Protoss_Fleet_Beacon 0; Protoss_Stargate 480; Protoss_Citadel_of_Adun 492; Protoss_Gateway2 690; Protoss_Forge 311; Protoss_Templar_Archives 735; Protoss_Photon_Cannon 344; Protoss_Cybernetics_Core 424; 
Protoss_Pylon2 140; Protoss_Pylon 53; Protoss_Opening Carrier; Protoss_Assimilator 117; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 545; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 404; Protoss_Fleet_Beacon 0; Protoss_Stargate 261; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 314; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 186; 
Protoss_Pylon2 121; Protoss_Pylon 50; Protoss_Opening Carrier; Protoss_Assimilator 106; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 347; Protoss_Expansion 518; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 247; Protoss_Fleet_Beacon 0; Protoss_Stargate 207; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 366; Protoss_Forge 493; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 577; Protoss_Cybernetics_Core 165; 
Protoss_Pylon2 121; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 348; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 236; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 97; Protoss_Forge 253; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 284; Protoss_Cybernetics_Core 396; 
Protoss_Pylon2 123; Protoss_Pylon 52; Protoss_Opening Carrier; Protoss_Assimilator 106; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 431; Protoss_Expansion 582; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 293; Protoss_Fleet_Beacon 0; Protoss_Stargate 218; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 316; Protoss_Forge 271; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 508; Protoss_Cybernetics_Core 172; 
Protoss_Pylon2 174; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 323; Protoss_Gateway 147; Protoss_Robotics_Support_Bay 614; Protoss_Expansion 133; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 557; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 458; Protoss_Gateway2 192; Protoss_Forge 236; Protoss_Templar_Archives 541; Protoss_Photon_Cannon 269; Protoss_Cybernetics_Core 401; 
Protoss_Pylon2 133; Protoss_Pylon 49; Protoss_Opening FastDT; Protoss_Assimilator 182; Protoss_Gateway 93; Protoss_Robotics_Support_Bay 671; Protoss_Expansion 450; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 610; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 253; Protoss_Gateway2 115; Protoss_Forge 286; Protoss_Templar_Archives 298; Protoss_Photon_Cannon 336; Protoss_Cybernetics_Core 208; 
Protoss_Pylon2 159; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 253; Protoss_Gateway 127; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 113; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 593; Protoss_Fleet_Beacon 0; Protoss_Stargate 480; Protoss_Citadel_of_Adun 492; Protoss_Gateway2 690; Protoss_Forge 311; Protoss_Templar_Archives 735; Protoss_Photon_Cannon 344; Protoss_Cybernetics_Core 424; 
Protoss_Pylon2 140; Protoss_Pylon 53; Protoss_Opening Carrier; Protoss_Assimilator 117; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 545; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 404; Protoss_Fleet_Beacon 0; Protoss_Stargate 261; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 314; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 186; 
Protoss_Pylon2 143; Protoss_Pylon 50; Protoss_Opening FastLegs; Protoss_Assimilator 105; Protoss_Gateway 101; Protoss_Robotics_Support_Bay 1726; Protoss_Expansion 429; Protoss_Arbiter_Tribunal 1616; Protoss_Robotics_Facility 460; Protoss_Fleet_Beacon 1202; Protoss_Stargate 889; Protoss_Citadel_of_Adun 227; Protoss_Gateway2 234; Protoss_Forge 297; Protoss_Templar_Archives 290; Protoss_Photon_Cannon 361; Protoss_Cybernetics_Core 165; 
Protoss_Pylon2 133; Protoss_Pylon 49; Protoss_Opening FastDT; Protoss_Assimilator 182; Protoss_Gateway 93; Protoss_Robotics_Support_Bay 671; Protoss_Expansion 450; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 610; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 253; Protoss_Gateway2 115; Protoss_Forge 286; Protoss_Templar_Archives 298; Protoss_Photon_Cannon 336; Protoss_Cybernetics_Core 208; 
Protoss_Pylon2 174; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 323; Protoss_Gateway 147; Protoss_Robotics_Support_Bay 614; Protoss_Expansion 133; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 557; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 458; Protoss_Gateway2 192; Protoss_Forge 236; Protoss_Templar_Archives 541; Protoss_Photon_Cannon 269; Protoss_Cybernetics_Core 401; 
Protoss_Pylon2 121; Protoss_Pylon 50; Protoss_Opening Carrier; Protoss_Assimilator 106; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 347; Protoss_Expansion 518; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 247; Protoss_Fleet_Beacon 0; Protoss_Stargate 207; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 366; Protoss_Forge 493; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 577; Protoss_Cybernetics_Core 165; 
Protoss_Pylon2 121; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 348; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 236; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 97; Protoss_Forge 253; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 284; Protoss_Cybernetics_Core 396; 
Protoss_Pylon2 123; Protoss_Pylon 52; Protoss_Opening Carrier; Protoss_Assimilator 106; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 431; Protoss_Expansion 582; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 293; Protoss_Fleet_Beacon 0; Protoss_Stargate 218; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 316; Protoss_Forge 271; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 508; Protoss_Cybernetics_Core 172; 
