Terran_Control_Tower 9845; Terran_Comsat_Station 5375; Terran_Barracks 2745; Terran_Expansion 13605; Terran_Refinery 2080; Terran_Barracks2 5530; Terran_Missile_Turret 8010; Terran_Supply_Depot 1470; Terran_Engineering_Bay 3280; Terran_Science_Facility 9265; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 7905; Terran_Opening Bio; Terran_Academy 4020; Terran_Bunker 36230; Terran_Factory 6420; 
Terran_Control_Tower 9640; Terran_Comsat_Station 7745; Terran_Barracks 2010; Terran_Expansion 18460; Terran_Refinery 5470; Terran_Barracks2 2700; Terran_Missile_Turret 12915; Terran_Supply_Depot 1465; Terran_Engineering_Bay 11825; Terran_Science_Facility 13190; Terran_Machine_Shop 11200; Terran_Armory 0; Terran_Starport 8485; Terran_Opening Bio; Terran_Academy 6460; Terran_Bunker 4275; Terran_Factory 7090; 
Terran_Control_Tower 9640; Terran_Comsat_Station 7745; Terran_Barracks 2010; Terran_Expansion 18460; Terran_Refinery 5470; Terran_Barracks2 2700; Terran_Missile_Turret 12915; Terran_Supply_Depot 1465; Terran_Engineering_Bay 11825; Terran_Science_Facility 13190; Terran_Machine_Shop 11200; Terran_Armory 0; Terran_Starport 8485; Terran_Opening Bio; Terran_Academy 6460; Terran_Bunker 4275; Terran_Factory 7090; 
Terran_Control_Tower 6960; Terran_Comsat_Station 7865; Terran_Barracks 2065; Terran_Expansion 15655; Terran_Refinery 2670; Terran_Barracks2 8670; Terran_Missile_Turret 12325; Terran_Supply_Depot 1445; Terran_Engineering_Bay 11135; Terran_Science_Facility 8920; Terran_Machine_Shop 11245; Terran_Armory 22800; Terran_Starport 5715; Terran_Opening FastDropship; Terran_Academy 6420; Terran_Bunker 8220; Terran_Factory 4205; 
Terran_Control_Tower 12960; Terran_Comsat_Station 8610; Terran_Barracks 2165; Terran_Expansion 5800; Terran_Refinery 6300; Terran_Barracks2 2790; Terran_Missile_Turret 10090; Terran_Supply_Depot 1425; Terran_Engineering_Bay 9030; Terran_Science_Facility 12985; Terran_Machine_Shop 10640; Terran_Armory 0; Terran_Starport 11195; Terran_Opening Bio; Terran_Academy 7345; Terran_Bunker 3885; Terran_Factory 8000; 
Terran_Control_Tower 9970; Terran_Comsat_Station 11080; Terran_Barracks 2055; Terran_Expansion 15355; Terran_Refinery 4735; Terran_Barracks2 2730; Terran_Missile_Turret 13125; Terran_Supply_Depot 1410; Terran_Engineering_Bay 7010; Terran_Science_Facility 9105; Terran_Machine_Shop 15275; Terran_Armory 0; Terran_Starport 7270; Terran_Opening Bio; Terran_Academy 9670; Terran_Bunker 4050; Terran_Factory 5980; 
Terran_Control_Tower 16298; Terran_Comsat_Station 8394; Terran_Barracks 2228; Terran_Expansion 6268; Terran_Refinery 6398; Terran_Barracks2 2874; Terran_Missile_Turret 10472; Terran_Supply_Depot 1410; Terran_Engineering_Bay 9264; Terran_Science_Facility 17162; Terran_Machine_Shop 13918; Terran_Armory 0; Terran_Starport 14634; Terran_Opening Bio; Terran_Academy 7040; Terran_Bunker 9422; Terran_Factory 12344; 
Terran_Control_Tower 9458; Terran_Comsat_Station 8552; Terran_Barracks 1984; Terran_Expansion 9970; Terran_Refinery 4084; Terran_Barracks2 2608; Terran_Missile_Turret 10058; Terran_Supply_Depot 1392; Terran_Engineering_Bay 7678; Terran_Science_Facility 8248; Terran_Machine_Shop 11340; Terran_Armory 32202; Terran_Starport 6886; Terran_Opening Bio; Terran_Academy 6444; Terran_Bunker 14642; Terran_Factory 5386; 
Terran_Control_Tower 9640; Terran_Comsat_Station 7745; Terran_Barracks 2010; Terran_Expansion 18460; Terran_Refinery 5470; Terran_Barracks2 2700; Terran_Missile_Turret 12915; Terran_Supply_Depot 1465; Terran_Engineering_Bay 11825; Terran_Science_Facility 13190; Terran_Machine_Shop 11200; Terran_Armory 0; Terran_Starport 8485; Terran_Opening Bio; Terran_Academy 6460; Terran_Bunker 4275; Terran_Factory 7090; 
Terran_Control_Tower 0; Terran_Comsat_Station 7346; Terran_Barracks 2172; Terran_Expansion 16106; Terran_Refinery 1968; Terran_Barracks2 3646; Terran_Missile_Turret 9974; Terran_Supply_Depot 1390; Terran_Engineering_Bay 8936; Terran_Science_Facility 0; Terran_Machine_Shop 5882; Terran_Armory 6184; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5976; Terran_Bunker 16720; Terran_Factory 4016; 
Terran_Control_Tower 8160; Terran_Comsat_Station 8380; Terran_Barracks 2055; Terran_Expansion 11730; Terran_Refinery 4285; Terran_Barracks2 2665; Terran_Missile_Turret 12680; Terran_Supply_Depot 1415; Terran_Engineering_Bay 8210; Terran_Science_Facility 9480; Terran_Machine_Shop 11040; Terran_Armory 29870; Terran_Starport 7060; Terran_Opening Bio; Terran_Academy 7080; Terran_Bunker 14570; Terran_Factory 5735; 
Terran_Control_Tower 9640; Terran_Comsat_Station 7745; Terran_Barracks 2010; Terran_Expansion 18460; Terran_Refinery 5470; Terran_Barracks2 2700; Terran_Missile_Turret 12915; Terran_Supply_Depot 1465; Terran_Engineering_Bay 11825; Terran_Science_Facility 13190; Terran_Machine_Shop 11200; Terran_Armory 0; Terran_Starport 8485; Terran_Opening Bio; Terran_Academy 6460; Terran_Bunker 4275; Terran_Factory 7090; 
Terran_Control_Tower 9640; Terran_Comsat_Station 6610; Terran_Barracks 2180; Terran_Expansion 12100; Terran_Refinery 4530; Terran_Barracks2 2835; Terran_Missile_Turret 13620; Terran_Supply_Depot 1410; Terran_Engineering_Bay 8055; Terran_Science_Facility 9865; Terran_Machine_Shop 12150; Terran_Armory 79115; Terran_Starport 8490; Terran_Opening Bio; Terran_Academy 5170; Terran_Bunker 9710; Terran_Factory 7000; 
Terran_Control_Tower 8025; Terran_Comsat_Station 7235; Terran_Barracks 2035; Terran_Expansion 11495; Terran_Refinery 4090; Terran_Barracks2 2700; Terran_Missile_Turret 10590; Terran_Supply_Depot 1420; Terran_Engineering_Bay 9520; Terran_Science_Facility 8055; Terran_Machine_Shop 11345; Terran_Armory 0; Terran_Starport 6840; Terran_Opening Bio; Terran_Academy 5880; Terran_Bunker 9045; Terran_Factory 5575; 
Terran_Control_Tower 8030; Terran_Comsat_Station 8360; Terran_Barracks 2060; Terran_Expansion 11760; Terran_Refinery 4230; Terran_Barracks2 2695; Terran_Missile_Turret 0; Terran_Supply_Depot 1425; Terran_Engineering_Bay 12255; Terran_Science_Facility 9780; Terran_Machine_Shop 11790; Terran_Armory 0; Terran_Starport 6900; Terran_Opening Bio; Terran_Academy 7020; Terran_Bunker 16185; Terran_Factory 5555; 
Terran_Control_Tower 9495; Terran_Comsat_Station 5965; Terran_Barracks 2015; Terran_Expansion 11255; Terran_Refinery 4220; Terran_Barracks2 2665; Terran_Missile_Turret 11155; Terran_Supply_Depot 1430; Terran_Engineering_Bay 9965; Terran_Science_Facility 8460; Terran_Machine_Shop 9050; Terran_Armory 0; Terran_Starport 6945; Terran_Opening Bio; Terran_Academy 4735; Terran_Bunker 7780; Terran_Factory 5470; 
Terran_Control_Tower 7525; Terran_Comsat_Station 7230; Terran_Barracks 2150; Terran_Expansion 0; Terran_Refinery 3790; Terran_Barracks2 2800; Terran_Missile_Turret 8935; Terran_Supply_Depot 1405; Terran_Engineering_Bay 7470; Terran_Science_Facility 8575; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 6350; Terran_Opening Bio; Terran_Academy 5755; Terran_Bunker 14990; Terran_Factory 5000; 
Terran_Control_Tower 0; Terran_Comsat_Station 8316; Terran_Barracks 2086; Terran_Expansion 11200; Terran_Refinery 3794; Terran_Barracks2 2632; Terran_Missile_Turret 18856; Terran_Supply_Depot 1364; Terran_Engineering_Bay 5236; Terran_Science_Facility 0; Terran_Machine_Shop 13970; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 6478; Terran_Bunker 16754; Terran_Factory 12462; 
Terran_Control_Tower 8595; Terran_Comsat_Station 9785; Terran_Barracks 2065; Terran_Expansion 21195; Terran_Refinery 2615; Terran_Barracks2 5135; Terran_Missile_Turret 14990; Terran_Supply_Depot 1425; Terran_Engineering_Bay 11925; Terran_Science_Facility 13165; Terran_Machine_Shop 14755; Terran_Armory 0; Terran_Starport 5465; Terran_Opening FastDropship; Terran_Academy 4825; Terran_Bunker 14490; Terran_Factory 4160; 
Terran_Control_Tower 13400; Terran_Comsat_Station 8900; Terran_Barracks 2055; Terran_Expansion 4900; Terran_Refinery 4350; Terran_Barracks2 2785; Terran_Missile_Turret 10820; Terran_Supply_Depot 1450; Terran_Engineering_Bay 9695; Terran_Science_Facility 13380; Terran_Machine_Shop 13420; Terran_Armory 68430; Terran_Starport 11910; Terran_Opening Bio; Terran_Academy 5445; Terran_Bunker 3750; Terran_Factory 10105; 
Terran_Control_Tower 24055; Terran_Comsat_Station 8100; Terran_Barracks 2175; Terran_Expansion 16310; Terran_Refinery 6015; Terran_Barracks2 2770; Terran_Missile_Turret 11655; Terran_Supply_Depot 1465; Terran_Engineering_Bay 8675; Terran_Science_Facility 23905; Terran_Machine_Shop 18330; Terran_Armory 0; Terran_Starport 21160; Terran_Opening Bio; Terran_Academy 6640; Terran_Bunker 3515; Terran_Factory 11245; 
Terran_Control_Tower 12035; Terran_Comsat_Station 7380; Terran_Barracks 2080; Terran_Expansion 16615; Terran_Refinery 6345; Terran_Barracks2 2705; Terran_Missile_Turret 14205; Terran_Supply_Depot 1615; Terran_Engineering_Bay 13180; Terran_Science_Facility 13590; Terran_Machine_Shop 10630; Terran_Armory 0; Terran_Starport 10705; Terran_Opening Bio; Terran_Academy 4795; Terran_Bunker 12630; Terran_Factory 9135; 
Terran_Control_Tower 9495; Terran_Comsat_Station 5965; Terran_Barracks 2015; Terran_Expansion 11255; Terran_Refinery 4220; Terran_Barracks2 2665; Terran_Missile_Turret 11155; Terran_Supply_Depot 1430; Terran_Engineering_Bay 9965; Terran_Science_Facility 8460; Terran_Machine_Shop 9050; Terran_Armory 0; Terran_Starport 6945; Terran_Opening Bio; Terran_Academy 4735; Terran_Bunker 7780; Terran_Factory 5470; 
Terran_Control_Tower 10000; Terran_Comsat_Station 5345; Terran_Barracks 2215; Terran_Expansion 0; Terran_Refinery 2940; Terran_Barracks2 4605; Terran_Missile_Turret 0; Terran_Supply_Depot 1495; Terran_Engineering_Bay 8180; Terran_Science_Facility 9975; Terran_Machine_Shop 9620; Terran_Armory 0; Terran_Starport 8690; Terran_Opening Bio; Terran_Academy 3550; Terran_Bunker 10870; Terran_Factory 7280; 
Terran_Control_Tower 7334; Terran_Comsat_Station 9224; Terran_Barracks 2210; Terran_Expansion 13504; Terran_Refinery 2634; Terran_Barracks2 3782; Terran_Missile_Turret 12948; Terran_Supply_Depot 1428; Terran_Engineering_Bay 11708; Terran_Science_Facility 11902; Terran_Machine_Shop 8314; Terran_Armory 0; Terran_Starport 5310; Terran_Opening Bio; Terran_Academy 7814; Terran_Bunker 0; Terran_Factory 3894; 
Terran_Control_Tower 9004; Terran_Comsat_Station 7392; Terran_Barracks 2212; Terran_Expansion 0; Terran_Refinery 2610; Terran_Barracks2 4770; Terran_Missile_Turret 7782; Terran_Supply_Depot 1440; Terran_Engineering_Bay 3988; Terran_Science_Facility 8384; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 7000; Terran_Opening Bio; Terran_Academy 6118; Terran_Bunker 8642; Terran_Factory 5488; 
Terran_Control_Tower 9458; Terran_Comsat_Station 8552; Terran_Barracks 1984; Terran_Expansion 9970; Terran_Refinery 4084; Terran_Barracks2 2608; Terran_Missile_Turret 10058; Terran_Supply_Depot 1392; Terran_Engineering_Bay 7678; Terran_Science_Facility 8248; Terran_Machine_Shop 11340; Terran_Armory 32202; Terran_Starport 6886; Terran_Opening Bio; Terran_Academy 6444; Terran_Bunker 14642; Terran_Factory 5386; 
Terran_Control_Tower 13390; Terran_Comsat_Station 6400; Terran_Barracks 2005; Terran_Expansion 0; Terran_Refinery 4190; Terran_Barracks2 2650; Terran_Missile_Turret 7910; Terran_Supply_Depot 1430; Terran_Engineering_Bay 6890; Terran_Science_Facility 13995; Terran_Machine_Shop 6780; Terran_Armory 0; Terran_Starport 12265; Terran_Opening Bio; Terran_Academy 4760; Terran_Bunker 8685; Terran_Factory 5495; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1976; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 2812; Terran_Missile_Turret 0; Terran_Supply_Depot 1298; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 7185; Terran_Barracks 2055; Terran_Expansion 0; Terran_Refinery 4015; Terran_Barracks2 2735; Terran_Missile_Turret 11800; Terran_Supply_Depot 1410; Terran_Engineering_Bay 5305; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 15450; Terran_Opening Bio; Terran_Academy 5880; Terran_Bunker 0; Terran_Factory 10490; 
Terran_Control_Tower 13070; Terran_Comsat_Station 7205; Terran_Barracks 2030; Terran_Expansion 23420; Terran_Refinery 4570; Terran_Barracks2 2590; Terran_Missile_Turret 9690; Terran_Supply_Depot 1405; Terran_Engineering_Bay 8055; Terran_Science_Facility 12830; Terran_Machine_Shop 11715; Terran_Armory 0; Terran_Starport 11655; Terran_Opening Bio; Terran_Academy 5785; Terran_Bunker 8475; Terran_Factory 10360; 
Terran_Control_Tower 9640; Terran_Comsat_Station 6610; Terran_Barracks 2180; Terran_Expansion 12100; Terran_Refinery 4530; Terran_Barracks2 2835; Terran_Missile_Turret 13620; Terran_Supply_Depot 1410; Terran_Engineering_Bay 8055; Terran_Science_Facility 9865; Terran_Machine_Shop 12150; Terran_Armory 79115; Terran_Starport 8490; Terran_Opening Bio; Terran_Academy 5170; Terran_Bunker 9710; Terran_Factory 7000; 
Terran_Control_Tower 9640; Terran_Comsat_Station 6610; Terran_Barracks 2180; Terran_Expansion 12100; Terran_Refinery 4530; Terran_Barracks2 2835; Terran_Missile_Turret 13620; Terran_Supply_Depot 1410; Terran_Engineering_Bay 8055; Terran_Science_Facility 9865; Terran_Machine_Shop 12150; Terran_Armory 79115; Terran_Starport 8490; Terran_Opening Bio; Terran_Academy 5170; Terran_Bunker 9710; Terran_Factory 7000; 
Terran_Control_Tower 9640; Terran_Comsat_Station 6610; Terran_Barracks 2180; Terran_Expansion 12100; Terran_Refinery 4530; Terran_Barracks2 2835; Terran_Missile_Turret 13620; Terran_Supply_Depot 1410; Terran_Engineering_Bay 8055; Terran_Science_Facility 9865; Terran_Machine_Shop 12150; Terran_Armory 79115; Terran_Starport 8490; Terran_Opening Bio; Terran_Academy 5170; Terran_Bunker 9710; Terran_Factory 7000; 
Terran_Control_Tower 0; Terran_Comsat_Station 7185; Terran_Barracks 2055; Terran_Expansion 0; Terran_Refinery 4015; Terran_Barracks2 2735; Terran_Missile_Turret 11800; Terran_Supply_Depot 1410; Terran_Engineering_Bay 5305; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 15450; Terran_Opening Bio; Terran_Academy 5880; Terran_Bunker 0; Terran_Factory 10490; 
Terran_Control_Tower 9300; Terran_Comsat_Station 5970; Terran_Barracks 2180; Terran_Expansion 12580; Terran_Refinery 2590; Terran_Barracks2 3255; Terran_Missile_Turret 0; Terran_Supply_Depot 1450; Terran_Engineering_Bay 8865; Terran_Science_Facility 9095; Terran_Machine_Shop 11350; Terran_Armory 0; Terran_Starport 7800; Terran_Opening Bio; Terran_Academy 4715; Terran_Bunker 0; Terran_Factory 6500; 
Terran_Control_Tower 9640; Terran_Comsat_Station 6610; Terran_Barracks 2180; Terran_Expansion 12100; Terran_Refinery 4530; Terran_Barracks2 2835; Terran_Missile_Turret 13620; Terran_Supply_Depot 1410; Terran_Engineering_Bay 8055; Terran_Science_Facility 9865; Terran_Machine_Shop 12150; Terran_Armory 79115; Terran_Starport 8490; Terran_Opening Bio; Terran_Academy 5170; Terran_Bunker 9710; Terran_Factory 7000; 
Terran_Control_Tower 13138; Terran_Comsat_Station 6524; Terran_Barracks 2010; Terran_Expansion 13052; Terran_Refinery 4644; Terran_Barracks2 2650; Terran_Missile_Turret 11234; Terran_Supply_Depot 1358; Terran_Engineering_Bay 10232; Terran_Science_Facility 13400; Terran_Machine_Shop 16348; Terran_Armory 19102; Terran_Starport 12002; Terran_Opening Bio; Terran_Academy 5188; Terran_Bunker 16388; Terran_Factory 9458; 
Terran_Control_Tower 8105; Terran_Comsat_Station 9200; Terran_Barracks 2220; Terran_Expansion 14140; Terran_Refinery 2625; Terran_Barracks2 3705; Terran_Missile_Turret 12735; Terran_Supply_Depot 1510; Terran_Engineering_Bay 11690; Terran_Science_Facility 11680; Terran_Machine_Shop 7845; Terran_Armory 0; Terran_Starport 5220; Terran_Opening Bio; Terran_Academy 7560; Terran_Bunker 10735; Terran_Factory 3880; 
Terran_Control_Tower 14400; Terran_Comsat_Station 6800; Terran_Barracks 2075; Terran_Expansion 14185; Terran_Refinery 3940; Terran_Barracks2 2720; Terran_Missile_Turret 9500; Terran_Supply_Depot 1435; Terran_Engineering_Bay 8565; Terran_Science_Facility 14390; Terran_Machine_Shop 6515; Terran_Armory 0; Terran_Starport 12735; Terran_Opening Bio; Terran_Academy 5550; Terran_Bunker 4440; Terran_Factory 5255; 
Terran_Control_Tower 13825; Terran_Comsat_Station 8760; Terran_Barracks 2075; Terran_Expansion 6000; Terran_Refinery 6070; Terran_Barracks2 2675; Terran_Missile_Turret 9860; Terran_Supply_Depot 1390; Terran_Engineering_Bay 7495; Terran_Science_Facility 13905; Terran_Machine_Shop 12280; Terran_Armory 27925; Terran_Starport 12325; Terran_Opening Bio; Terran_Academy 6505; Terran_Bunker 9740; Terran_Factory 10595; 
Terran_Control_Tower 8270; Terran_Comsat_Station 0; Terran_Barracks 2235; Terran_Expansion 0; Terran_Refinery 2605; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1485; Terran_Engineering_Bay 0; Terran_Science_Facility 7455; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 6190; Terran_Opening FastDropship; Terran_Academy 8355; Terran_Bunker 9770; Terran_Factory 4880; 
Terran_Control_Tower 0; Terran_Comsat_Station 5990; Terran_Barracks 2120; Terran_Expansion 0; Terran_Refinery 2950; Terran_Barracks2 3100; Terran_Missile_Turret 0; Terran_Supply_Depot 1435; Terran_Engineering_Bay 7530; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 4520; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 9458; Terran_Comsat_Station 8552; Terran_Barracks 1984; Terran_Expansion 9970; Terran_Refinery 4084; Terran_Barracks2 2608; Terran_Missile_Turret 10058; Terran_Supply_Depot 1392; Terran_Engineering_Bay 7678; Terran_Science_Facility 8248; Terran_Machine_Shop 11340; Terran_Armory 32202; Terran_Starport 6886; Terran_Opening Bio; Terran_Academy 6444; Terran_Bunker 14642; Terran_Factory 5386; 
Terran_Control_Tower 9970; Terran_Comsat_Station 11080; Terran_Barracks 2055; Terran_Expansion 15355; Terran_Refinery 4735; Terran_Barracks2 2730; Terran_Missile_Turret 13125; Terran_Supply_Depot 1410; Terran_Engineering_Bay 7010; Terran_Science_Facility 9105; Terran_Machine_Shop 15275; Terran_Armory 0; Terran_Starport 7270; Terran_Opening Bio; Terran_Academy 9670; Terran_Bunker 4050; Terran_Factory 5980; 
Terran_Control_Tower 12400; Terran_Comsat_Station 15830; Terran_Barracks 2215; Terran_Expansion 10775; Terran_Refinery 2750; Terran_Barracks2 3495; Terran_Missile_Turret 7365; Terran_Supply_Depot 1455; Terran_Engineering_Bay 5285; Terran_Science_Facility 12380; Terran_Machine_Shop 5250; Terran_Armory 8400; Terran_Starport 8270; Terran_Opening Bio; Terran_Academy 14415; Terran_Bunker 5710; Terran_Factory 3995; 
Terran_Control_Tower 11190; Terran_Comsat_Station 7180; Terran_Barracks 2075; Terran_Expansion 15250; Terran_Refinery 3280; Terran_Barracks2 2760; Terran_Missile_Turret 0; Terran_Supply_Depot 1455; Terran_Engineering_Bay 12160; Terran_Science_Facility 11145; Terran_Machine_Shop 12540; Terran_Armory 0; Terran_Starport 9930; Terran_Opening Bio; Terran_Academy 5435; Terran_Bunker 20820; Terran_Factory 7885; 
Terran_Control_Tower 12400; Terran_Comsat_Station 15830; Terran_Barracks 2215; Terran_Expansion 10775; Terran_Refinery 2750; Terran_Barracks2 3495; Terran_Missile_Turret 7365; Terran_Supply_Depot 1455; Terran_Engineering_Bay 5285; Terran_Science_Facility 12380; Terran_Machine_Shop 5250; Terran_Armory 8400; Terran_Starport 8270; Terran_Opening Bio; Terran_Academy 14415; Terran_Bunker 5710; Terran_Factory 3995; 
Terran_Control_Tower 8784; Terran_Comsat_Station 8404; Terran_Barracks 2128; Terran_Expansion 17472; Terran_Refinery 4700; Terran_Barracks2 2498; Terran_Missile_Turret 13980; Terran_Supply_Depot 1412; Terran_Engineering_Bay 11952; Terran_Science_Facility 9270; Terran_Machine_Shop 12814; Terran_Armory 0; Terran_Starport 7674; Terran_Opening Bio; Terran_Academy 7028; Terran_Bunker 11046; Terran_Factory 6072; 
Terran_Control_Tower 8585; Terran_Comsat_Station 8860; Terran_Barracks 2175; Terran_Expansion 19150; Terran_Refinery 4340; Terran_Barracks2 2740; Terran_Missile_Turret 11800; Terran_Supply_Depot 1450; Terran_Engineering_Bay 9030; Terran_Science_Facility 12285; Terran_Machine_Shop 21020; Terran_Armory 0; Terran_Starport 7070; Terran_Opening Bio; Terran_Academy 6545; Terran_Bunker 14200; Terran_Factory 5770; 
