Terran_Control_Tower 622; Terran_Comsat_Station 666; Terran_Barracks 83; Terran_Expansion 376; Terran_Refinery 116; Terran_Barracks2 510; Terran_Missile_Turret 436; Terran_Supply_Depot 58; Terran_Engineering_Bay 300; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport 548; Terran_Opening ; Terran_Academy 590; Terran_Bunker 258; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station 440; Terran_Barracks 90; Terran_Expansion 443; Terran_Refinery 107; Terran_Barracks2 -1; Terran_Missile_Turret 299; Terran_Supply_Depot 60; Terran_Engineering_Bay 252; Terran_Science_Facility -1; Terran_Machine_Shop 235; Terran_Armory 553; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 378; Terran_Bunker -1; Terran_Factory 171; 
Terran_Control_Tower 758; Terran_Comsat_Station -1; Terran_Barracks 91; Terran_Expansion 680; Terran_Refinery 111; Terran_Barracks2 -1; Terran_Missile_Turret 721; Terran_Supply_Depot 60; Terran_Engineering_Bay 470; Terran_Science_Facility -1; Terran_Machine_Shop 306; Terran_Armory -1; Terran_Starport 681; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker 265; Terran_Factory 170; 
Terran_Control_Tower 262; Terran_Comsat_Station 325; Terran_Barracks 101; Terran_Expansion 459; Terran_Refinery 97; Terran_Barracks2 158; Terran_Missile_Turret 612; Terran_Supply_Depot 59; Terran_Engineering_Bay 340; Terran_Science_Facility -1; Terran_Machine_Shop 264; Terran_Armory -1; Terran_Starport 209; Terran_Opening unknown; Terran_Academy 250; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 893; Terran_Comsat_Station 0; Terran_Barracks 96; Terran_Expansion 454; Terran_Refinery 106; Terran_Barracks2 241; Terran_Missile_Turret 390; Terran_Supply_Depot 66; Terran_Engineering_Bay 344; Terran_Science_Facility -1; Terran_Machine_Shop 216; Terran_Armory -1; Terran_Starport 789; Terran_Opening two_facto; Terran_Academy 860; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower -1; Terran_Comsat_Station 762; Terran_Barracks 96; Terran_Expansion 721; Terran_Refinery 101; Terran_Barracks2 167; Terran_Missile_Turret 420; Terran_Supply_Depot 60; Terran_Engineering_Bay 310; Terran_Science_Facility -1; Terran_Machine_Shop 221; Terran_Armory -1; Terran_Starport 719; Terran_Opening ; Terran_Academy 674; Terran_Bunker 412; Terran_Factory 166; 
Terran_Control_Tower 380; Terran_Comsat_Station 851; Terran_Barracks 90; Terran_Expansion 516; Terran_Refinery 105; Terran_Barracks2 -1; Terran_Missile_Turret 490; Terran_Supply_Depot 58; Terran_Engineering_Bay 444; Terran_Science_Facility 784; Terran_Machine_Shop 232; Terran_Armory 788; Terran_Starport 235; Terran_Opening two_facto; Terran_Academy 142; Terran_Bunker -1; Terran_Factory 179; 
Terran_Control_Tower 259; Terran_Comsat_Station 776; Terran_Barracks 95; Terran_Expansion 409; Terran_Refinery 101; Terran_Barracks2 164; Terran_Missile_Turret 377; Terran_Supply_Depot 67; Terran_Engineering_Bay 324; Terran_Science_Facility 0; Terran_Machine_Shop 215; Terran_Armory 509; Terran_Starport 213; Terran_Opening air; Terran_Academy 642; Terran_Bunker 354; Terran_Factory 159; 
Terran_Control_Tower 428; Terran_Comsat_Station 546; Terran_Barracks 92; Terran_Expansion 269; Terran_Refinery 112; Terran_Barracks2 0; Terran_Missile_Turret 357; Terran_Supply_Depot 60; Terran_Engineering_Bay 316; Terran_Science_Facility 737; Terran_Machine_Shop 233; Terran_Armory 474; Terran_Starport 380; Terran_Opening two_facto; Terran_Academy 492; Terran_Bunker -1; Terran_Factory 171; 
Terran_Control_Tower 265; Terran_Comsat_Station 0; Terran_Barracks 88; Terran_Expansion 668; Terran_Refinery 105; Terran_Barracks2 292; Terran_Missile_Turret 312; Terran_Supply_Depot 53; Terran_Engineering_Bay 260; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 943; Terran_Starport 212; Terran_Opening air; Terran_Academy 914; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station 703; Terran_Barracks 107; Terran_Expansion 265; Terran_Refinery 121; Terran_Barracks2 141; Terran_Missile_Turret 481; Terran_Supply_Depot 53; Terran_Engineering_Bay 425; Terran_Science_Facility -1; Terran_Machine_Shop 246; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 640; Terran_Bunker 200; Terran_Factory 185; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 89; Terran_Expansion 420; Terran_Refinery 112; Terran_Barracks2 368; Terran_Missile_Turret 522; Terran_Supply_Depot 61; Terran_Engineering_Bay 430; Terran_Science_Facility -1; Terran_Machine_Shop 219; Terran_Armory 233; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 165; 
Terran_Control_Tower -1; Terran_Comsat_Station 634; Terran_Barracks 90; Terran_Expansion 447; Terran_Refinery 100; Terran_Barracks2 181; Terran_Missile_Turret 397; Terran_Supply_Depot 62; Terran_Engineering_Bay 326; Terran_Science_Facility -1; Terran_Machine_Shop 221; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 568; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 392; Terran_Comsat_Station 575; Terran_Barracks 92; Terran_Expansion 320; Terran_Refinery 109; Terran_Barracks2 147; Terran_Missile_Turret 398; Terran_Supply_Depot 62; Terran_Engineering_Bay 358; Terran_Science_Facility 594; Terran_Machine_Shop 225; Terran_Armory 751; Terran_Starport 345; Terran_Opening two_facto; Terran_Academy 492; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower 576; Terran_Comsat_Station 840; Terran_Barracks 92; Terran_Expansion 676; Terran_Refinery 102; Terran_Barracks2 187; Terran_Missile_Turret 437; Terran_Supply_Depot 61; Terran_Engineering_Bay 372; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 992; Terran_Starport 528; Terran_Opening two_facto; Terran_Academy 749; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station 661; Terran_Barracks 94; Terran_Expansion 538; Terran_Refinery 111; Terran_Barracks2 -1; Terran_Missile_Turret 371; Terran_Supply_Depot 64; Terran_Engineering_Bay 326; Terran_Science_Facility -1; Terran_Machine_Shop 216; Terran_Armory 859; Terran_Starport 990; Terran_Opening two_facto; Terran_Academy 604; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 263; Terran_Comsat_Station 468; Terran_Barracks 112; Terran_Expansion 373; Terran_Refinery 86; Terran_Barracks2 525; Terran_Missile_Turret 380; Terran_Supply_Depot 60; Terran_Engineering_Bay 316; Terran_Science_Facility 0; Terran_Machine_Shop 228; Terran_Armory 220; Terran_Starport 215; Terran_Opening two_facto; Terran_Academy 378; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 940; Terran_Comsat_Station -1; Terran_Barracks 97; Terran_Expansion 747; Terran_Refinery 113; Terran_Barracks2 1069; Terran_Missile_Turret 742; Terran_Supply_Depot 67; Terran_Engineering_Bay 674; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport 863; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 171; 
Terran_Control_Tower 275; Terran_Comsat_Station 770; Terran_Barracks 86; Terran_Expansion 375; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 371; Terran_Supply_Depot 61; Terran_Engineering_Bay 328; Terran_Science_Facility -1; Terran_Machine_Shop 221; Terran_Armory -1; Terran_Starport 227; Terran_Opening air; Terran_Academy 603; Terran_Bunker 347; Terran_Factory 163; 
Terran_Control_Tower 774; Terran_Comsat_Station 596; Terran_Barracks 91; Terran_Expansion 330; Terran_Refinery 103; Terran_Barracks2 695; Terran_Missile_Turret 277; Terran_Supply_Depot 60; Terran_Engineering_Bay 221; Terran_Science_Facility 776; Terran_Machine_Shop 216; Terran_Armory 598; Terran_Starport 686; Terran_Opening ; Terran_Academy 528; Terran_Bunker 195; Terran_Factory 156; 
Terran_Control_Tower 266; Terran_Comsat_Station 721; Terran_Barracks 96; Terran_Expansion 340; Terran_Refinery 104; Terran_Barracks2 152; Terran_Missile_Turret 395; Terran_Supply_Depot 65; Terran_Engineering_Bay 348; Terran_Science_Facility -1; Terran_Machine_Shop 216; Terran_Armory -1; Terran_Starport 213; Terran_Opening air; Terran_Academy 587; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 0; Terran_Comsat_Station 477; Terran_Barracks 90; Terran_Expansion 357; Terran_Refinery 110; Terran_Barracks2 147; Terran_Missile_Turret 416; Terran_Supply_Depot 58; Terran_Engineering_Bay 354; Terran_Science_Facility 0; Terran_Machine_Shop 215; Terran_Armory 792; Terran_Starport 1072; Terran_Opening two_facto; Terran_Academy 420; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 0; Terran_Comsat_Station 721; Terran_Barracks 94; Terran_Expansion 550; Terran_Refinery 113; Terran_Barracks2 0; Terran_Missile_Turret 496; Terran_Supply_Depot 60; Terran_Engineering_Bay 449; Terran_Science_Facility -1; Terran_Machine_Shop 231; Terran_Armory -1; Terran_Starport 0; Terran_Opening two_facto; Terran_Academy 626; Terran_Bunker 397; Terran_Factory 175; 
Terran_Control_Tower 686; Terran_Comsat_Station -1; Terran_Barracks 92; Terran_Expansion 633; Terran_Refinery 113; Terran_Barracks2 663; Terran_Missile_Turret 378; Terran_Supply_Depot 58; Terran_Engineering_Bay 329; Terran_Science_Facility -1; Terran_Machine_Shop 230; Terran_Armory 920; Terran_Starport 630; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker 412; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station 473; Terran_Barracks 88; Terran_Expansion 551; Terran_Refinery 114; Terran_Barracks2 635; Terran_Missile_Turret 355; Terran_Supply_Depot 57; Terran_Engineering_Bay 303; Terran_Science_Facility -1; Terran_Machine_Shop 220; Terran_Armory 0; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 416; Terran_Bunker -1; Terran_Factory 166; 
Terran_Control_Tower 0; Terran_Comsat_Station 800; Terran_Barracks 98; Terran_Expansion 553; Terran_Refinery 119; Terran_Barracks2 433; Terran_Missile_Turret 472; Terran_Supply_Depot 57; Terran_Engineering_Bay 426; Terran_Science_Facility 0; Terran_Machine_Shop 232; Terran_Armory 551; Terran_Starport 779; Terran_Opening two_facto; Terran_Academy 740; Terran_Bunker 348; Terran_Factory 175; 
Terran_Control_Tower -1; Terran_Comsat_Station 351; Terran_Barracks 92; Terran_Expansion 226; Terran_Refinery 115; Terran_Barracks2 207; Terran_Missile_Turret 747; Terran_Supply_Depot 62; Terran_Engineering_Bay 701; Terran_Science_Facility -1; Terran_Machine_Shop 235; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 277; Terran_Bunker 872; Terran_Factory 170; 
Terran_Control_Tower 712; Terran_Comsat_Station -1; Terran_Barracks 93; Terran_Expansion 631; Terran_Refinery 112; Terran_Barracks2 432; Terran_Missile_Turret 446; Terran_Supply_Depot 59; Terran_Engineering_Bay 405; Terran_Science_Facility -1; Terran_Machine_Shop 224; Terran_Armory -1; Terran_Starport 649; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker 431; Terran_Factory 168; 
Terran_Control_Tower 758; Terran_Comsat_Station -1; Terran_Barracks 91; Terran_Expansion 680; Terran_Refinery 111; Terran_Barracks2 -1; Terran_Missile_Turret 721; Terran_Supply_Depot 60; Terran_Engineering_Bay 470; Terran_Science_Facility -1; Terran_Machine_Shop 306; Terran_Armory -1; Terran_Starport 681; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker 265; Terran_Factory 170; 
Terran_Control_Tower 953; Terran_Comsat_Station 869; Terran_Barracks 90; Terran_Expansion 392; Terran_Refinery 117; Terran_Barracks2 467; Terran_Missile_Turret 403; Terran_Supply_Depot 59; Terran_Engineering_Bay 361; Terran_Science_Facility 0; Terran_Machine_Shop 225; Terran_Armory 1053; Terran_Starport 895; Terran_Opening two_facto; Terran_Academy 809; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower 254; Terran_Comsat_Station 698; Terran_Barracks 98; Terran_Expansion 489; Terran_Refinery 105; Terran_Barracks2 324; Terran_Missile_Turret 359; Terran_Supply_Depot 59; Terran_Engineering_Bay 304; Terran_Science_Facility -1; Terran_Machine_Shop 212; Terran_Armory 356; Terran_Starport 206; Terran_Opening unknown; Terran_Academy 546; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station 965; Terran_Barracks 91; Terran_Expansion 439; Terran_Refinery 117; Terran_Barracks2 548; Terran_Missile_Turret 558; Terran_Supply_Depot 60; Terran_Engineering_Bay 419; Terran_Science_Facility -1; Terran_Machine_Shop 227; Terran_Armory 0; Terran_Starport 0; Terran_Opening vultures; Terran_Academy 699; Terran_Bunker -1; Terran_Factory 168; 
Terran_Control_Tower 256; Terran_Comsat_Station 662; Terran_Barracks 89; Terran_Expansion 545; Terran_Refinery 105; Terran_Barracks2 269; Terran_Missile_Turret 697; Terran_Supply_Depot 59; Terran_Engineering_Bay 582; Terran_Science_Facility -1; Terran_Machine_Shop 218; Terran_Armory -1; Terran_Starport 208; Terran_Opening unknown; Terran_Academy 606; Terran_Bunker 380; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 92; Terran_Expansion -1; Terran_Refinery 114; Terran_Barracks2 147; Terran_Missile_Turret 471; Terran_Supply_Depot 61; Terran_Engineering_Bay 395; Terran_Science_Facility -1; Terran_Machine_Shop 233; Terran_Armory -1; Terran_Starport -1; Terran_Opening unknown; Terran_Academy -1; Terran_Bunker 353; Terran_Factory 165; 
Terran_Control_Tower -1; Terran_Comsat_Station 831; Terran_Barracks 87; Terran_Expansion 424; Terran_Refinery 109; Terran_Barracks2 -1; Terran_Missile_Turret 427; Terran_Supply_Depot 58; Terran_Engineering_Bay 331; Terran_Science_Facility -1; Terran_Machine_Shop 223; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 773; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower 277; Terran_Comsat_Station 538; Terran_Barracks 96; Terran_Expansion 458; Terran_Refinery 117; Terran_Barracks2 335; Terran_Missile_Turret 386; Terran_Supply_Depot 60; Terran_Engineering_Bay 331; Terran_Science_Facility -1; Terran_Machine_Shop 225; Terran_Armory 290; Terran_Starport 230; Terran_Opening two_facto; Terran_Academy 470; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower -1; Terran_Comsat_Station 943; Terran_Barracks 89; Terran_Expansion 592; Terran_Refinery 112; Terran_Barracks2 614; Terran_Missile_Turret 381; Terran_Supply_Depot 59; Terran_Engineering_Bay 340; Terran_Science_Facility -1; Terran_Machine_Shop 222; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 875; Terran_Bunker 374; Terran_Factory 169; 
Terran_Control_Tower -1; Terran_Comsat_Station 340; Terran_Barracks 91; Terran_Expansion 203; Terran_Refinery 188; Terran_Barracks2 233; Terran_Missile_Turret 417; Terran_Supply_Depot 61; Terran_Engineering_Bay 375; Terran_Science_Facility -1; Terran_Machine_Shop 296; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 266; Terran_Bunker 710; Terran_Factory 243; 
Terran_Control_Tower 967; Terran_Comsat_Station 732; Terran_Barracks 86; Terran_Expansion 497; Terran_Refinery 114; Terran_Barracks2 419; Terran_Missile_Turret 380; Terran_Supply_Depot 59; Terran_Engineering_Bay 337; Terran_Science_Facility -1; Terran_Machine_Shop 220; Terran_Armory -1; Terran_Starport 908; Terran_Opening two_facto; Terran_Academy 654; Terran_Bunker -1; Terran_Factory 165; 
Terran_Control_Tower 757; Terran_Comsat_Station 974; Terran_Barracks 102; Terran_Expansion 459; Terran_Refinery 86; Terran_Barracks2 185; Terran_Missile_Turret 402; Terran_Supply_Depot 58; Terran_Engineering_Bay 354; Terran_Science_Facility -1; Terran_Machine_Shop 226; Terran_Armory 0; Terran_Starport 634; Terran_Opening two_facto; Terran_Academy 898; Terran_Bunker 422; Terran_Factory 173; 
Terran_Control_Tower 905; Terran_Comsat_Station 671; Terran_Barracks 100; Terran_Expansion 372; Terran_Refinery 114; Terran_Barracks2 507; Terran_Missile_Turret 452; Terran_Supply_Depot 63; Terran_Engineering_Bay 397; Terran_Science_Facility 905; Terran_Machine_Shop 239; Terran_Armory 677; Terran_Starport 848; Terran_Opening vultures; Terran_Academy 591; Terran_Bunker -1; Terran_Factory 186; 
Terran_Control_Tower 0; Terran_Comsat_Station 695; Terran_Barracks 93; Terran_Expansion 294; Terran_Refinery 118; Terran_Barracks2 540; Terran_Missile_Turret 556; Terran_Supply_Depot 57; Terran_Engineering_Bay 369; Terran_Science_Facility 0; Terran_Machine_Shop 223; Terran_Armory 938; Terran_Starport 1036; Terran_Opening two_facto; Terran_Academy 608; Terran_Bunker 410; Terran_Factory 169; 
Terran_Control_Tower 274; Terran_Comsat_Station 825; Terran_Barracks 94; Terran_Expansion 457; Terran_Refinery 105; Terran_Barracks2 354; Terran_Missile_Turret 617; Terran_Supply_Depot 66; Terran_Engineering_Bay 574; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 730; Terran_Starport 218; Terran_Opening air; Terran_Academy 765; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 355; Terran_Comsat_Station 255; Terran_Barracks 90; Terran_Expansion 477; Terran_Refinery 109; Terran_Barracks2 177; Terran_Missile_Turret 702; Terran_Supply_Depot 60; Terran_Engineering_Bay 652; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 956; Terran_Starport 295; Terran_Opening vultures; Terran_Academy 195; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower -1; Terran_Comsat_Station 352; Terran_Barracks 93; Terran_Expansion 407; Terran_Refinery 110; Terran_Barracks2 360; Terran_Missile_Turret 342; Terran_Supply_Depot 63; Terran_Engineering_Bay 293; Terran_Science_Facility -1; Terran_Machine_Shop 256; Terran_Armory 996; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 274; Terran_Bunker 537; Terran_Factory 161; 
Terran_Control_Tower 268; Terran_Comsat_Station -1; Terran_Barracks 91; Terran_Expansion -1; Terran_Refinery 112; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 218; Terran_Armory -1; Terran_Starport 220; Terran_Opening unknown; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 165; 
Terran_Control_Tower 260; Terran_Comsat_Station 774; Terran_Barracks 91; Terran_Expansion 493; Terran_Refinery 108; Terran_Barracks2 152; Terran_Missile_Turret 321; Terran_Supply_Depot 63; Terran_Engineering_Bay 281; Terran_Science_Facility -1; Terran_Machine_Shop 213; Terran_Armory 1006; Terran_Starport 212; Terran_Opening air; Terran_Academy 664; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower 1011; Terran_Comsat_Station 545; Terran_Barracks 88; Terran_Expansion 371; Terran_Refinery 111; Terran_Barracks2 -1; Terran_Missile_Turret 397; Terran_Supply_Depot 59; Terran_Engineering_Bay 344; Terran_Science_Facility 1012; Terran_Machine_Shop 224; Terran_Armory 813; Terran_Starport 955; Terran_Opening two_facto; Terran_Academy 489; Terran_Bunker -1; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 89; Terran_Expansion -1; Terran_Refinery 111; Terran_Barracks2 345; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 152; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 96; Terran_Expansion -1; Terran_Refinery 99; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 232; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 171; 
